year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,2,3,Adelphi,"{1,1,1,1,1}",1.0
2017,1,4,2,470,New Haven,"{2,2,1,1,1}",1.0
2017,1,5,2,407,Mercy,"{3,2,1,1,1}",1.0
2017,1,2,2,349,Le Moyne,"{4,3,2,1,1}",1.0
2017,1,3,2,362,LIU Post,"{5,4,2,1,1}",1.0
2017,1,6,2,477,NYIT,"{6,4,2,1,1}",1.0
2017,1,1,2,30136,Lindenwood,"{7,5,3,2,1}",1.0
2017,1,4,2,568,Regis (CO),"{8,6,3,2,1}",1.0
2017,1,5,2,11504,Queens (NC),"{9,6,3,2,1}",1.0
2017,1,2,2,233,Fla. Southern,"{10,7,4,2,1}",1.0
2017,1,3,2,197,East Stroudsburg,"{11,8,4,2,1}",1.0
2017,1,6,2,230,Florida Tech,"{12,8,4,2,1}",1.0
