year	division_id	ranking_id	conference_key	conference_id	team_id	team_name
2017	1	18370	America East	845	14	Albany (NY)
2017	1	18370	America East	845	62	Binghamton
2017	1	18370	America East	845	272	Hartford
2017	1	18370	America East	845	683	Stony Brook
2017	1	18370	America East	845	391	UMBC
2017	1	18370	America East	845	368	UMass Lowell
2017	1	18370	America East	845	738	Vermont
2017	1	18370	Atlantic Coast	821	193	Duke
2017	1	18370	Atlantic Coast	821	457	North Carolina
2017	1	18370	Atlantic Coast	821	513	Notre Dame
2017	1	18370	Atlantic Coast	821	688	Syracuse
2017	1	18370	Atlantic Coast	821	746	Virginia
2017	1	18370	Big East	30184	183	Denver
2017	1	18370	Big East	30184	251	Georgetown
2017	1	18370	Big East	30184	387	Marquette
2017	1	18370	Big East	30184	556	Providence
2017	1	18370	Big East	30184	603	St. John's (NY)
2017	1	18370	Big East	30184	739	Villanova
2017	1	18370	Big Ten	827	322	Johns Hopkins
2017	1	18370	Big Ten	827	392	Maryland
2017	1	18370	Big Ten	827	418	Michigan
2017	1	18370	Big Ten	827	518	Ohio St.
2017	1	18370	Big Ten	827	539	Penn St.
2017	1	18370	Big Ten	827	587	Rutgers
2017	1	18370	Colonial	837	180	Delaware
2017	1	18370	Colonial	837	191	Drexel
2017	1	18370	Colonial	837	220	Fairfield
2017	1	18370	Colonial	837	283	Hofstra
2017	1	18370	Colonial	837	400	Massachusetts
2017	1	18370	Colonial	837	711	Towson
2017	1	18370	Independent	0	148	Cleveland St.
2017	1	18370	Independent	0	270	Hampton
2017	1	18370	Independent	0	471	NJIT
2017	1	18370	Ivy League	865	80	Brown
2017	1	18370	Ivy League	865	167	Cornell
2017	1	18370	Ivy League	865	172	Dartmouth
2017	1	18370	Ivy League	865	275	Harvard
2017	1	18370	Ivy League	865	540	Penn
2017	1	18370	Ivy League	865	554	Princeton
2017	1	18370	Ivy League	865	813	Yale
2017	1	18370	Metro Atlantic	871	116	Canisius
2017	1	18370	Metro Atlantic	871	184	Detroit Mercy
2017	1	18370	Metro Atlantic	871	381	Manhattan
2017	1	18370	Metro Atlantic	871	386	Marist
2017	1	18370	Metro Atlantic	871	439	Monmouth
2017	1	18370	Metro Atlantic	871	562	Quinnipiac
2017	1	18370	Metro Atlantic	871	639	Siena
2017	1	18370	Northeast	846	81	Bryant
2017	1	18370	Northeast	846	282	Hobart and William Smith Colleges
2017	1	18370	Northeast	846	450	Mt. St. Mary's
2017	1	18370	Northeast	846	579	Robert Morris
2017	1	18370	Northeast	846	590	Sacred Heart
2017	1	18370	Northeast	846	606	Saint Joseph's
2017	1	18370	Northeast	846	748	Wagner
2017	1	18370	Patriot	838	725	Army West Point
2017	1	18370	Patriot	838	68	Boston U.
2017	1	18370	Patriot	838	83	Bucknell
2017	1	18370	Patriot	838	153	Colgate
2017	1	18370	Patriot	838	285	Holy Cross
2017	1	18370	Patriot	838	342	Lafayette
2017	1	18370	Patriot	838	352	Lehigh
2017	1	18370	Patriot	838	369	Loyola Maryland
2017	1	18370	Patriot	838	726	Navy
2017	1	18370	Southern	912	721	Air Force
2017	1	18370	Southern	912	52	Bellarmine
2017	1	18370	Southern	912	244	Furman
2017	1	18370	Southern	912	19651	High Point
2017	1	18370	Southern	912	316	Jacksonville
2017	1	18370	Southern	912	406	Mercer
2017	1	18370	Southern	912	575	Richmond
2017	1	18370	Southern	912	741	VMI
2016	1	15432	America East	845	14	Albany (NY)
2016	1	15432	America East	845	62	Binghamton
2016	1	15432	America East	845	272	Hartford
2016	1	15432	America East	845	683	Stony Brook
2016	1	15432	America East	845	391	UMBC
2016	1	15432	America East	845	368	UMass Lowell
2016	1	15432	America East	845	738	Vermont
2016	1	15432	Atlantic Coast	821	193	Duke
2016	1	15432	Atlantic Coast	821	457	North Carolina
2016	1	15432	Atlantic Coast	821	513	Notre Dame
2016	1	15432	Atlantic Coast	821	688	Syracuse
2016	1	15432	Atlantic Coast	821	746	Virginia
2016	1	15432	Big East	30184	183	Denver
2016	1	15432	Big East	30184	251	Georgetown
2016	1	15432	Big East	30184	387	Marquette
2016	1	15432	Big East	30184	556	Providence
2016	1	15432	Big East	30184	603	St. John's (NY)
2016	1	15432	Big East	30184	739	Villanova
2016	1	15432	Big Ten	827	322	Johns Hopkins
2016	1	15432	Big Ten	827	392	Maryland
2016	1	15432	Big Ten	827	418	Michigan
2016	1	15432	Big Ten	827	518	Ohio St.
2016	1	15432	Big Ten	827	539	Penn St.
2016	1	15432	Big Ten	827	587	Rutgers
2016	1	15432	Colonial	837	180	Delaware
2016	1	15432	Colonial	837	191	Drexel
2016	1	15432	Colonial	837	220	Fairfield
2016	1	15432	Colonial	837	283	Hofstra
2016	1	15432	Colonial	837	400	Massachusetts
2016	1	15432	Colonial	837	711	Towson
2016	1	15432	Independent	0	471	NJIT
2016	1	15432	Ivy League	865	80	Brown
2016	1	15432	Ivy League	865	167	Cornell
2016	1	15432	Ivy League	865	172	Dartmouth
2016	1	15432	Ivy League	865	275	Harvard
2016	1	15432	Ivy League	865	540	Penn
2016	1	15432	Ivy League	865	554	Princeton
2016	1	15432	Ivy League	865	813	Yale
2016	1	15432	Metro Atlantic	871	116	Canisius
2016	1	15432	Metro Atlantic	871	184	Detroit Mercy
2016	1	15432	Metro Atlantic	871	381	Manhattan
2016	1	15432	Metro Atlantic	871	386	Marist
2016	1	15432	Metro Atlantic	871	439	Monmouth
2016	1	15432	Metro Atlantic	871	562	Quinnipiac
2016	1	15432	Metro Atlantic	871	639	Siena
2016	1	15432	Northeast	846	81	Bryant
2016	1	15432	Northeast	846	282	Hobart and William Smith Colleges
2016	1	15432	Northeast	846	450	Mt. St. Mary's
2016	1	15432	Northeast	846	579	Robert Morris
2016	1	15432	Northeast	846	590	Sacred Heart
2016	1	15432	Northeast	846	606	Saint Joseph's
2016	1	15432	Northeast	846	748	Wagner
2016	1	15432	Patriot	838	725	Army West Point
2016	1	15432	Patriot	838	68	Boston U.
2016	1	15432	Patriot	838	83	Bucknell
2016	1	15432	Patriot	838	153	Colgate
2016	1	15432	Patriot	838	285	Holy Cross
2016	1	15432	Patriot	838	342	Lafayette
2016	1	15432	Patriot	838	352	Lehigh
2016	1	15432	Patriot	838	369	Loyola Maryland
2016	1	15432	Patriot	838	726	Navy
2016	1	15432	Southern	912	721	Air Force
2016	1	15432	Southern	912	52	Bellarmine
2016	1	15432	Southern	912	244	Furman
2016	1	15432	Southern	912	19651	High Point
2016	1	15432	Southern	912	316	Jacksonville
2016	1	15432	Southern	912	406	Mercer
2016	1	15432	Southern	912	575	Richmond
2016	1	15432	Southern	912	741	VMI
2015	1	12941	America East	845	14	Albany (NY)
2015	1	12941	America East	845	62	Binghamton
2015	1	12941	America East	845	272	Hartford
2015	1	12941	America East	845	683	Stony Brook
2015	1	12941	America East	845	391	UMBC
2015	1	12941	America East	845	368	UMass Lowell
2015	1	12941	America East	845	738	Vermont
2015	1	12941	Atlantic Coast	821	193	Duke
2015	1	12941	Atlantic Coast	821	457	North Carolina
2015	1	12941	Atlantic Coast	821	513	Notre Dame
2015	1	12941	Atlantic Coast	821	688	Syracuse
2015	1	12941	Atlantic Coast	821	746	Virginia
2015	1	12941	Big East	30184	183	Denver
2015	1	12941	Big East	30184	251	Georgetown
2015	1	12941	Big East	30184	387	Marquette
2015	1	12941	Big East	30184	556	Providence
2015	1	12941	Big East	30184	603	St. John's (NY)
2015	1	12941	Big East	30184	739	Villanova
2015	1	12941	Big Ten	827	322	Johns Hopkins
2015	1	12941	Big Ten	827	392	Maryland
2015	1	12941	Big Ten	827	418	Michigan
2015	1	12941	Big Ten	827	518	Ohio St.
2015	1	12941	Big Ten	827	539	Penn St.
2015	1	12941	Big Ten	827	587	Rutgers
2015	1	12941	Colonial	837	180	Delaware
2015	1	12941	Colonial	837	191	Drexel
2015	1	12941	Colonial	837	220	Fairfield
2015	1	12941	Colonial	837	283	Hofstra
2015	1	12941	Colonial	837	400	Massachusetts
2015	1	12941	Colonial	837	711	Towson
2015	1	12941	Independent	0	721	Air Force
2015	1	12941	Independent	0	471	NJIT
2015	1	12941	Ivy League	865	80	Brown
2015	1	12941	Ivy League	865	167	Cornell
2015	1	12941	Ivy League	865	172	Dartmouth
2015	1	12941	Ivy League	865	275	Harvard
2015	1	12941	Ivy League	865	540	Penn
2015	1	12941	Ivy League	865	554	Princeton
2015	1	12941	Ivy League	865	813	Yale
2015	1	12941	Metro Atlantic	871	116	Canisius
2015	1	12941	Metro Atlantic	871	184	Detroit Mercy
2015	1	12941	Metro Atlantic	871	381	Manhattan
2015	1	12941	Metro Atlantic	871	386	Marist
2015	1	12941	Metro Atlantic	871	439	Monmouth
2015	1	12941	Metro Atlantic	871	562	Quinnipiac
2015	1	12941	Metro Atlantic	871	639	Siena
2015	1	12941	Northeast	846	81	Bryant
2015	1	12941	Northeast	846	282	Hobart and William Smith Colleges
2015	1	12941	Northeast	846	450	Mt. St. Mary's
2015	1	12941	Northeast	846	579	Robert Morris
2015	1	12941	Northeast	846	590	Sacred Heart
2015	1	12941	Northeast	846	606	Saint Joseph's
2015	1	12941	Northeast	846	748	Wagner
2015	1	12941	Patriot	838	725	Army West Point
2015	1	12941	Patriot	838	68	Boston U.
2015	1	12941	Patriot	838	83	Bucknell
2015	1	12941	Patriot	838	153	Colgate
2015	1	12941	Patriot	838	285	Holy Cross
2015	1	12941	Patriot	838	342	Lafayette
2015	1	12941	Patriot	838	352	Lehigh
2015	1	12941	Patriot	838	369	Loyola Maryland
2015	1	12941	Patriot	838	726	Navy
2015	1	12941	Southern	912	52	Bellarmine
2015	1	12941	Southern	912	244	Furman
2015	1	12941	Southern	912	19651	High Point
2015	1	12941	Southern	912	316	Jacksonville
2015	1	12941	Southern	912	406	Mercer
2015	1	12941	Southern	912	575	Richmond
2015	1	12941	Southern	912	741	VMI
2014	1	12965	ASUN	920	244	Furman
2014	1	12965	ASUN	920	19651	High Point
2014	1	12965	ASUN	920	316	Jacksonville
2014	1	12965	ASUN	920	406	Mercer
2014	1	12965	ASUN	920	575	Richmond
2014	1	12965	ASUN	920	741	VMI
2014	1	12965	America East	845	14	Albany (NY)
2014	1	12965	America East	845	62	Binghamton
2014	1	12965	America East	845	272	Hartford
2014	1	12965	America East	845	683	Stony Brook
2014	1	12965	America East	845	391	UMBC
2014	1	12965	America East	845	738	Vermont
2014	1	12965	Atlantic Coast	821	193	Duke
2014	1	12965	Atlantic Coast	821	392	Maryland
2014	1	12965	Atlantic Coast	821	457	North Carolina
2014	1	12965	Atlantic Coast	821	513	Notre Dame
2014	1	12965	Atlantic Coast	821	688	Syracuse
2014	1	12965	Atlantic Coast	821	746	Virginia
2014	1	12965	Big East	30184	183	Denver
2014	1	12965	Big East	30184	251	Georgetown
