A&M-Corpus Christi,26172,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2005,"Ashkenazy, Andrew",572165,Fr.,2004-05,-,5,1,0.200,0,-,1,0.200,3,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Baccarella, Matt",307413,Jr.,2004-05,-,7,0,-,0,-,0,-,5,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Canizio, Frank",460564,Sr.,2004-05,-,10,0,-,0,-,0,-,28,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Cerveny, Liam",572185,So.,2004-05,-,6,3,0.500,1,0.167,4,0.667,3,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Corben, Jesse",572166,Fr.,2004-05,-,9,1,0.111,0,-,1,0.111,31,-,93,97,0.489,-,-,-,-,-
Adelphi,3,2005,"Gherlone, John",572167,Fr.,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2005,"Gleason, Liam",460565,So.,2004-05,-,10,1,0.100,1,0.100,2,0.200,13,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Green, Wesley",307415,Jr.,2004-05,-,10,37,3.700,12,1.200,49,4.900,20,-,0,2,0.000,-,-,-,-,-
Adelphi,3,2005,"Heisler, Steven",572168,Fr.,2004-05,-,10,9,0.900,4,0.400,13,1.300,8,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Jacobi, Chris",460566,So.,2004-05,-,9,0,-,0,-,0,-,20,-,9,14,0.391,-,-,-,-,-
Adelphi,3,2005,"Jarry, Erik",572169,Fr.,2004-05,-,9,0,-,0,-,0,-,9,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Kalberer, Gregory",460567,Sr.,2004-05,-,10,25,2.500,19,1.900,44,4.400,12,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Kuhn, Ryan",460568,So.,2004-05,-,2,0,-,1,0.500,1,0.500,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Leggio, Rich",460569,So.,2004-05,-,1,0,-,0,-,0,-,1,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Machner, Trent",572170,So.,2004-05,-,10,0,-,0,-,0,-,19,-,0,0,-,9:52,109,11.043,111,0.505
Adelphi,3,2005,"Miller, Vinny",460573,Sr.,2004-05,-,5,0,-,0,-,0,-,6,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Mortimer, Stephen",460574,So.,2004-05,-,10,17,1.700,5,0.500,22,2.200,9,-,1,1,0.500,-,-,-,-,-
Adelphi,3,2005,"O'Malley, Brady",572186,Fr.,2004-05,-,7,0,-,2,0.286,2,0.286,7,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Pescitelli, Dale",572187,Fr.,2004-05,-,10,4,0.400,12,1.200,16,1.600,14,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Pomponio, Ryan",572188,Fr.,2004-05,-,8,2,0.250,1,0.125,3,0.375,3,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Price, Matt",572189,So.,2004-05,-,10,17,1.700,4,0.400,21,2.100,9,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Quinlan, Michael",460575,So.,2004-05,-,1,0,-,0,-,0,-,0,-,0,0,-,0:07,0,0.000,0,-
Adelphi,3,2005,"Rufle, Chris",460576,So.,2004-05,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Weinberg, Scott",572190,Fr.,2004-05,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2005,"Wilson, Don",460580,Sr.,2004-05,-,8,0,-,2,0.250,2,0.250,7,-,0,0,-,-,-,-,-,-
Adrian,4,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agnes Scott,11324,2005,-,0,-,2004-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2005,"Adams, Paul",301785,Jr.,2004-05,-,12,2,0.167,0,-,2,0.167,21,1.750,0,0,-,-,-,-,-,0.000
