A&M-Corpus Christi,26172,2009,-,0,-,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2009,-,0,-,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2009,-,0,-,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2009,-,0,-,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Andersen, Larry",665892,Sr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Ashkenazy, Andrew",989466,Fr.,2008-09,-,11,9,0.818,2,0.182,11,1.000,97,8.818,154,78,0.664,-,-,-,-,-
Adelphi,3,2009,"Bates, Zachary",989467,Fr.,2008-09,-,11,0,-,0,-,0,-,22,2.000,0,0,-,9:25,103,10.931,120,0.538
Adelphi,3,2009,"Benedetto, Paul",989468,Fr.,2008-09,-,11,15,1.364,1,0.091,16,1.455,13,1.182,0,0,-,-,-,-,-,-
Adelphi,3,2009,"Benson, Joe",785341,Jr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Blau, Danny",989469,Fr.,2008-09,-,10,12,1.200,8,0.800,20,2.000,22,2.200,0,0,-,-,-,-,-,-
Adelphi,3,2009,"Born, Richard",779481,Jr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Campbell, David",665895,Sr.,2008-09,-,4,0,-,0,-,0,-,1,0.250,0,0,-,-,-,-,-,-
Adelphi,3,2009,"Carlson, Thomas",993375,Fr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Cincotta, Robert",786106,Jr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Cincotta, Robert",779493,Jr.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2009,"Colantuoni, Christian",779485,Jr.,2008-09,-,10,3,0.300,1,0.100,4,0.400,9,0.900,0,0,-,-,-,-,-,-
Adelphi,3,2009,"Corben, Jesse",895859,So.,2008-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
