year	division_id	division_text	ranking_id	ranking_text
2017	1	d1	18370	Thru Games 05/07/2017
2017	1	d1	18359	Thru Games 05/06/2017
2017	1	d1	18354	Thru Games 05/05/2017
2017	1	d1	18341	Thru Games 05/04/2017
2017	1	d1	18306	Thru Games 04/30/2017
2017	1	d1	18303	Thru Games 04/29/2017
2017	1	d1	18301	Thru Games 04/28/2017
2017	1	d1	18274	Thru Games 04/25/2017
2017	1	d1	18249	Thru Games 04/23/2017
2017	1	d1	18247	Thru Games 04/21/2017
2017	1	d1	18231	Thru Games 04/19/2017
2017	1	d1	18221	Thru Games 04/18/2017
2017	1	d1	18200	Thru Games 04/16/2017
2017	1	d1	18180	Thru Games 04/12/2017
2017	1	d1	18167	Thru Games 04/11/2017
2017	1	d1	18151	Thru Games 04/10/2017
2017	1	d1	18138	Thru Games 04/09/2017
2017	1	d1	18107	Thru Games 04/05/2017
2017	1	d1	18098	Thru Games 04/04/2017
2017	1	d1	18087	Thru Games 04/03/2017
2017	1	d1	18067	Thru Games 04/02/2017
2017	1	d1	18036	Thru Games 03/29/2017
2017	1	d1	18021	Thru Games 03/28/2017
2017	1	d1	17981	Thru Games 03/26/2017
2017	1	d1	17927	Thru Games 03/22/2017
2017	1	d1	17914	Thru Games 03/21/2017
2017	1	d1	17900	Thru Games 03/19/2017
2017	1	d1	17843	Thru Games 03/16/2017
2017	1	d1	17828	Thru Games 03/15/2017
2017	1	d1	17814	Thru Games 03/14/2017
2017	1	d1	17810	Thru Games 03/13/2017
2017	1	d1	17784	Thru Games 03/12/2017
2017	1	d1	17725	Thru Games 03/08/2017
2017	1	d1	17710	Thru Games 03/07/2017
2017	1	d1	17709	Thru Games 03/06/2017
2017	1	d1	17670	Thru Games 03/05/2017
2017	1	d1	17667	Thru Games 03/03/2017
2017	1	d1	17635	Thru Games 03/02/2017
2017	1	d1	17609	Thru Games 03/01/2017
2017	1	d1	17592	Thru Games 02/28/2017
2017	1	d1	17550	Thru Games 02/26/2017
2017	1	d1	17549	Thru Games 02/25/2017
2017	1	d1	17527	Thru Games 02/23/2017
2017	1	d1	17499	Thru Games 02/21/2017
2017	1	d1	17479	Thru Games 02/20/2017
2017	1	d1	17464	Thru Games 02/19/2017
2017	1	d1	17427	Thru Games 02/15/2017
2017	1	d1	17411	Thru Games 02/14/2017
2017	1	d1	17379	Thru Games 02/12/2017
2017	1	d1	17371	Thru Games 02/10/2017
2017	1	d1	17341	Thru Games 02/07/2017
2017	1	d1	17311	Thru Games 02/05/2017
2016	1	d1	15432	Thru Games 05/30/2016
2016	1	d1	17406	Thru Games 05/30/2016
2016	1	d1	15423	Thru Games 05/28/2016
2016	1	d1	15393	Thru Games 05/22/2016
2016	1	d1	15389	Thru Games 05/21/2016
2016	1	d1	15358	Thru Games 05/15/2016
2016	1	d1	15357	Thru Games 05/14/2016
2016	1	d1	15342	Thru Games 05/11/2016
2016	1	d1	15321	Thru Games 05/08/2016
2016	1	d1	15316	Thru Games 05/07/2016
2016	1	d1	15312	Thru Games 05/06/2016
2016	1	d1	15309	Thru Games 05/05/2016
2016	1	d1	15277	Thru Games 05/01/2016
2016	1	d1	15275	Thru Games 04/29/2016
2016	1	d1	15250	Thru Games 04/27/2016
2016	1	d1	15242	Thru Games 04/26/2016
2016	1	d1	15225	Thru Games 04/24/2016
2016	1	d1	15220	Thru Games 04/22/2016
2016	1	d1	15197	Thru Games 04/20/2016
2016	1	d1	15184	Thru Games 04/19/2016
2016	1	d1	15167	Thru Games 04/17/2016
2016	1	d1	15162	Thru Games 04/15/2016
2016	1	d1	15146	Thru Games 04/13/2016
