year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,2,349,Le Moyne,"{1,1,1,1}",1.0
2017,1,4,2,362,LIU Post,"{2,1,1,1}",1.0
2017,1,2,2,3,Adelphi,"{3,2,1,1}",1.0
2017,1,3,2,410,Merrimack,"{4,2,1,1}",1.0
2017,1,1,2,1174,Limestone,"{5,3,2,1}",1.0
2017,1,4,2,30136,Lindenwood (MO),"{6,3,2,1}",1.0
2017,1,2,2,2746,Lake Erie,"{7,4,2,1}",1.0
2017,1,3,2,689,Tampa,"{8,4,2,1}",1.0

2017,1,1,2,349,Le Moyne,"{1,1,1,1}",1.0
2017,1,4,2,362,LIU Post,"{2,1,1,1}",1.0
2017,1,2,2,3,Adelphi,"{3,2,1,1}",1.0
2017,1,3,2,410,Merrimack,"{4,2,1,1}",1.0
2017,1,1,2,1174,Limestone,"{5,3,2,1}",1.0
2017,1,4,2,30136,Lindenwood (MO),"{6,3,2,1}",1.0
2017,1,2,2,2746,Lake Erie,"{7,4,2,1}",1.0
2017,1,3,2,689,Tampa,"{8,4,2,1}",1.0
