A&M-Corpus Christi,26172,2013,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2013,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2013,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Anderson, Brian",1206409,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Arbid, Ramie",1325937,Fr.,2011-12,-,12,0,-,0,-,0,-,20,1.667,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Barney, Matt",1206387,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Barrella, Joey",1325941,Fr.,2011-12,-,8,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Bass, Thomas",1325948,Fr.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Beedle, John",1325923,Fr.,2011-12,-,11,2,0.182,1,0.091,3,0.273,1,0.091,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Benally, Lawrence",1325945,Fr.,2011-12,-,8,0,-,0,-,0,-,7,0.875,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Bertrand, Brian",1206392,So.,2011-12,-,12,2,0.167,4,0.333,6,0.500,6,0.500,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Bertrand, Kevin",1206395,Jr.,2011-12,-,13,9,0.692,6,0.462,15,1.154,22,1.692,0,1,0.000,-,-,-,-,-
Adams St.,929,2013,"Bobo, Jamison",1325934,Fr.,2011-12,-,12,8,0.667,3,0.250,11,0.917,15,1.250,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Brado, Jordan",1206390,Jr.,2011-12,-,7,0,-,0,-,0,-,2,0.286,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Buescher, Jake",1325944,Fr.,2011-12,-,11,1,0.091,0,-,1,0.091,23,2.091,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Bush, Tyler",1206410,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Candlin, Tom",1325927,Fr.,2011-12,-,8,0,-,0,-,0,-,4,0.500,4,14,0.222,-,-,-,-,-
Adams St.,929,2013,"Chukwuka, Ike",1206411,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Clifford, Johnnie",1325929,Fr.,2011-12,-,3,0,-,0,-,0,-,1,0.333,0,1,0.000,-,-,-,-,-
Adams St.,929,2013,"Coleman, Jarred",1325922,Fr.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
