A&M-Corpus Christi,26172,2007,-,0,-,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2007,-,0,-,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2007,-,0,-,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2007,-,0,-,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2007,"Andersen, Larry",665892,So.,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2007,"Ashkenazy, Andrew",572165,Jr.,2006-07,-,10,4,0.400,2,0.200,6,0.600,18,1.800,32,24,0.571,-,-,-,-,-
Adelphi,3,2007,"Benson, Joe",785341,Fr.,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2007,"Born, Richard",779481,Fr.,2006-07,-,12,0,-,0,-,0,-,18,1.500,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Burton, Marc",779482,Jr.,2006-07,-,13,11,0.846,7,0.538,18,1.385,6,0.462,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Burton, Tyler",779483,Jr.,2006-07,-,10,8,0.800,4,0.400,12,1.200,6,0.600,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Butler, Brandon",779484,Jr.,2006-07,-,10,4,0.400,3,0.300,7,0.700,17,1.700,8,9,0.471,-,-,-,-,-
Adelphi,3,2007,"Campbell, David",665895,So.,2006-07,-,3,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Cerveny, Liam",572185,Sr.,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2007,"Cincotta, Robert",779493,Fr.,2006-07,-,9,0,-,0,-,0,-,11,1.222,2,0,1.000,-,-,-,-,-
Adelphi,3,2007,"Cincotta, Robert",786106,Fr.,2006-07,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Colantuoni, Christian",779485,Fr.,2006-07,-,9,2,0.222,0,-,2,0.222,1,0.111,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Corben, Jesse",572166,Jr.,2006-07,-,12,2,0.167,0,-,2,0.167,49,4.083,128,81,0.612,-,-,-,-,-
Adelphi,3,2007,"Etts, Stephen",783398,Fr.,2006-07,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Fietta, Jason",779486,Jr.,2006-07,-,13,19,1.462,11,0.846,30,2.308,25,1.923,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Gherlone, John",572167,Jr.,2006-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2007,"Giordano, Matt",665897,So.,2006-07,-,11,0,-,0,-,0,-,18,1.636,0,2,0.000,-,-,-,-,-
Adelphi,3,2007,"Gongas, Michael",665898,Sr.,2006-07,-,13,20,1.538,28,2.154,48,3.692,13,1.000,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Greene, Sean",783399,Fr.,2006-07,-,3,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Henry, Chad",779487,Jr.,2006-07,-,4,5,1.250,0,-,5,1.250,9,2.250,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Kelly, Ryan",665900,So.,2006-07,-,12,0,-,0,-,0,-,14,1.167,0,1,0.000,-,-,-,-,-
Adelphi,3,2007,"Kuchta, Ian",779488,Fr.,2006-07,-,10,25,2.500,0,-,25,2.500,11,1.100,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Leggio, Rich",460569,Sr.,2006-07,-,2,0,-,0,-,0,-,1,0.500,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Lucas, Peter",779489,Sr.,2006-07,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Mahaffy, Chris",665901,Sr.,2006-07,-,4,0,-,1,0.250,1,0.250,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Mortimer, Stephen",460574,Sr.,2006-07,-,13,14,1.077,5,0.385,19,1.462,36,2.769,1,1,0.500,-,-,-,-,-
Adelphi,3,2007,"Moss, Don",779490,Jr.,2006-07,-,10,0,-,0,-,0,-,14,1.400,0,0,-,-,-,-,-,-
Adelphi,3,2007,"O'Malley, Brady",572186,Jr.,2006-07,-,13,4,0.308,2,0.154,6,0.462,20,1.538,0,0,-,-,-,-,-,-
Adelphi,3,2007,"O'Sullivan, James",675706,Jr.,2006-07,-,13,0,-,0,-,0,-,18,1.385,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Pescitelli, Dale",572187,Jr.,2006-07,-,13,10,0.769,5,0.385,15,1.154,26,2.000,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Prattico, Luke",665904,So.,2006-07,-,3,0,-,0,-,0,-,1,0.333,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Quinlan, Sean",783400,Fr.,2006-07,-,3,0,-,0,-,0,-,1,0.333,0,0,-,0:12,3,14.575,2,0.400
Adelphi,3,2007,"Rabelje, Paul",783401,Fr.,2006-07,-,2,0,-,0,-,0,-,0,-,0,1,0.000,-,-,-,-,-
Adelphi,3,2007,"Schneiderbauer, Devin",779491,Fr.,2006-07,-,10,0,-,0,-,0,-,13,1.300,0,0,-,8:36,80,9.297,84,0.512
Adelphi,3,2007,"Smith, Drew",665906,Sr.,2006-07,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Smith, Drew",779492,Fr.,2006-07,-,7,0,-,0,-,0,-,8,1.143,0,0,-,4:10,57,13.649,52,0.477
Adelphi,3,2007,"St. Jules, Jonathan",665907,Sr.,2006-07,-,13,0,-,1,0.077,1,0.077,22,1.692,0,0,-,-,-,-,-,-
Adelphi,3,2007,"Stojakovich, David",783402,Fr.,2006-07,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
