year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2011,Adams St.,929,Dominican (CA),30118,02/24/2011,11,12,Away,"",-,75
2011,Adams St.,929,Notre Dame de Namur,30056,02/26/2011,5,21,Away,"",-,105
2011,Adams St.,929,Assumption,36,03/12/2011,7,11,Neutral,"Phoenix, AZ",-,75
2011,Adams St.,929,Grand Canyon,1104,03/14/2011,8,10,Away,"",-,188
2011,Adams St.,929,Colorado Mesa,11416,03/26/2011,7,9,Away,"",-,414
2011,Adams St.,929,Dominican (CA),30118,04/03/2011,6,13,Home,"",-,121
2011,Adams St.,929,Lindenwood (MO),30136,04/08/2011,8,9,Home,"",-,97
2011,Adams St.,929,Grand Canyon,1104,04/10/2011,12,7,Home,"",-,103
2011,Adams St.,929,Notre Dame de Namur,30056,04/15/2011,7,12,Home,"",-,79
2011,Adams St.,929,Colorado Mesa,11416,04/23/2011,5,8,Neutral,"Denver, CO",-,"1,220"
2011,Adams St.,929,Colorado Col.,154,05/03/2011,9,20,Away,"",-,238
2011,Adelphi,3,Dowling,2692,03/09/2011,10,13,Away,"",-,204
2011,Adelphi,3,Notre Dame de Namur,30056,03/13/2011,13,6,Away,"",-,110
2011,Adelphi,3,Dominican (CA),30118,03/14/2011,17,10,Away,"",-,75
2011,Adelphi,3,American Int'l,22,03/19/2011,17,5,Away,"",-,84
2011,Adelphi,3,Colorado Mesa,11416,03/21/2011,16,2,Neutral,"Pleasanton, CA",-,400
2011,Adelphi,3,Bentley,56,03/26/2011,9,6,Away,"",-,165
2011,Adelphi,3,Dominican (NY),8956,03/30/2011,14,6,Home,"",-,213
2011,Adelphi,3,St. Anselm,593,04/02/2011,14,6,Away,"",-,167
2011,Adelphi,3,Merrimack,410,04/09/2011,10,8,Home,"",-,234
2011,Adelphi,3,Assumption,36,04/12/2011,16,6,Home,"",-,61
2011,Adelphi,3,Saint Michael's,613,04/16/2011,7,6,Away,"",2 OT,167
2011,Adelphi,3,Le Moyne,349,04/20/2011,8,9,Home,"",-,612
2011,Adelphi,3,Southern N.H.,468,04/23/2011,12,6,Home,"",-,77
2011,Adelphi,3,Pace,533,04/26/2011,10,8,Home,"",-,112
2011,Adelphi,3,Franklin Pierce,241,04/30/2011,13,3,Away,"",-,0
2011,Adelphi,3,Saint Michael's,613,05/06/2011,8,7,Home,"",-,512
2011,Adelphi,3,Merrimack,410,05/08/2011,13,8,Home,"",-,726
2011,Adelphi,3,Limestone,1174,05/21/2011,14,11,Away,"",-,404
2011,Adelphi,3,Mercyhurst,408,05/29/2011,8,9,Neutral,"Baltimore, MD",-,0
2011,Adrian,4,Catholic,124,03/01/2011,10,7,Away,"",-,100
2011,Adrian,4,St. John Fisher,601,03/05/2011,6,15,Neutral,"Warrenton, VA",-,100
2011,Adrian,4,Mt. St. Joseph,8567,03/06/2011,15,10,Away,"",-,155
2011,Adrian,4,Fontbonne,11538,03/12/2011,12,6,Home,"",-,90
2011,Adrian,4,Saint Vincent,30064,03/19/2011,19,10,Home,"",-,175
2011,Adrian,4,Wittenberg,806,03/26/2011,9,16,Home,"",-,173
2011,Adrian,4,Albion,15,03/30/2011,21,4,Away,"",-,105
2011,Adrian,4,Wooster,807,04/02/2011,15,3,Home,"",-,215
2011,Adrian,4,Kenyon,335,04/09/2011,10,8,Home,"",-,145
2011,Adrian,4,Milwaukee Engr.,20220,04/10/2011,24,2,Home,"",-,130
2011,Adrian,4,Otterbein,531,04/13/2011,19,9,Away,"",-,98
2011,Adrian,4,Aurora,42,04/16/2011,13,9,Away,"",-,188
2011,Adrian,4,Concordia (WI),1036,04/17/2011,14,6,Away,"",-,55
2011,Adrian,4,Trine,30037,04/20/2011,19,4,Home,"",-,208
2011,Adrian,4,Carthage,121,04/29/2011,9,8,Home,"",-,276
2011,Adrian,4,Carthage,121,05/07/2011,19,6,Home,"",-,375
2011,Adrian,4,Mt. St. Joseph,8567,05/08/2011,19,10,Home,"",-,349
2011,Adrian,4,Wittenberg,806,05/11/2011,7,8,Away,"",1 OT,654
2011,Air Force,721,Siena,639,02/20/2011,6,11,Neutral,"Syracuse, NY",-,290
2011,Air Force,721,Vermont,738,02/25/2011,6,9,Home,"",-,83
2011,Air Force,721,Manhattan,381,03/05/2011,16,10,Neutral,"Denver, CO",-,"1,072"
2011,Air Force,721,Jacksonville,316,03/06/2011,7,10,Neutral,"Denver, CO",-,"1,084"
2011,Air Force,721,Fairfield,220,03/11/2011,4,6,Away,"",-,675
2011,Air Force,721,Hofstra,283,03/13/2011,6,11,Away,"",-,"1,619"
2011,Air Force,721,Loyola Maryland,369,03/19/2011,8,6,Home,"",-,217
2011,Air Force,721,Denver,183,03/26/2011,7,14,Away,"",-,"2,100"
2011,Air Force,721,Mercer,406,04/02/2011,14,5,Away,"",-,445
2011,Air Force,721,Bellarmine,52,04/09/2011,12,7,Away,"",-,314
2011,Air Force,721,Ohio St.,518,04/17/2011,4,8,Home,"",-,402
2011,Air Force,721,Presbyterian,1320,04/23/2011,18,9,Home,"",-,213
2011,Air Force,721,Hobart,282,04/30/2011,9,6,Home,"",-,174
2011,Albany (NY),14,Drexel,191,02/26/2011,7,14,Away,"",-,561
2011,Albany (NY),14,Delaware,180,03/05/2011,11,9,Home,"",-,882
2011,Albany (NY),14,Massachusetts,400,03/08/2011,9,8,Home,"",-,376
2011,Albany (NY),14,Ohio St.,518,03/12/2011,11,9,Home,"",-,942
2011,Albany (NY),14,Syracuse,688,03/15/2011,13,18,Away,"",-,"3,112"
2011,Albany (NY),14,Marist,386,03/22/2011,7,12,Home,"",-,716
2011,Albany (NY),14,Bucknell,83,03/26/2011,9,11,Away,"",-,335
2011,Albany (NY),14,Hartford,272,03/30/2011,8,9,Home,"",-,778
2011,Albany (NY),14,Harvard,275,04/02/2011,12,11,Home,"",-,921
2011,Albany (NY),14,Johns Hopkins,322,04/08/2011,6,11,Away,"",-,525
2011,Albany (NY),14,Vermont,738,04/10/2011,6,11,Away,"",-,416
2011,Albany (NY),14,UMBC,391,04/16/2011,9,13,Home,"",-,463
2011,Albany (NY),14,Stony Brook,683,04/23/2011,11,23,Away,"",-,"1,514"
2011,Albany (NY),14,Siena,639,04/26/2011,12,10,Away,"",-,"1,281"
2011,Albany (NY),14,Binghamton,62,04/30/2011,7,8,Away,"",-,468
2011,Albion,15,La Roche,1163,02/19/2011,9,10,Neutral,"Pontiac, MI",1 OT,122
2011,Albion,15,Thiel,707,02/27/2011,21,2,Neutral,"Pontiac, MI",-,80
2011,Albion,15,Greensboro,263,03/07/2011,12,20,Away,"",-,100
2011,Albion,15,Ferrum,225,03/10/2011,6,12,Away,"",-,30
2011,Albion,15,Randolph,566,03/12/2011,7,11,Away,"",-,208
2011,Albion,15,Mt. St. Joseph,8567,03/19/2011,8,14,Home,"",-,105
2011,Albion,15,Concordia (WI),1036,03/26/2011,6,10,Home,"",-,75
2011,Albion,15,Adrian,4,03/30/2011,4,21,Home,"",-,105
2011,Albion,15,Milwaukee Engr.,20220,04/02/2011,12,3,Away,"",-,55
2011,Albion,15,Fontbonne,11538,04/09/2011,8,12,Away,"",-,175
2011,Albion,15,Trine,30037,04/13/2011,3,16,Away,"",-,87
2011,Albion,15,Otterbein,531,04/16/2011,6,20,Home,"",-,78
2011,Albion,15,Oberlin,515,04/20/2011,5,14,Home,"",-,60
2011,Albion,15,Carthage,121,04/23/2011,4,18,Away,"",-,125
2011,Albion,15,Aurora,42,04/30/2011,7,15,Home,"",-,119
2011,Alfred,18,Shenandoah,637,02/26/2011,17,6,Away,"",-,187
2011,Alfred,18,Brockport,78,03/05/2011,14,11,Home,"",-,75
2011,Alfred,18,Misericordia,16142,03/09/2011,19,13,Home,"",-,39
2011,Alfred,18,SUNY Potsdam,552,03/12/2011,9,8,Neutral,"Myrtle Beach, SC",-,43
2011,Alfred,18,Morrisville St.,30067,03/16/2011,11,9,Home,"",-,94
2011,Alfred,18,Medaille,23725,03/19/2011,21,6,Home,"",-,190
2011,Alfred,18,Thiel,707,03/26/2011,21,3,Away,"",-,51
2011,Alfred,18,Nazareth,461,03/30/2011,9,13,Home,"",-,243
2011,Alfred,18,Stevens,679,04/02/2011,6,24,Home,"",-,254
2011,Alfred,18,Elmira,213,04/09/2011,13,10,Home,"",-,200
2011,Alfred,18,Cazenovia,23624,04/12/2011,22,8,Home,"",-,75
2011,Alfred,18,Utica,733,04/16/2011,12,9,Away,"",-,157
2011,Alfred,18,Rochester Inst.,580,04/20/2011,6,18,Home,"",-,128
2011,Alfred,18,St. John Fisher,601,04/23/2011,7,16,Away,"",-,250
2011,Alfred,18,Ithaca,313,04/27/2011,1,18,Away,"",-,0
2011,Alfred,18,Hartwick,273,04/30/2011,8,9,Away,"",-,275
2011,Alvernia,938,Penn St.-Abington,30114,03/01/2011,6,2,Home,"",-,85
2011,Alvernia,938,Hilbert,8398,03/06/2011,8,14,Home,"",-,55
2011,Alvernia,938,Bethany (WV),59,03/12/2011,9,0,Home,"",-,134
2011,Alvernia,938,Mt. St. Vincent,451,03/16/2011,2,8,Away,"",-,75
2011,Alvernia,938,Lebanon Valley,351,03/23/2011,3,10,Home,"",-,57
2011,Alvernia,938,King's (PA),336,03/26/2011,0,12,Home,"",-,118
2011,Alvernia,938,Centenary (NJ),12884,03/28/2011,4,14,Away,"",-,76
2011,Alvernia,938,Messiah,411,03/30/2011,3,17,Away,"",-,45
2011,Alvernia,938,Lycoming,373,04/02/2011,2,8,Away,"",-,176
2011,Alvernia,938,Elizabethtown,211,04/06/2011,2,13,Home,"",-,113
2011,Alvernia,938,Misericordia,16142,04/09/2011,3,14,Away,"",-,150
2011,Alvernia,938,DeSales,20,04/13/2011,6,9,Home,"",-,21
2011,Alvernia,938,Manhattanville,382,04/16/2011,1,9,Home,"",-,20
2011,Alvernia,938,FDU-Florham,221,04/21/2011,1,10,Away,"",-,97
2011,Alvernia,938,Eastern,8968,04/26/2011,1,20,Away,"",-,175
2011,Alvernia,938,Widener,783,04/30/2011,4,24,Home,"",-,86
2011,American Intl,22,C.W. Post,362,02/27/2011,2,18,Away,"",-,214
2011,American Intl,22,Chestnut Hill,21323,03/08/2011,8,11,Away,"",-,129
2011,American Intl,22,Mercy,407,03/11/2011,7,10,Away,"",-,138
2011,American Intl,22,Adelphi,3,03/19/2011,5,17,Home,"",-,84
2011,American Intl,22,Dominican (NY),8956,03/23/2011,6,14,Home,"",-,123
2011,American Intl,22,Franklin Pierce,241,03/30/2011,8,10,Home,"",-,242
2011,American Intl,22,Saint Michael's,613,04/02/2011,5,16,Away,"",-,162
2011,American Intl,22,Le Moyne,349,04/05/2011,2,22,Away,"",-,122
2011,American Intl,22,Southern N.H.,468,04/09/2011,11,8,Home,"",-,287
2011,American Intl,22,Pace,533,04/13/2011,7,11,Home,"",-,20
2011,American Intl,22,Bentley,56,04/16/2011,7,15,Away,"",-,234
2011,American Intl,22,Assumption,36,04/20/2011,9,16,Away,"",-,127
2011,American Intl,22,Merrimack,410,04/22/2011,8,22,Home,"",-,112
2011,American Intl,22,St. Anselm,593,04/30/2011,11,16,Away,"",-,144
2011,Amherst,24,Tufts,717,03/12/2011,9,13,Away,"",-,500
2011,Amherst,24,Endicott,8981,03/15/2011,11,10,Away,"",-,375
2011,Amherst,24,Roger Williams,583,03/17/2011,13,11,Neutral,"Providence, RI",-,55
2011,Amherst,24,Connecticut Col.,163,03/19/2011,10,3,Home,"",-,250
2011,Amherst,24,Eastern Conn. St.,200,03/22/2011,12,7,Home,"",-,100
2011,Amherst,24,Bowdoin,69,03/26/2011,13,10,Away,"",-,146
2011,Amherst,24,Wheaton (MA),779,03/29/2011,17,9,Away,"",-,130
2011,Amherst,24,Bates,50,04/02/2011,15,8,Home,"",-,250
2011,Amherst,24,Middlebury,420,04/06/2011,9,7,Home,"",-,550
2011,Amherst,24,Williams,789,04/09/2011,11,8,Away,"",-,239
2011,Amherst,24,Springfield,673,04/13/2011,7,6,Home,"",-,250
2011,Amherst,24,Colby,151,04/16/2011,7,6,Away,"",1 OT,300
2011,Amherst,24,Wesleyan (CT),764,04/23/2011,4,2,Home,"",-,250
2011,Amherst,24,Trinity (CT),713,04/29/2011,8,6,Home,"",-,550
2011,Amherst,24,Bowdoin,69,05/01/2011,9,14,Home,"",-,550
2011,Amherst,24,Keene St.,330,05/11/2011,12,8,Home,"",-,650
2011,Amherst,24,Middlebury,420,05/14/2011,12,9,Home,"",-,250
2011,Amherst,24,Rochester Inst.,580,05/18/2011,10,15,Away,"",-,0
2011,Anna Maria,26,Western New Eng.,775,02/26/2011,1,21,Away,"",-,65
2011,Anna Maria,26,Endicott,8981,03/05/2011,2,22,Away,"",-,200
2011,Anna Maria,26,Norwich,511,03/09/2011,4,7,Home,"",-,43
2011,Anna Maria,26,Becker,26107,03/11/2011,15,13,Away,"",-,43
2011,Anna Maria,26,Mitchell,30042,03/15/2011,2,3,Away,"",-,67
2011,Anna Maria,26,Wheelock,8896,03/18/2011,18,1,Home,"",-,68
2011,Anna Maria,26,Emerson,214,03/22/2011,17,6,Away,"",-,16
2011,Anna Maria,26,Nichols,484,03/24/2011,9,7,Home,"",-,92
2011,Anna Maria,26,Salve Regina,623,03/26/2011,5,16,Home,"",-,100
2011,Anna Maria,26,Roger Williams,583,03/29/2011,3,19,Away,"",-,40
2011,Anna Maria,26,Gordon,1099,03/31/2011,9,13,Home,"",-,47
2011,Anna Maria,26,New England Col.,467,04/06/2011,6,18,Away,"",-,40
2011,Anna Maria,26,U New England,1255,04/09/2011,2,10,Home,"",-,63
2011,Anna Maria,26,Clark (MA),145,04/13/2011,5,8,Away,"",-,100
2011,Anna Maria,26,Regis (MA),569,04/16/2011,12,7,Away,"",-,23
2011,Anna Maria,26,Curry,170,04/19/2011,7,10,Home,"",-,55
2011,Anna Maria,26,Wentworth Inst.,762,04/21/2011,8,12,Home,"",-,52
2011,Army,725,Massachusetts,400,02/12/2011,5,8,Away,"",-,"1,308"
2011,Army,725,VMI,741,02/19/2011,12,6,Away,"",-,707
2011,Army,725,Syracuse,688,02/27/2011,9,11,Away,"",-,"4,443"
2011,Army,725,Cornell,167,03/05/2011,11,9,Home,"",-,"1,560"
2011,Army,725,Bryant,81,03/11/2011,12,7,Away,"",-,192
2011,Army,725,Wagner,748,03/13/2011,14,1,Home,"",-,712
2011,Army,725,Rutgers,587,03/19/2011,12,4,Away,"",-,977
2011,Army,725,Lehigh,352,03/22/2011,12,9,Home,"",-,498
2011,Army,725,Lafayette,342,03/26/2011,7,6,Home,"",-,"1,171"
2011,Army,725,Colgate,153,04/02/2011,11,13,Away,"",-,609
2011,Army,725,Bucknell,83,04/09/2011,7,8,Home,"",-,"2,759"
2011,Army,725,Navy,726,04/16/2011,14,9,Away,"",-,"8,059"
2011,Army,725,Holy Cross,285,04/23/2011,10,7,Away,"",-,376
2011,Army,725,Colgate,153,04/29/2011,6,7,Neutral,"Lewisburg, PA",-,67
2011,Army,725,Johns Hopkins,322,05/06/2011,10,15,Home,"",-,"5,653"
2011,Assumption,36,Clark (MA),145,03/05/2011,12,6,Home,"",-,215
2011,Assumption,36,Grand Canyon,1104,03/10/2011,16,5,Away,"",-,142
2011,Assumption,36,Adams St.,929,03/12/2011,11,7,Neutral,"Phoenix, AZ",-,75
2011,Assumption,36,Dominican (NY),8956,03/16/2011,9,8,Home,"",-,203
2011,Assumption,36,Pace,533,03/19/2011,13,1,Home,"",-,212
2011,Assumption,36,Molloy,437,03/22/2011,6,8,Away,"",-,175
2011,Assumption,36,Merrimack,410,03/26/2011,5,8,Away,"",-,162
2011,Assumption,36,Bentley,56,03/30/2011,4,8,Home,"",-,183
