A&M-Corpus Christi,26172,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Anderson, Brian",1206409,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Barney, Matt",1206387,Fr.,2010-11,-,11,3,0.273,4,0.364,7,0.636,16,1.455,0,1,0.000,-,-,-,-,-
Adams St.,929,2011,"Bertrand, Brian",1206392,Fr.,2010-11,-,9,0,-,1,0.111,1,0.111,5,0.556,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Bertrand, Kevin",1206395,So.,2010-11,-,11,18,1.636,9,0.818,27,2.455,29,2.636,6,6,0.500,-,-,-,-,-
Adams St.,929,2011,"Brado, Jordan",1206390,So.,2010-11,-,10,0,-,0,-,0,-,11,1.100,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Bush, Tyler",1206410,Fr.,2010-11,-,1,0,-,0,-,0,-,0,-,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Chukwuka, Ike",1206411,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Cook, Kory",1206401,Fr.,2010-11,-,10,0,-,0,-,0,-,6,0.600,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Cunningham, Chris",1206398,Fr.,2010-11,-,8,9,1.125,4,0.500,13,1.625,17,2.125,5,10,0.333,-,-,-,-,-
Adams St.,929,2011,"Damico, Anthony",1206402,Fr.,2010-11,-,11,4,0.364,4,0.364,8,0.727,22,2.000,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Fernando, Ronnie",1206413,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Hernandez, Adrian",1206408,Fr.,2010-11,-,10,0,-,0,-,0,-,14,1.400,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Hunter, Dakota",1206406,Fr.,2010-11,-,9,0,-,0,-,0,-,23,2.556,0,0,-,9:00,111,12.333,81,0.422
Adams St.,929,2011,"Kingston, Adam",1206393,Fr.,2010-11,-,11,3,0.273,0,-,3,0.273,26,2.364,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Martin, Kyle",1206389,Fr.,2010-11,-,11,0,-,0,-,0,-,10,0.909,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Miller, Chanson",1206391,Fr.,2010-11,-,11,9,0.818,4,0.364,13,1.182,37,3.364,2,0,1.000,-,-,-,-,-
Adams St.,929,2011,"Neal, Johnny",1206396,Fr.,2010-11,-,9,5,0.556,0,-,5,0.556,26,2.889,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Piper, Mac",1206388,Fr.,2010-11,-,11,10,0.909,4,0.364,14,1.273,11,1.000,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Post, Rob",1206412,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Ruffin, Chris",1206394,Fr.,2010-11,-,6,0,-,0,-,0,-,4,0.667,0,1,0.000,1:59,21,10.544,9,0.300
Adams St.,929,2011,"Santamaria, Peter",1206399,Fr.,2010-11,-,10,7,0.700,4,0.400,11,1.100,18,1.800,1,8,0.111,-,-,-,-,-
Adams St.,929,2011,"Santamaria, Michael",1206404,Fr.,2010-11,-,11,8,0.727,1,0.091,9,0.818,22,2.000,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Scally, Kenny",1206407,Jr.,2010-11,-,5,0,-,0,-,0,-,1,0.200,0,0,-,-,-,-,-,-
Adams St.,929,2011,"Skattum, Jason",1206405,Fr.,2010-11,-,10,0,-,0,-,0,-,2,0.200,0,0,-,-,-,-,-,-
