rk,team,div,str,ofs,dfs,sos
1,Maryland,D1,3.242,1.769,0.546,1.254
2,North Carolina,D1,3.085,1.784,0.578,1.321
3,Duke,D1,2.766,1.586,0.574,1.228
4,Stony Brook,D1,2.695,1.319,0.490,1.159
5,Florida,D1,2.619,1.741,0.665,1.146
6,Albany (NY),D1,2.581,1.436,0.557,1.037
7,Syracuse,D1,2.385,1.744,0.731,1.342
8,Boston College,D1,2.348,1.706,0.727,1.199
9,Penn St.,D1,2.230,1.553,0.696,1.192
10,Virginia,D1,2.229,1.655,0.743,1.315
11,Massachusetts,D1,2.119,1.183,0.558,0.975
12,Northwestern,D1,2.060,1.465,0.711,1.319
13,Loyola Maryland,D1,2.057,1.373,0.667,1.140
14,Cornell,D1,2.043,1.538,0.753,1.137
15,James Madison,D1,2.039,1.576,0.773,1.193
16,Penn,D1,2.030,1.208,0.595,1.136
17,Louisville,D1,2.015,1.466,0.728,1.162
18,Johns Hopkins,D1,2.010,1.263,0.628,1.081
19,Notre Dame,D1,2.006,1.321,0.658,1.221
20,Stanford,D1,1.977,1.652,0.835,1.090
21,Delaware,D1,1.830,1.179,0.644,1.064
22,Navy,D1,1.785,1.237,0.693,1.016
23,Princeton,D1,1.775,1.364,0.768,1.196
24,Southern California,D1,1.756,1.262,0.719,1.042
25,Ohio St.,D1,1.755,1.434,0.817,1.100
26,UConn,D1,1.722,1.286,0.747,1.106
27,Adelphi,D2,1.629,1.097,0.674,0.769
28,Lock Haven,D2,1.563,1.006,0.643,0.822
29,Jacksonville,D1,1.522,1.235,0.811,0.891
30,Towson,D1,1.522,1.151,0.756,1.158
31,Hofstra,D1,1.514,1.145,0.756,1.165
32,Harvard,D1,1.494,1.170,0.783,1.117
33,Denver,D1,1.384,1.117,0.807,1.061
34,Colgate,D1,1.363,1.139,0.836,1.004
35,Le Moyne,D2,1.338,1.110,0.830,0.810
36,Winthrop,D1,1.335,1.154,0.865,0.819
