929,Adams St.,02/22/2013,Pace,/team/index/11380?org_id=533,L 10 - 11,/game/index/1759392?org_id=533
929,Adams St.,03/06/2013,Trine,/team/index/11380?org_id=30037,W 17 - 5,/game/index/1860634?org_id=30037
929,Adams St.,03/11/2013,@  Saint Leo,/team/index/11380?org_id=608,-,
929,Adams St.,03/13/2013,@  Fla. Southern,/team/index/11380?org_id=233,-,
929,Adams St.,03/16/2013,@  Rollins,/team/index/11380?org_id=584,-,
929,Adams St.,03/30/2013,Colorado Mesa,/team/index/11380?org_id=11416,-,
929,Adams St.,04/05/2013,Dominican (CA),/team/index/11380?org_id=30118,-,
929,Adams St.,04/07/2013,Notre Dame de Namur,/team/index/11380?org_id=30056,-,
929,Adams St.,04/12/2013,@  Dominican (CA),/team/index/11380?org_id=30118,-,
929,Adams St.,04/14/2013,@  Notre Dame de Namur,/team/index/11380?org_id=30056,-,
929,Adams St.,04/18/2013,Tampa,/team/index/11380?org_id=689,-,
929,Adams St.,04/27/2013,@  Colorado Mesa,/team/index/11380?org_id=11416,-,
3,Adelphi,03/01/2013,LIU Post,/team/index/11380?org_id=362,W 8 - 7,/game/index/1802093?org_id=362
3,Adelphi,03/02/2013,LIU Post,/team/index/11380?org_id=362,W 8 - 7,/game/index/1880893?org_id=362
3,Adelphi,03/09/2013,NYIT,/team/index/11380?org_id=477,W 11 - 9,/game/index/1880898?org_id=477
3,Adelphi,03/16/2013,@  St. Anselm,/team/index/11380?org_id=593,-,
3,Adelphi,03/23/2013,@  Franklin Pierce,/team/index/11380?org_id=241,-,
3,Adelphi,03/26/2013,Pace,/team/index/11380?org_id=533,-,
3,Adelphi,03/30/2013,Southern N.H.,/team/index/11380?org_id=468,-,
3,Adelphi,04/03/2013,@  Saint Rose,/team/index/11380?org_id=1347,-,
3,Adelphi,04/06/2013,Le Moyne,/team/index/11380?org_id=349,-,
3,Adelphi,04/09/2013,Assumption,/team/index/11380?org_id=36,-,
3,Adelphi,04/13/2013,@  Saint Michael's,/team/index/11380?org_id=613,-,
3,Adelphi,04/17/2013,@  American Int'l,/team/index/11380?org_id=22,-,
3,Adelphi,04/20/2013,Merrimack,/team/index/11380?org_id=410,-,
3,Adelphi,04/27/2013,@  Bentley,/team/index/11380?org_id=56,-,
4,Adrian,02/23/2013,"Kean @ Olivet, Mich.",/team/index/11380?org_id=329,W 6 - 5,/game/index/1725432?org_id=329
4,Adrian,03/02/2013,"Aurora @ Ann Arbor, Mich.",/team/index/11380?org_id=42,W 13 - 10,/game/index/1811252?org_id=42
4,Adrian,03/06/2013,@ St. Lawrence,/team/index/11380?org_id=607,L 7 - 10,/game/index/1878552?org_id=607
4,Adrian,03/09/2013,Oswego St. @ Le Moyne,/team/index/11380?org_id=530,L 8 - 10,/game/index/1880616?org_id=530
4,Adrian,03/13/2013,@  Oberlin,/team/index/11380?org_id=515,-,
4,Adrian,03/19/2013,"Clarkson @Buffalo, NY",/team/index/11380?org_id=146,-,
4,Adrian,03/23/2013,Brockport,/team/index/11380?org_id=78,-,
4,Adrian,03/27/2013,Carthage,/team/index/11380?org_id=121,-,
4,Adrian,03/30/2013,@  Otterbein,/team/index/11380?org_id=531,-,
4,Adrian,04/06/2013,@  Calvin,/team/index/11380?org_id=114,-,
