year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11380	3	4	Adrian	17	1321460	Kilcoyne, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1321460	Jr	18	17	18	17	55	27	82	117	0.470	80	0.684	1	5	 	35	28	6	 	""	""	8	390	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	22	1199979	Thielman, Tom	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1199979	Jr	18	0	18	 	29	8	37	119	0.244	68	0.571	2	4	 	15	42	2	 	""	""	3	180	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	33	1199956	Aldini, Lido	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1199956	Jr	18	18	18	18	 	1	""	1	""	 	""	 	 	 	41	8	16	 	""	""	6	240	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	2	1087488	Hamilton, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1087488	Sr	18	15	18	15	 	 	""	 	""	 	""	 	 	 	19	6	18	1	""	""	16	720	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	8	1321456	Rosetter, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1321456	So	17	6	17	6	1	1	2	5	0.200	2	0.400	1	 	 	33	4	11	26	96	0.271	7	330	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	3	1087478	Hudzinski, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1087478	Sr	17	17	17	17	31	9	40	96	0.323	60	0.625	3	1	 	24	20	8	 	""	""	2	90	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	35	1087486	MacDonald, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1087486	Sr	17	15	17	15	1	 	""	1	1.000	1	1.000	 	 	 	44	 	17	 	""	""	3	150	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	20	1199958	Dailey-Chwalibog, Drake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1199958	Jr	17	0	17	 	20	10	30	67	0.299	40	0.597	2	 	 	8	24	2	 	""	""	3	120	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	14	1199959	Frontczak, Nicholas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1199959	Jr	17	17	17	17	2	2	4	5	0.400	5	1.000	 	 	 	30	10	11	 	""	""	10	480	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	11	1199961	Lerg, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1199961	Jr	17	17	17	17	 	 	""	 	""	 	""	 	 	 	24	5	2	 	""	""	 	 	17	17	948:00	153	9.684	151	0.497	 	 
2013	11380	3	4	Adrian	37	1321464	Burgin, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1321464	So	17	16	17	16	27	23	50	47	0.574	38	0.809	4	5	 	25	25	11	 	""	""	4	210	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	23	1087482	Ulfig, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1087482	Sr	16	4	16	4	3	3	6	8	0.375	6	0.750	 	 	 	26	8	6	 	""	""	3	150	 	 	 	""	""	 	""	 	 
2013	11380	3	4	Adrian	6	1321455	Smith, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11380&stats_player_seq=1321455	So	16	0	16	 	6	7	13	28	0.214	13	0.464	 	 	 	10	21	1	 	""	""	3	120	 	 	 	""	""	 	""	 	 
