year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2011	10500	1	721	Air Force	33	1194916.0	Bayne Ward, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194916.0	Fr	0	0
2011	10500	1	721	Air Force	41	880038.0	Beath, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880038.0	Sr	4	0
2011	10500	1	721	Air Force	40	1095930.0	Boyle, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1095930.0	Jr	1	0
2011	10500	1	721	Air Force	1	880030.0	Carroll, Zack	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880030.0	Sr	13	11
2011	10500	1	721	Air Force	4	1194898.0	Cassady, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194898.0	Fr	13	12
2011	10500	1	721	Air Force	18	880034.0	Costa, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880034.0	Sr	5	0
2011	10500	1	721	Air Force	12	1194904.0	Crampton, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194904.0	Fr	13	13
2011	10500	1	721	Air Force	23	1194909.0	Curran, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194909.0	Fr	8	0
2011	10500	1	721	Air Force	37	986058.0	DeBonis, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=986058.0	Jr	13	0
2011	10500	1	721	Air Force	34	1194917.0	Dolan, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194917.0	Fr	3	0
2011	10500	1	721	Air Force	21	880035.0	Duenes, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880035.0	Sr	4	0
2011	10500	1	721	Air Force	3	1085436.0	Fox, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1085436.0	So	5	0
2011	10500	1	721	Air Force	20	986051.0	Gilbreath, Dayton	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=986051.0	Jr	13	13
2011	10500	1	721	Air Force	5	880031.0	Gilbreath, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880031.0	Sr	8	1
2011	10500	1	721	Air Force	28	1194913.0	Hachtel, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194913.0	Fr	0	0
2011	10500	1	721	Air Force	6	1194899.0	Hanley, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194899.0	Fr	13	0
2011	10500	1	721	Air Force	11	1194903.0	Harris, Tom	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194903.0	Fr	10	1
2011	10500	1	721	Air Force	51	1194925.0	Harrison, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194925.0	So	8	0
2011	10500	1	721	Air Force	13	1194905.0	Hawley, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194905.0	Fr	1	0
2011	10500	1	721	Air Force	19	1194908.0	Hewitson, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194908.0	Fr	10	0
2011	10500	1	721	Air Force	47	1085452.0	Hogan, Conor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1085452.0	So	1	0
2011	10500	1	721	Air Force	38	1194920.0	Huynh, Khoa	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194920.0	Fr	0	0
2011	10500	1	721	Air Force	48	880041.0	Johnson, Woody	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=880041.0	Sr	6	0
2011	10500	1	721	Air Force	45	1194922.0	Kauth, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194922.0	So	8	0
2011	10500	1	721	Air Force	31	1194915.0	Krzyminski, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194915.0	Jr	1	0
2011	10500	1	721	Air Force	35	1194918.0	Lawson, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194918.0	Fr	2	0
2011	10500	1	721	Air Force	7	1194900.0	Leary, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194900.0	Fr	12	0
2011	10500	1	721	Air Force	46	1194923.0	Lenke, Erik	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194923.0	Fr	0	0
2011	10500	1	721	Air Force	9	1194901.0	Martin, Franklin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10500&stats_player_seq=1194901.0	Fr	6	0
