year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2015	12121	929	Adams St.	03/06/2015	Colorado Mesa	11416	Colorado Mesa	http://stats.ncaa.org/team/index/12121?org_id=11416	false		true	L 13 - 20	false	13 - 20	13	20	false		3826175	http://stats.ncaa.org/game/index/3826175?org_id=929
2015	12121	929	Adams St.	03/11/2015	@ Colorado St.-Pueblo	2720	Colorado St.-Pueblo	http://stats.ncaa.org/team/index/12121?org_id=2720	false		false	W 19 - 8	true	19 - 8	19	8	false		3813976	http://stats.ncaa.org/game/index/3813976?org_id=2720
2015	12121	929	Adams St.	03/15/2015	Rockhurst	1328	Rockhurst	http://stats.ncaa.org/team/index/12121?org_id=1328	false		true	L 11 - 13	false	11 - 13	11	13	false		3816738	http://stats.ncaa.org/game/index/3816738?org_id=929
2015	12121	929	Adams St.	03/17/2015	Vassar @ Colorado Springs, CO	737	Vassar	http://stats.ncaa.org/team/index/12121?org_id=737	true	Colorado Springs, CO	true	L 12 - 14	false	12 - 14	12	14	false		3821163	http://stats.ncaa.org/game/index/3821163?org_id=929
2015	12121	929	Adams St.	03/21/2015	@ Rollins	584	Rollins	http://stats.ncaa.org/team/index/12121?org_id=584	false		false	L 9 - 14	false	9 - 14	9	14	false		3822848	http://stats.ncaa.org/game/index/3822848?org_id=929
2015	12121	929	Adams St.	03/22/2015	@ Fla. Southern	233	Fla. Southern	http://stats.ncaa.org/team/index/12121?org_id=233	false		false	L 15 - 21	false	15 - 21	15	21	false		3824412	http://stats.ncaa.org/game/index/3824412?org_id=233
2015	12121	929	Adams St.	03/24/2015	@ Saint Leo	608	Saint Leo	http://stats.ncaa.org/team/index/12121?org_id=608	false		false	L 6 - 16	false	6 - 16	6	16	false		3826800	http://stats.ncaa.org/game/index/3826800?org_id=608
2015	12121	929	Adams St.	03/26/2015	@ Tampa	689	Tampa	http://stats.ncaa.org/team/index/12121?org_id=689	false		false	L 3 - 15	false	3 - 15	3	15	false		3842061	http://stats.ncaa.org/game/index/3842061?org_id=689
2015	12121	929	Adams St.	04/04/2015	Colorado Col.	154	Colorado Col.	http://stats.ncaa.org/team/index/12121?org_id=154	false		true	L 12 - 22	false	12 - 22	12	22	false		3839673	http://stats.ncaa.org/game/index/3839673?org_id=929
2015	12121	929	Adams St.	04/07/2015	@ Lindenwood (MO)	30136	Lindenwood (MO)	http://stats.ncaa.org/team/index/12121?org_id=30136	false		false	L 7 - 17	false	7 - 17	7	17	false		3841852	http://stats.ncaa.org/game/index/3841852?org_id=30136
