year,round_id,seed,division_id,team_id,team_name,bracket,p
2015,1,1,1,392,Maryland,"{1,1,1,1,1,1}",1.0
2015,1,,1,400,Massachusetts,"{2,2,1,1,1,1}",1.0
2015,1,,1,316,Jacksonville,"{3,2,1,1,1,1}",1.0
2015,1,,1,513,Notre Dame,"{4,3,2,1,1,1}",1.0
2015,1,,1,518,Ohio St.,"{5,3,2,1,1,1}",1.0
2015,1,,1,367,Louisville,"{6,4,2,1,1,1}",1.0
2015,1,8,1,509,Northwestern,"{7,4,2,1,1,1}",1.0
2015,1,5,1,67,Boston College,"{8,5,3,2,1,1}",1.0
2015,1,,1,369,Loyola Maryland,"{9,6,3,2,1,1}",1.0
2015,1,,1,81,Bryant,"{10,6,3,2,1,1}",1.0
2015,1,,1,540,Penn,"{11,7,4,2,1,1}",1.0
2015,1,,1,14,Albany (NY),"{12,7,4,2,1,1}",1.0
2015,1,4,1,688,Syracuse,"{13,8,4,2,1,1}",1.0
2015,1,3,1,193,Duke,"{14,9,5,3,2,1}",1.0
2015,1,,1,317,James Madison,"{15,10,5,3,2,1}",1.0
2015,1,,1,657,Southern California,"{16,10,5,3,2,1}",1.0
2015,1,,1,554,Princeton,"{17,11,6,3,2,1}",1.0
2015,1,,1,220,Fairfield,"{18,11,6,3,2,1}",1.0
2015,1,6,1,683,Stony Brook,"{19,12,6,3,2,1}",1.0
2015,1,7,1,746,Virginia,"{20,13,7,4,2,1}",1.0
2015,1,,1,792,Winthrop,"{21,13,7,4,2,1}",1.0
2015,1,,1,539,Penn St.,"{22,14,7,4,2,1}",1.0
2015,1,,1,322,Johns Hopkins,"{23,14,7,4,2,1}",1.0
2015,1,,1,674,Stanford,"{24,15,8,4,2,1}",1.0
2015,1,,1,235,Florida,"{25,16,8,4,2,1}",1.0
2015,1,2,1,457,North Carolina,"{26,16,8,4,2,1}",1.0
