year,round_id,seed,division_id,team_id,team_name,bracket,p
2015,1,1,1,513,Notre Dame,"{1,1,1,1,1,1}",1.0
2015,1,,1,711,Towson,"{2,2,1,1,1,1}",1.0
2015,1,8,1,167,Cornell,"{4,3,2,1,1,1}",1.0
2015,1,,1,14,Albany (NY),"{5,4,2,1,1,1}",1.0
2015,1,5,1,193,Duke,"{6,5,3,2,1,1}",1.0
2015,1,,1,518,Ohio St.,"{7,6,3,2,1,1}",1.0
2015,1,,1,80,Brown,"{8,7,4,2,1,1}",1.0
2015,1,4,1,183,Denver,"{9,8,4,2,1,1}",1.0
2015,1,3,1,457,North Carolina,"{10,9,5,3,2,1}",1.0
2015,1,,1,153,Colgate,"{11,10,5,3,2,1}",1.0
2015,1,,1,813,Yale,"{12,11,6,3,2,1}",1.0
2015,1,6,1,392,Maryland,"{13,12,6,3,2,1}",1.0
2015,1,,1,322,Johns Hopkins,"{14,13,7,4,2,1}",1.0
2015,1,7,1,746,Virginia,"{15,14,7,4,2,1}",1.0
2015,1,,1,386,Marist,"{16,15,8,4,2,1}",1.0
2015,1,2,1,688,Syracuse,"{18,16,8,4,2,1}",1.0
