year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,1,392,Maryland,"{1,1,1,1,1,1}",1.0
2017,1,,1,81,Bryant,"{2,2,1,1,1,1}",1.0
2017,1,,1,439,Monmouth,"{3,2,1,1,1,1}",1.0
2017,1,8,1,14,Albany (NY),"{4,3,2,1,1,1}",1.0
2017,1,,1,457,North Carolina,"{5,4,2,1,1,1}",1.0
2017,1,5,1,183,Denver,"{6,5,3,2,1,1}",1.0
2017,1,,1,721,Air Force,"{7,6,3,2,1,1}",1.0
2017,1,4,1,513,Notre Dame,"{8,7,4,2,1,1}",1.0
2017,1,,1,387,Marquette,"{9,8,4,2,1,1}",1.0
2017,1,3,1,518,Ohio State,"{10,9,5,3,2,1}",1.0
2017,1,,1,369,Loyola Maryland,"{11,10,5,3,2,1}",1.0
2017,1,6,1,322,Johns Hopkins,"{12,11,6,3,2,1}",1.0
2017,1,,1,193,Duke,"{13,12,6,3,2,1}",1.0
2017,1,7,1,539,Penn State,"{14,13,7,4,2,1}",1.0
2017,1,,1,711,Towson,"{15,14,7,4,2,1}",1.0
2017,1,2,1,688,Syracuse,"{16,15,8,4,2,1}",1.0
2017,1,,1,813,Yale,"{17,16,8,4,2,1}",1.0
