A&M-Corpus Christi,26172,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2015,-,0,-,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2015,"Barfield, Qiana",1444722,Jr.,2014-15,-,13,17,1.308,1,0.077,18,1.385,21,1.615,22,14,0:00,0,-,0,-
Adams St.,929,2015,"Baylor, Kendall",1639234,Fr.,2014-15,-,13,0,-,0,-,0,-,4,0.308,5,2,0:00,0,-,0,-
Adams St.,929,2015,"Brooks, Lyndey",1671582,---,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2015,"Carrillo, Amanda",1671292,---,2014-15,-,2,0,-,0,-,0,-,0,-,0,0,0:00,0,-,0,-
Adams St.,929,2015,"Cheda, Kendra",1549313,So.,2014-15,-,12,29,2.417,2,0.167,31,2.583,9,0.750,3,2,0:00,0,-,0,-
Adams St.,929,2015,"Cousins, Sarah",1549312,So.,2014-15,-,13,0,-,0,-,0,-,11,0.846,4,7,0:00,0,-,0,-
Adams St.,929,2015,"Cyester, Cera",1639236,Fr.,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2015,"Giday, Azeb",1668274,---,2014-15,-,7,0,-,0,-,0,-,1,0.143,0,0,0:00,0,-,0,-
Adams St.,929,2015,"Gramlich, Julia",1444723,Jr.,2014-15,-,2,0,-,0,-,0,-,0,-,0,0,0:00,0,-,0,-
Adams St.,929,2015,"Hammer, Samantha",1639209,Fr.,2014-15,-,13,4,0.308,0,-,4,0.308,15,1.154,8,6,0:00,0,-,0,-
Adams St.,929,2015,"Hammer, Jessica",1639206,Fr.,2014-15,-,13,14,1.077,1,0.077,15,1.154,32,2.462,24,5,0:00,0,-,0,-
Adams St.,929,2015,"Jones, Heather",1330206,Sr.,2014-15,-,13,4,0.308,2,0.154,6,0.462,13,1.000,6,3,0:00,0,-,0,-
Adams St.,929,2015,"Juarez, Marissa",1549309,So.,2014-15,-,13,0,-,0,-,0,-,6,0.462,2,1,0:00,0,-,0,-
Adams St.,929,2015,"Komatz, Grace",1444724,Jr.,2014-15,-,1,0,-,0,-,0,-,0,-,1,0,0:00,0,-,0,-
Adams St.,929,2015,"Kristiansen, Danica",1330207,Sr.,2014-15,-,13,0,-,0,-,0,-,24,1.846,0,7,756:00,195,0.258,96,0.330
Adams St.,929,2015,"Mosby, Raquel",1670915,---,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2015,"Quaife, Taylor",1639237,Fr.,2014-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
