Adams St.,929,2014-15,Marianna DiGiovanni,0-0,.000,""
Adams St.,929,2013-14,Marianna DiGiovanni,2-12,.143,""
Adams St.,929,2012-13,Marianna DiGiovanni,3-10,.231,""
Adams St.,929,2011-12,Marianna DiGiovanni,1-10,.091,""
Adams St.,929,2010-11,Jason Lamb,0-11,.000,""
Adelphi,3,2014-15,Pat McCabe,0-0,.000,""
Adelphi,3,2013-14,Rob Grella,22-0,1.000,""
Adelphi,3,2012-13,Rob Grella,18-3,.857,""
Adelphi,3,2011-12,Rob Grella,16-3,.842,""
Adelphi,3,2010-11,Joe Spallina,20-0,1.000,""
Adelphi,3,2009-10,Joe Spallina,19-1,.950,""
Adelphi,3,2008-09,Joe Spallina,18-0,1.000,""
Adelphi,3,2007-08,Joe Spallina,16-1,.941,""
Adelphi,3,2006-07,Jill Lessne,13-2,.867,""
Adelphi,3,2005-06,Jill Lessne,16-1,.941,""
Adelphi,3,2004-05,Jill Lessne,14-2,.875,""
Adelphi,3,2003-04,Jill Lessne,13-1,.929,""
Adelphi,3,2002-03,Jill Lessne,10-2,.833,""
Adelphi,3,2001-02,Jill Lessne,11-4,.733,""
Adelphi,3,2000-01,Jill Lessne,4-6,.400,""
Adrian,4,2014-15,Elizabeth Szymanski,0-0,.000,""
Adrian,4,2013-14,Melissa Nakasuji,12-6,.667,""
Adrian,4,2012-13,Rachel Cibulas,17-3,.850,""
Adrian,4,2011-12,Rachel Cibulas,16-3,.842,""
Adrian,4,2010-11,John Sung,16-5,.762,""
Adrian,4,2009-10,John Sung,14-3,.824,""
Adrian,4,2008-09,John Sung,10-4,.714,""
Adrian,4,2007-08,John Sung,6-7,.462,""
Agnes Scott,11324,2013-14,Erin McBurnette,0-9,.000,""
Agnes Scott,11324,2012-13,Karen Healy,3-7,.300,""
Agnes Scott,11324,2011-12,Nicolle Williams,2-12,.143,""
Agnes Scott,11324,2010-11,Nicolle Williams,3-13,.188,""
Agnes Scott,11324,2009-10,Nicolle Williams,4-9,.308,""
Albany (NY),14,2014-15,John Battaglino,0-0,.000,""
Albany (NY),14,2013-14,John Battaglino,14-3,.824,""
Albany (NY),14,2012-13,John Battaglino,12-5,.706,""
Albany (NY),14,2011-12,John Battaglino,12-6,.667,""
Albany (NY),14,2010-11,John Battaglino,18-1,.947,""
Albany (NY),14,2009-10,Lindsey Hart,13-3,.812,""
Albany (NY),14,2008-09,Lindsey Hart,9-8,.529,""
Albany (NY),14,2007-08,Lindsey Hart,8-9,.471,""
Albany (NY),14,2006-07,Lindsey Hart,8-9,.471,""
Albany (NY),14,2005-06,Lindsey Hart,8-8,.500,""
Albany (NY),14,2004-05,Dennis Short,6-12,.333,""
Albany (NY),14,2003-04,Dennis Short,6-11,.353,""
Albany (NY),14,2002-03,Dennis Short,3-13,.188,""
Albany (NY),14,2001-02,Dennis Short,6-10,.375,""
Albany (NY),14,2000-01,Marylou Vosburgh,5-10,.333,""
Albany (NY),14,1999-00,Marylou Vosburgh,8-6,.571,""
Albany (NY),14,1998-99,Marylou Vosburgh,7-7,.500,""
Albany (NY),14,1997-98,Marylou Vosburgh,11-4,.733,""
Albany (NY),14,1996-97,Marylou Vosburgh,8-4,.667,""
Albany (NY),14,1995-96,Marylou Vosburgh,8-4,.667,""
Albany (NY),14,1994-95,Gail Cummings-Danson,9-4,.692,""
Albany (NY),14,1993-94,Gail Cummings-Danson,8-4,.667,""
Albany (NY),14,1992-93,Judy Finerghty,7-4,.636,""
Albany (NY),14,1991-92,Judy Finerghty,7-4,.636,""
Albertus Magnus,2798,2014-15,Joe Caruso,0-0,.000,""
Albertus Magnus,2798,2013-14,Joe Caruso,2-10,.167,""
Albion,15,2014-15,Shanta Loecker,0-0,.000,""
Albion,15,2013-14,Shanta Loecker,8-8,.500,""
Albion,15,2012-13,Shanta Loecker,5-9,.357,""
Albion,15,2011-12,Jackie Rutkowski,0-8,.000,""
Albion,15,2010-11,Jackie Rutkowski,4-7,.364,""
Albion,15,2009-10,Jackie Rutkowski,2-8,.200,""
Albright,16,2014-15,Jen Willis,0-0,.000,""
Albright,16,2013-14,Jen Willis,8-9,.471,""
Albright,16,2012-13,Jen Willis,10-6,.625,""
Albright,16,2011-12,Jen Willis,4-13,.235,""
