A&M-Corpus Christi,26172,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Aguirre, Desi Rae",1206385,Fr.,2010-11,-,8,0,-,0,-,0,-,21,2.625,0,2,6:31,128,19.639,71,0.357
Adams St.,929,2011,"Allbee, Cydney",1206380,Fr.,2010-11,-,9,3,0.333,0,-,3,0.333,10,1.111,1,7,-,-,-,-,-
Adams St.,929,2011,"Bates, Kristen",1206379,Fr.,2010-11,-,8,0,-,0,-,0,-,9,1.125,0,2,3:29,85,24.393,22,0.206
Adams St.,929,2011,"Bell, Talisha",1206371,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Bushman, Robyn",1206378,Fr.,2010-11,-,11,9,0.818,1,0.091,10,0.909,6,0.545,4,4,-,-,-,-,-
Adams St.,929,2011,"Campbell, MacKenzie",1206375,So.,2010-11,-,9,3,0.333,0,-,3,0.333,6,0.667,2,3,-,-,-,-,-
Adams St.,929,2011,"Daly, Megan",1206382,Fr.,2010-11,-,11,0,-,0,-,0,-,12,1.091,7,4,-,-,-,-,-
Adams St.,929,2011,"Freeman, Nikki",1206381,Fr.,2010-11,-,11,1,0.091,1,0.091,2,0.182,3,0.273,1,2,-,-,-,-,-
Adams St.,929,2011,"Giza, Mary",1206374,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Glad, Ainsley",1206369,Fr.,2010-11,-,9,1,0.111,0,-,1,0.111,2,0.222,0,3,-,-,-,-,-
Adams St.,929,2011,"Hamilton, Lexy",1206370,Fr.,2010-11,-,11,0,-,1,0.091,1,0.091,15,1.364,10,10,-,-,-,-,-
Adams St.,929,2011,"Hillick, Kelly",1206368,Fr.,2010-11,-,11,0,-,0,-,0,-,16,1.455,5,9,-,-,-,-,-
Adams St.,929,2011,"Hisel, Amanda",1206377,Fr.,2010-11,-,11,13,1.182,1,0.091,14,1.273,27,2.455,27,16,-,-,-,-,-
Adams St.,929,2011,"Jenkins, Torre",1206372,Fr.,2010-11,-,6,0,-,0,-,0,-,3,0.500,0,1,-,-,-,-,-
Adams St.,929,2011,"Krupski, Sarah",1206376,Fr.,2010-11,-,9,0,-,0,-,0,-,6,0.667,2,3,-,-,-,-,-
Adams St.,929,2011,"Michael, Brynsley",1206373,Fr.,2010-11,-,8,0,-,0,-,0,-,6,0.750,0,2,-,-,-,-,-
Adams St.,929,2011,"Shupe, Kayla",1206383,Fr.,2010-11,-,7,0,-,0,-,0,-,2,0.286,0,1,-,-,-,-,-
Adams St.,929,2011,"Wilson, LiErin",1206384,Fr.,2010-11,-,11,0,-,0,-,0,-,23,2.091,2,8,-,-,-,-,-
Adelbert,506445,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2011,"Acker, Courtney",989420,Jr.,2010-11,-,16,0,-,0,-,0,-,7,0.438,1,7,-,-,-,-,-
Adelphi,3,2011,"Bass, Nicole",882555,Sr.,2010-11,-,16,4,0.250,1,0.063,5,0.313,9,0.563,4,5,-,-,-,-,-
Adelphi,3,2011,"Brown, Meg",1198574,So.,2010-11,-,20,22,1.100,2,0.100,24,1.200,49,2.450,23,7,-,-,-,-,-
Adelphi,3,2011,"Buczkowski, Joanie",1198580,So.,2010-11,-,7,1,0.143,0,-,1,0.143,6,0.857,0,2,-,-,-,-,-
Adelphi,3,2011,"Burke, Arielle",989421,Jr.,2010-11,-,7,0,-,0,-,0,-,3,0.429,0,0,-,-,-,-,-
Adelphi,3,2011,"Caridi, Frankie",1304690,Fr.,2010-11,-,20,0,-,0,-,0,-,46,2.300,0,12,19:06,113,5.913,146,0.564
