A&M-Corpus Christi,26172,2012,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2012,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2012,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Aguirre, Desi Rae",1206385,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Allbee, Cydney",1206380,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Bates, Kristen",1206379,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Bell, Talisha",1206371,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Bryant, Briana",1334338,---,2011-12,-,5,0,-,0,-,0,-,2,0.400,0,1,0:00,0,-,0,-
Adams St.,929,2012,"Bushman, Robyn",1206378,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Campbell, MacKenzie",1206375,Jr.,2011-12,-,11,0,-,1,0.091,1,0.091,5,0.455,2,3,0:00,0,-,0,-
Adams St.,929,2012,"Daly, Megan",1206382,So.,2011-12,-,11,8,0.727,0,-,8,0.727,14,1.273,5,5,0:00,0,-,0,-
Adams St.,929,2012,"Diaz, Tessa",1330203,---,2011-12,-,11,0,-,0,-,0,-,1,0.091,4,0,0:00,0,-,0,-
Adams St.,929,2012,"Freeman, Nikki",1206381,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Giza, Mary",1206374,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Glad, Ainsley",1206369,So.,2011-12,-,11,0,-,0,-,0,-,9,0.818,1,2,0:00,0,-,0,-
Adams St.,929,2012,"Hall, Samantha",1330208,---,2011-12,-,11,0,-,0,-,0,-,6,0.545,3,0,0:00,0,-,0,-
Adams St.,929,2012,"Hamilton, Lexy",1206370,So.,2011-12,-,11,24,2.182,3,0.273,27,2.455,21,1.909,7,13,0:00,0,-,0,-
Adams St.,929,2012,"Hillick, Kelly",1206368,So.,2011-12,-,9,0,-,0,-,0,-,15,1.667,1,3,0:00,0,-,0,-
Adams St.,929,2012,"Hisel, Amanda",1206377,So.,2011-12,-,8,8,1.000,2,0.250,10,1.250,13,1.625,15,9,0:00,0,-,0,-
Adams St.,929,2012,"Jenkins, Torre",1206372,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Jones, Heather",1330206,---,2011-12,-,11,11,1.000,2,0.182,13,1.182,11,1.000,11,3,0:00,0,-,0,-
Adams St.,929,2012,"Kinna, Mc",1330205,---,2011-12,-,3,0,-,0,-,0,-,8,2.667,0,3,0:00,0,-,0,-
Adams St.,929,2012,"Kristiansen, Danica",1330207,Fr.,2011-12,-,11,0,-,0,-,0,-,58,5.273,0,6,660:00,190,0.288,110,0.367
Adams St.,929,2012,"Krupski, Sarah",1206376,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"McHenry, Jordan",1330209,---,2011-12,-,9,1,0.111,0,-,1,0.111,8,0.889,1,4,0:00,0,-,0,-
Adams St.,929,2012,"Michael, Brynsley",1206373,So.,2011-12,-,1,0,-,0,-,0,-,0,-,0,0,0:00,0,-,0,-
Adams St.,929,2012,"Morgan, Amanda",1330204,---,2011-12,-,10,3,0.300,0,-,3,0.300,8,0.800,2,0,0:00,0,-,0,-
Adams St.,929,2012,"Shupe, Kayla",1206383,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2012,"Wilson, LiErin",1206384,So.,2011-12,-,11,18,1.636,3,0.273,21,1.909,27,2.455,23,13,0:00,0,-,0,-
Adelbert,506445,2012,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2012,"Acker, Courtney",989420,Sr.,2011-12,-,19,0,-,0,-,0,-,24,1.263,6,17,0:00,0,-,0,-
Adelphi,3,2012,"Brown, Meg",1198574,Jr.,2011-12,-,19,42,2.211,12,0.632,54,2.842,47,2.474,39,24,0:00,0,-,0,-
Adelphi,3,2012,"Buczkowski, Joanie",1198580,Jr.,2011-12,-,10,2,0.200,1,0.100,3,0.300,0,-,1,1,0:00,0,-,0,-
Adelphi,3,2012,"Burke, Arielle",989421,Sr.,2011-12,-,13,1,0.077,0,-,1,0.077,4,0.308,1,3,0:00,0,-,0,-
Adelphi,3,2012,"Carey, Lauren",1317858,Sr.,2011-12,-,4,0,-,0,-,0,-,2,0.500,0,1,0:00,0,-,0,-
Adelphi,3,2012,"Ceraso, Michelle",1331788,Sr.,2011-12,-,16,6,0.375,3,0.188,9,0.563,1,0.063,3,1,0:00,0,-,0,-
Adelphi,3,2012,"Ciaci, Katelynn",1198578,Jr.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2012,"Conrad, Kristie",1303325,Fr.,2011-12,-,8,1,0.125,0,-,1,0.125,4,0.500,0,1,0:00,0,-,0,-
Adelphi,3,2012,"Crimi, Devan",1198573,So.,2011-12,-,19,50,2.632,21,1.105,71,3.737,23,1.211,11,10,0:00,0,-,0,-
Adelphi,3,2012,"Dempsey, Jordann",1198586,So.,2011-12,-,19,0,-,0,-,0,-,22,1.158,0,7,1044:05,148,0.142,97,0.396
Adelphi,3,2012,"Devito, Erica",989422,Sr.,2011-12,-,19,63,3.316,39,2.053,102,5.368,13,0.684,41,11,0:00,0,-,0,-
Adelphi,3,2012,"Froccaro, Alexa",1303326,Fr.,2011-12,-,19,29,1.526,9,0.474,38,2.000,18,0.947,8,11,0:00,0,-,0,-
Adelphi,3,2012,"Gangarossa, Tara",989424,Sr.,2011-12,-,19,2,0.105,2,0.105,4,0.211,22,1.158,6,18,0:00,0,-,0,-
Adelphi,3,2012,"Hedges, Laura",1198584,So.,2011-12,-,19,1,0.053,2,0.105,3,0.158,12,0.632,11,12,0:00,0,-,0,-
Adelphi,3,2012,"Jackson, Stefani",1198576,So.,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2012,"Janelli, Lauren",1303327,Fr.,2011-12,-,18,1,0.056,0,-,1,0.056,19,1.056,6,14,0:00,0,-,0,-
Adelphi,3,2012,"Jaycox, Danielle",1303328,Fr.,2011-12,-,19,27,1.421,6,0.316,33,1.737,22,1.158,21,18,0:00,0,-,0,-
Adelphi,3,2012,"Lamont, Alaina",1198571,So.,2011-12,-,9,0,-,0,-,0,-,1,0.111,0,0,0:00,0,-,0,-
Adelphi,3,2012,"Mathewson, Melyssa",1317914,So.,2011-12,-,8,1,0.125,2,0.250,3,0.375,1,0.125,1,1,0:00,0,-,0,-
Adelphi,3,2012,"Mills, Marissa",989425,Sr.,2011-12,-,19,51,2.684,7,0.368,58,3.053,28,1.474,35,11,0:00,0,-,0,-
Adelphi,3,2012,"Mills, Felicia",1303330,Fr.,2011-12,-,17,4,0.235,3,0.176,7,0.412,11,0.647,23,6,0:00,0,-,0,-
Adelphi,3,2012,"Oliveto, Angela",1317885,So.,2011-12,-,9,3,0.333,1,0.111,4,0.444,2,0.222,1,0,0:00,0,-,0,-
Adelphi,3,2012,"Rojas, Jennifer",1198585,So.,2011-12,-,8,0,-,0,-,0,-,0,-,0,0,106:55,15,0.140,5,0.250
Adelphi,3,2012,"Sangiorgio, Sara",1088188,Jr.,2011-12,-,19,49,2.579,7,0.368,56,2.947,17,0.895,30,15,0:00,0,-,0,-
Adelphi,3,2012,"Staudt, Alison",989426,Sr.,2011-12,-,11,6,0.545,4,0.364,10,0.909,4,0.364,6,2,0:00,0,-,0,-
