year,team_id,team_name,wins,losses,ties,total_games
2015,929,Adams St.,1,12,0,13
2015,3,Adelphi,18,1,1,20
2015,4,Adrian,0,12,0,12
2015,14,Albany (NY),14,4,1,19
2015,2798,Albertus Magnus,1,14,0,15
2015,15,Albion,15,2,1,18
2015,16,Albright,9,8,0,17
2015,934,Alderson Broaddus,0,13,0,13
2015,18,Alfred,2,11,0,13
2015,19,Allegheny,6,10,0,16
2015,21,Alma,5,11,0,16
2015,938,Alvernia,7,8,0,15
2015,23,American,4,12,0,16
2015,22,American Int'l,5,12,0,17
2015,24,Amherst,9,7,0,16
2015,966,Arcadia,13,7,0,20
2015,36,Assumption,10,8,0,18
2015,38,Augsburg,7,8,0,15
2015,40,Augustana (IL),18,1,1,20
2015,42,Aurora,11,7,0,18
2015,45,Babson,5,11,0,16
2015,46,Baldwin Wallace,8,6,0,14
2015,962,Bard,2,13,0,15
2015,50,Bates,7,8,0,15
2015,26520,Bay Path,2,8,0,10
2015,26107,Becker,9,9,0,18
2015,2683,Belmont Abbey,11,7,0,18
2015,53,Beloit,9,8,0,17
2015,296,Benedictine (IL),4,13,0,17
2015,56,Bentley,10,6,0,16
2015,973,Berry,9,7,0,16
2015,62,Binghamton,6,11,0,17
2015,28593,Birmingham-So.,4,9,0,13
2015,65,Bloomsburg,8,8,0,16
2015,67,Boston College,15,3,0,18
2015,68,Boston U.,8,10,0,18
2015,69,Bowdoin,15,3,1,19
2015,30094,Brevard,3,12,0,15
2015,74,Bridgeport,12,4,0,16
2015,75,Bridgewater (VA),7,9,0,16
2015,76,Bridgewater St.,12,8,1,21
2015,78,Brockport,10,7,0,17
2015,80,Brown,7,8,0,15
2015,81,Bryant,14,4,1,19
2015,30188,Bryn Athyn,3,8,0,11
2015,82,Bryn Mawr,4,13,0,17
2015,83,Bucknell,2,15,0,17
2015,85,Buffalo St.,4,13,0,17
2015,88,Cabrini,14,5,1,20
2015,995,Caldwell,3,10,0,13
2015,107,California,3,13,0,16
2015,114,Calvin,12,6,0,18
2015,115,Campbell,5,13,0,18
2015,116,Canisius,13,6,0,19
2015,117,Capital,10,4,0,14
2015,120,Carroll (WI),0,14,0,14
2015,121,Carthage,12,6,0,18
2015,123,Castleton,16,2,1,19
2015,1001,Catawba,9,9,0,18
2015,124,Catholic,14,3,1,18
2015,23624,Cazenovia,7,9,0,16
2015,14795,Cedar Crest,1,13,0,14
2015,12884,Centenary (NJ),3,9,0,12
2015,127,Central Conn. St.,6,10,0,16
2015,132,Centre,7,10,0,17
2015,134,Chapman,8,6,0,14
2015,21323,Chestnut Hill,7,10,0,17
2015,8875,Chowan,3,8,0,11
2015,139,Chris. Newport,9,8,0,17
2015,140,Cincinnati,2,15,0,17
2015,142,Claremont-M-S,8,7,0,15
2015,146,Clarkson,8,8,0,16
2015,722,Coast Guard,4,11,0,15
2015,149,Coastal Caro.,11,6,0,17
2015,1023,Coker,9,8,0,17
2015,151,Colby,10,6,0,16
2015,152,Colby-Sawyer,10,6,0,16
2015,153,Colgate,10,6,0,16
2015,157,Colorado,11,7,0,18
2015,154,Colorado Col.,10,7,0,17
2015,11416,Colorado Mesa,9,6,0,15
2015,2720,Colorado St.-Pueblo,4,12,0,16
2015,158,Columbia,5,10,0,15
2015,1036,Concordia Wisconsin,13,6,1,20
2015,163,Connecticut Col.,4,11,0,15
2015,8935,Converse,9,9,0,18
2015,167,Cornell,9,7,0,16
2015,166,Cornell College,1,14,0,15
2015,170,Curry,6,11,0,17
2015,1044,Dallas,4,7,0,11
2015,2691,Daniel Webster,1,11,0,12
2015,172,Dartmouth,3,11,0,14
2015,173,Davidson,6,10,0,16
2015,1050,Defiance,2,15,0,17
2015,180,Delaware,11,7,0,18
2015,178,Delaware St.,2,13,0,15
2015,179,Delaware Valley,2,11,0,13
2015,182,Denison,11,6,1,18
2015,183,Denver,13,5,0,18
2015,177,DePauw,7,9,0,16
2015,184,Detroit,10,8,0,18
2015,185,Dickinson,8,7,0,15
2015,186,Dist. Columbia,0,12,0,12
2015,8956,Dominican (NY),4,11,0,15
2015,2692,Dowling,13,5,0,18
2015,190,Drew,9,7,0,16
2015,191,Drexel,4,12,0,16
2015,192,Dubuque,9,7,0,16
2015,193,Duke,14,4,0,18
2015,194,Duquesne,9,9,0,18
2015,197,East Stroudsburg,8,8,0,16
2015,8968,Eastern,6,12,0,18
2015,200,Eastern Conn. St.,4,12,0,16
2015,209,Edinboro,6,9,0,15
2015,211,Elizabethtown,5,9,0,14
2015,212,Elmhurst,9,9,0,18
2015,213,Elmira,2,14,0,16
2015,532,Elms,7,9,0,16
2015,1068,Elon,8,8,0,16
2015,214,Emerson,8,6,0,14
2015,30193,Emmanuel (GA),4,7,0,11
2015,215,Emmanuel (MA),12,4,0,16
2015,8981,Endicott,11,6,0,17
2015,1072,Erskine,1,15,0,16
2015,220,Fairfield,14,4,1,19
