A&M-Corpus Christi,26172,2010,-,0,-,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2010,-,0,-,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2010,-,0,-,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2010,-,0,-,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelbert,506445,2010,-,0,-,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2010,"Acker, Courtney",989420,So.,2009-10,-,16,0,-,0,-,0,-,33,2.063,-,-,-,-,-,-,-
Adelphi,3,2010,"Bass, Nicole",882555,Jr.,2009-10,-,12,0,-,2,0.167,2,0.167,7,0.583,-,-,-,-,-,-,-
Adelphi,3,2010,"Bogensberg, Jackie",779642,Sr.,2009-10,-,20,0,-,1,0.050,1,0.050,39,1.950,-,-,-,-,-,-,-
Adelphi,3,2010,"Bonitz, Cathryn",1101033,Fr.,2009-10,-,10,0,-,0,-,0,-,3,0.300,-,-,2:11,11,5.027,8,0.421
Adelphi,3,2010,"Burke, Holly",779644,Sr.,2009-10,-,20,16,0.800,3,0.150,19,0.950,36,1.800,-,-,-,-,-,-,-
Adelphi,3,2010,"Burke, Arielle",989421,So.,2009-10,-,12,1,0.083,0,-,1,0.083,6,0.500,-,-,-,-,-,-,-
Adelphi,3,2010,"Carter, Kaitlyn",882556,Jr.,2009-10,-,15,30,2.000,17,1.133,47,3.133,23,1.533,-,-,-,-,-,-,-
Adelphi,3,2010,"Cathryn, Bonitz",1088182,Fr.,2009-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2010,"Ceraso, Michelle",882557,Jr.,2009-10,-,13,30,2.308,9,0.692,39,3.000,19,1.462,-,-,-,-,-,-,-
Adelphi,3,2010,"Cook, Demmianne",1304691,Fr.,2009-10,-,20,52,2.600,11,0.550,63,3.150,59,2.950,-,-,-,-,-,-,-
Adelphi,3,2010,"Devito, Erica",989422,So.,2009-10,-,20,60,3.000,24,1.200,84,4.200,45,2.250,-,-,-,-,-,-,-
Adelphi,3,2010,"Fey, Elizabeth",1088183,Jr.,2009-10,-,20,60,3.000,23,1.150,83,4.150,33,1.650,-,-,-,-,-,-,-
Adelphi,3,2010,"Fitzpatrick, Caitlin",779646,Sr.,2009-10,-,20,0,-,0,-,0,-,33,1.650,-,-,17:54,130,7.260,180,0.581
Adelphi,3,2010,"Fox, Lauren",989423,So.,2009-10,-,2,0,-,0,-,0,-,2,1.000,-,-,-,-,-,-,-
Adelphi,3,2010,"Fronczak, Brittany",779647,Sr.,2009-10,-,9,1,0.111,2,0.222,3,0.333,1,0.111,-,-,-,-,-,-,-
Adelphi,3,2010,"Gangarossa, Tara",989424,So.,2009-10,-,17,4,0.235,3,0.176,7,0.412,23,1.353,-,-,-,-,-,-,-
Adelphi,3,2010,"Incarnato, Alison",1088184,Sr.,2009-10,-,19,5,0.263,9,0.474,14,0.737,13,0.684,-,-,-,-,-,-,-
Adelphi,3,2010,"Jones, Kristin",1088185,Jr.,2009-10,-,20,1,0.050,1,0.050,2,0.100,58,2.900,-,-,-,-,-,-,-
Adelphi,3,2010,"Kafarski, Danielle",779648,Sr.,2009-10,-,14,14,1.000,4,0.286,18,1.286,16,1.143,-,-,-,-,-,-,-
Adelphi,3,2010,"Kane, Lindsay",779649,Sr.,2009-10,-,11,1,0.091,0,-,1,0.091,6,0.545,-,-,-,-,-,-,-
Adelphi,3,2010,"Labosco, Alyssa",779650,Sr.,2009-10,-,12,5,0.417,0,-,5,0.417,3,0.250,-,-,-,-,-,-,-
Adelphi,3,2010,"Lieberman, Nicole",779651,Sr.,2009-10,-,17,1,0.059,0,-,1,0.059,11,0.647,-,-,-,-,-,-,-
