year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2009,Adelphi,3,Rollins,584,02/20/2009,19,3,Away,"",-,0
2009,Adelphi,3,American Int'l,22,03/01/2009,21,0,Home,"",-,75
2009,Adelphi,3,Saint Michael's,613,03/07/2009,21,1,Away,"",-,100
2009,Adelphi,3,Southern Conn. St.,658,03/11/2009,24,4,Home,"",-,95
2009,Adelphi,3,Georgian Court,9004,03/19/2009,23,1,Home,"",-,75
2009,Adelphi,3,Assumption,36,03/21/2009,25,5,Home,"",-,120
2009,Adelphi,3,Bentley,56,03/22/2009,18,4,Home,"",-,100
2009,Adelphi,3,Merrimack,410,03/28/2009,21,4,Home,"",-,124
2009,Adelphi,3,New Haven,470,04/03/2009,18,6,Home,"",-,210
2009,Adelphi,3,Franklin Pierce,241,04/05/2009,24,4,Away,"",-,113
2009,Adelphi,3,Stonehill,682,04/11/2009,16,8,Home,"",-,150
2009,Adelphi,3,Philadelphia U.,543,04/18/2009,22,4,Away,"",-,150
2009,Adelphi,3,Dowling,2692,04/22/2009,14,10,Away,"",-,250
2009,Adelphi,3,Molloy,437,04/25/2009,19,7,Away,"",-,147
2009,Adelphi,3,St. Thomas Aquinas,1348,04/26/2009,23,2,Home,"",-,312
2009,Adelphi,3,C.W. Post,362,05/02/2009,14,9,Away,"",-,520
2009,Adelphi,3,C.W. Post,362,05/16/2009,15,10,Neutral,"Salem, VA",-,511
2009,Adelphi,3,Lock Haven,360,05/17/2009,16,4,Neutral,"Salem, VA",-,512
2009,Adrian,4,Roanoke,578,02/21/2009,6,7,Away,"",-,164
2009,Adrian,4,Catholic,124,02/22/2009,8,13,Away,"",-,100
2009,Adrian,4,Fontbonne,11538,02/27/2009,17,4,Away,"",-,100
2009,Adrian,4,Dallas,1044,02/28/2009,33,3,Neutral,"St. Louis, MO",-,50
2009,Adrian,4,North Central (IL),492,03/14/2009,22,2,Away,"",-,315
2009,Adrian,4,Wittenberg,806,03/17/2009,14,16,Home,"",2 OT,210
2009,Adrian,4,Sewanee,652,03/20/2009,16,14,Home,"",-,40
2009,Adrian,4,Kenyon,335,03/21/2009,12,5,Home,"",-,65
