230,977,2006,"",25957,Philadelphia,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25957&seasonid=977,13,25953,Colorado,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25953&seasonid=977,11,"Fri, Dec 30",9:00 pm,13 - 11,,240441,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240441,,"",
230,977,2006,"",25957,Philadelphia,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25957&seasonid=977,15,25956,Minnesota,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25956&seasonid=977,11,"Fri, Jan 06",8:00 pm,15 - 11,,240442,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240442,,"",
230,977,2006,"",25954,San Jose,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25954&seasonid=977,10,38725,Edmonton,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=38725&seasonid=977,9,"Fri, Jan 06",9:30 pm,10 - 9,OT,240443,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240443,,"",
230,977,2006,"",25951,Arizona,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25951&seasonid=977,14,25959,Toronto,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25959&seasonid=977,13,"Sat, Jan 07",7:00 pm,14 - 13,OT,240444,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240444,,"",
230,977,2006,"",25958,Rochester,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25958&seasonid=977,11,25953,Colorado,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25953&seasonid=977,12,"Sat, Jan 07",9:00 pm,11 - 12,,240445,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240445,,"",
230,977,2006,"",25954,San Jose,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25954&seasonid=977,7,25953,Colorado,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25953&seasonid=977,9,"Fri, Jan 13",9:00 pm,7 - 9,,240447,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240447,,"",
230,977,2006,"",38726,Portland,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=38726&seasonid=977,7,25951,Arizona,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25951&seasonid=977,12,"Fri, Jan 13",9:30 pm,7 - 12,,240449,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240449,,"",
230,977,2006,"",25955,Buffalo,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25955&seasonid=977,13,25959,Toronto,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25959&seasonid=977,11,"Fri, Jan 13",7:30 pm,13 - 11,,286390,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=286390,,"",
230,977,2006,"",38725,Edmonton,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=38725&seasonid=977,9,25952,Calgary,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25952&seasonid=977,11,"Fri, Jan 13",9:30 pm,9 - 11,,240448,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240448,,"",
230,977,2006,"",25953,Colorado,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25953&seasonid=977,7,25954,San Jose,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25954&seasonid=977,10,"Sat, Jan 14",10:30 pm,7 - 10,,240452,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240452,,"",
230,977,2006,"",25959,Toronto,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25959&seasonid=977,9,25958,Rochester,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25958&seasonid=977,14,"Sat, Jan 14",7:35 pm,9 - 14,,240450,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240450,,"",
230,977,2006,"",25956,Minnesota,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25956&seasonid=977,13,25957,Philadelphia,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25957&seasonid=977,10,"Sat, Jan 14",8:00 pm,13 - 10,,240451,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240451,,"",
230,977,2006,"",25956,Minnesota,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25956&seasonid=977,12,25952,Calgary,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25952&seasonid=977,8,"Fri, Jan 20",9:30 pm,12 - 8,,240453,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240453,,"",
230,977,2006,"",25958,Rochester,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25958&seasonid=977,12,25956,Minnesota,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25956&seasonid=977,6,"Sat, Jan 21",8:00 pm,12 - 6,,240455,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240455,,"",
230,977,2006,"",25953,Colorado,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=25953&seasonid=977,11,38726,Portland,http://nll_stats.stats.pointstreak.com/teamplayerstats.html?teamid=38726&seasonid=977,12,"Sat, Jan 21",10:30 pm,11 - 12,,240457,http://nll_stats.stats.pointstreak.com/boxscore.html?gameid=240457,,"",
