league_id,season_id,league_season_url,league_season_name
230,14244,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=14244,NLL Playoffs 2015
230,13569,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13569,NLL 2015
230,13568,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13568,NLL Playoffs 2014
230,13566,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13566,NLL 2014
230,13565,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13565,NLL Playoffs 2013
230,13563,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13563,NLL 2013
230,13562,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13562,NLL Playoffs 2012
230,13560,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13560,NLL 2012
230,13556,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13556,NLL Playoffs 2011
230,13554,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13554,NLL 2011
230,13553,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=13553,NLL Playoffs 2010
230,4905,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=4905,NLL 2010
230,4139,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=4139,NLL Playoffs 2009
230,3907,http://nll_stats.stats.pointstreak.com/scoreboard.html?leagueid=230&seasonid=3907,NLL All Star 2009
230,3260,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=3260,NLL 2009
230,2890,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=2890,NLL Playoffs 2008
230,2707,http://nll_stats.stats.pointstreak.com/scoreboard.html?leagueid=230&seasonid=2707,NLL All Star 2008
230,1995,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=1995,NLL 2008
230,2158,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=2158,NLL Pre-season 08
230,1841,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=1841,NLL Playoffs 2007
230,1708,http://nll_stats.stats.pointstreak.com/scoreboard.html?leagueid=230&seasonid=1708,NLL All Star 2007
230,1322,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=1322,NLL 2007
230,1231,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=1231,NLL Playoffs 2006
230,1113,http://nll_stats.stats.pointstreak.com/scoreboard.html?leagueid=230&seasonid=1113,NLL All Star 2006
230,977,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=977,NLL 2006
230,748,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=748,NLL Playoffs 2005
230,721,http://nll_stats.stats.pointstreak.com/scoreboard.html?leagueid=230&seasonid=721,NLL All Star 2005
230,686,http://nll_stats.stats.pointstreak.com/leagueschedule.html?leagueid=230&seasonid=686,NLL 2005
