year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,3,622,Salisbury,"{1,1,1,1,1,1,1}",1.0
2017,1,16,3,16142,Misericordia,"{2,2,1,1,1,1,1}",1.0
2017,1,8,3,269,Hampden-Sydney,"{4,3,2,1,1,1,1}",1.0
2017,1,9,3,28749,Transylvania,"{5,4,2,1,1,1,1}",1.0
2017,1,5,3,88,Cabrini,"{6,5,3,2,1,1,1}",1.0
2017,1,12,3,154,Colorado Col.,"{7,6,3,2,1,1,1}",1.0
2017,1,4,3,239,Frank. & Marsh.,"{8,7,4,2,1,1,1}",1.0
2017,1,13,3,211,Elizabethtown,"{9,8,4,2,1,1,1}",1.0
2017,1,3,3,182,Denison,"{10,9,5,3,2,1,1}",1.0
2017,1,14,3,121,Carthage,"{11,10,5,3,2,1,1}",1.0
2017,1,6,3,42,Aurora,"{12,11,6,3,2,1,1}",1.0
2017,1,11,3,300,Ill. Wesleyan,"{13,12,6,3,2,1,1}",1.0
2017,1,7,3,374,Lynchburg,"{14,13,7,4,2,1,1}",1.0
2017,1,10,3,652,Sewanee,"{16,14,7,4,2,1,1}",1.0
2017,1,2,3,815,York (Pa.),"{16,15,8,4,2,1,1}",1.0
2017,1,15,3,30067,Morrisville State,"{17,16,8,4,2,1,1}",1.0
2017,1,1,3,580,RIT,"{18,17,9,5,3,2,1}",1.0
2017,1,16,3,320,John Carroll,"{19,18,9,5,3,2,1}",1.0
2017,1,8,3,21852,Stevenson,"{21,19,10,5,3,2,1}",1.0
2017,1,11,3,461,Nazareth,"{22,20,10,5,3,2,1}",1.0
2017,1,5,3,168,SUNY Cortland,"{23,21,11,6,3,2,1}",1.0
2017,1,12,3,8981,Endicott,"{24,22,11,6,3,2,1}",1.0
2017,1,4,3,607,St. Lawrence,"{25,23,12,6,3,2,1}",1.0
2017,1,13,3,442,Montclair State,"{26,24,12,6,3,2,1}",1.0
2017,1,3,3,50,Bates,"{27,25,13,7,4,2,1}",1.0
2017,1,14,3,547,Plattsburgh St.,"{28,26,13,7,4,2,1}",1.0
2017,1,6,3,24,Amherst,"{29,27,14,7,4,2,1}",1.0
2017,1,11,3,673,Springfield,"{30,28,14,7,4,2,1}",1.0
2017,1,7,3,717,Tufts,"{31,29,15,8,4,2,1}",1.0
2017,1,10,3,330,Keene St.,"{32,30,15,8,4,2,1}",1.0
2017,1,2,3,764,Wesleyan (Conn.),"{33,31,16,8,4,2,1}",1.0
2017,1,15,3,467,New Eng. Col.,"{34,32,16,8,4,2,1}",1.0
