323,All-Star Game 2008,3044,2008,1,,,,,87959,"",http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=87959&seasonid=3044,,"Eastern Conference
							 15","",Western Conference,"",,,,15 - 31,final,"",
