323,All-Star Game 2007,2034,2007,1,,,,,87960,"",http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=87960&seasonid=2034,,"Western Conference
							 12","",Eastern Conference,"",,,,12 - 19,final,"",
