323,All-Star Game 2009,4479,2009,"",,,,,87960,"",http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=87960&seasonid=4479,,"Young Guns All Stars
							 21","",Old School All Stars,"",,,,21 - 22	 OT,final,"",
