323,6756,2011,1,53006,Long Island ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53006&seasonid=6756,12,53005,Boston,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53005&seasonid=6756,15,"Sat, May 14",7:00 pm,12 - 15,,1520175,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520175,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520175,"",
323,6756,2011,2,52999,Rochester ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=52999&seasonid=6756,10,53004,Chesapeake,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53004&seasonid=6756,14,"Sat, May 14",7:00 pm,10 - 14,,1520176,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520176,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520176,"",
323,6756,2011,3,183349,Hamilton,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=183349&seasonid=6756,10,53001,Denver,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53001&seasonid=6756,18,"Sat, May 14",9:00 pm,10 - 18,,1600088,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1600088,http://mll.stats.pointstreak.com/boxscore.html?gameid=1600088,"",
323,6756,2011,4,53004,Chesapeake,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53004&seasonid=6756,14,183349,Hamilton,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=183349&seasonid=6756,10,"Thu, May 19",7:00 pm,14 - 10,,1520178,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520178,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520178,"",
323,6756,2011,5,53001,Denver,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53001&seasonid=6756,13,53005,Boston,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53005&seasonid=6756,12,"Sat, May 21",7:00 pm,13 - 12,,1520179,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520179,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520179,"",
323,6756,2011,6,53006,Long Island ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53006&seasonid=6756,13,52999,Rochester ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=52999&seasonid=6756,9,"Sat, May 21",7:00 pm,13 - 9,,1520180,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520180,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520180,"",
323,6756,2011,7,53001,Denver,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53001&seasonid=6756,11,53006,Long Island ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53006&seasonid=6756,10,"Fri, Jun 03",7:00 pm,11 - 10,,1520181,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520181,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520181,"",
323,6756,2011,8,53004,Chesapeake,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53004&seasonid=6756,13,53005,Boston,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53005&seasonid=6756,17,"Sat, Jun 04",7:00 pm,13 - 17,,1520182,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520182,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520182,"",
323,6756,2011,9,183349,Hamilton,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=183349&seasonid=6756,14,52999,Rochester ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=52999&seasonid=6756,13,"Fri, Jun 10",7:30 pm,14 - 13,,1520183,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520183,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520183,"",
323,6756,2011,10,53006,Long Island ,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53006&seasonid=6756,8,53005,Boston,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53005&seasonid=6756,19,"Sat, Jun 11",6:00 pm,8 - 19,,1520184,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520184,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520184,"",
323,6756,2011,11,53004,Chesapeake,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53004&seasonid=6756,16,53001,Denver,http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=53001&seasonid=6756,15,"Sat, Jun 11",9:00 pm,16 - 15,OT,1520191,http://www.pointstreak.com/flashapp/index_hockey_new.html?gameid=1520191,http://mll.stats.pointstreak.com/boxscore.html?gameid=1520191,"",
