323,WMLC 2010,5810,2010,1,,,,,255299,"",http://mll.stats.pointstreak.com/teamplayerstats.html?teamid=255299&seasonid=5810,,"Team USA
							 11","",College All-Stars,"",,,,11 - 12,final,"",
