year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	11416	Colorado Mesa	44	1543238.0	Utt, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1543238.0	Sr	17	17
2016	12380	11416	Colorado Mesa	38	1783685.0	Ward, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783685.0	N/A	1	0
2016	12380	11416	Colorado Mesa	12	1317045.0	Weaver, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1317045.0	N/A	15	14
2016	12380	11416	Colorado Mesa	21	1774515.0	Wilson, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774515.0	N/A	17	0
2016	12380	2720	Colorado St.-Pueblo	35	1662546.0	Auza, Mikey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662546.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	11	1777581.0	Bartgis, Weston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777581.0	N/A	14	0
2016	12380	2720	Colorado St.-Pueblo	19	1777585.0	Berg, Blair	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777585.0	N/A	14	14
2016	12380	2720	Colorado St.-Pueblo	29	1662540.0	Bolen, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662540.0	So	14	0
2016	12380	2720	Colorado St.-Pueblo	36	1662547.0	Buchanan, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662547.0	Jr	0	0
2016	12380	2720	Colorado St.-Pueblo	9	1662523.0	Cervi, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662523.0	So	13	0
2016	12380	2720	Colorado St.-Pueblo	23	1783144.0	Cheek, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783144.0	N/A	1	0
2016	12380	2720	Colorado St.-Pueblo	25	1777769.0	Cheek, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777769.0	N/A	6	3
2016	12380	2720	Colorado St.-Pueblo	12		Christensen, Addison		So	0	0
2016	12380	2720	Colorado St.-Pueblo	21	1662533.0	Cunningham, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662533.0	Sr	0	0
2016	12380	2720	Colorado St.-Pueblo	34	1777770.0	Davis, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777770.0	N/A	2	0
2016	12380	2720	Colorado St.-Pueblo	10	1777580.0	Davis, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777580.0	N/A	14	0
2016	12380	2720	Colorado St.-Pueblo	32	1662543.0	DeHerrera, Preston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662543.0	Jr	14	13
2016	12380	2720	Colorado St.-Pueblo	17	1662529.0	Feiler, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662529.0	So	14	11
2016	12380	2720	Colorado St.-Pueblo	28	1777588.0	Ferguson, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777588.0	N/A	2	0
2016	12380	2720	Colorado St.-Pueblo	33	1777589.0	Ferrie, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777589.0	N/A	13	1
2016	12380	2720	Colorado St.-Pueblo	14	1777582.0	Foerster, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777582.0	N/A	14	12
2016	12380	2720	Colorado St.-Pueblo	40		Glover, Nick		So	0	0
2016	12380	2720	Colorado St.-Pueblo	23	1662535.0	Goodwin, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662535.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	31	1662542.0	Hall, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662542.0	Sr	14	8
2016	12380	2720	Colorado St.-Pueblo	6	1662520.0	Held, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662520.0	So	14	9
2016	12380	2720	Colorado St.-Pueblo	15	1662528.0	Himmelberg, Kelton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662528.0	Sr	14	3
2016	12380	2720	Colorado St.-Pueblo	5	1662519.0	Johnson, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662519.0	So	14	11
2016	12380	2720	Colorado St.-Pueblo	40	1777590.0	Kraus, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777590.0	N/A	4	0
2016	12380	2720	Colorado St.-Pueblo	22	1662534.0	Love, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662534.0	So	3	1
2016	12380	2720	Colorado St.-Pueblo	34	1662545.0	Martin, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662545.0	Jr	0	0
2016	12380	2720	Colorado St.-Pueblo	3	1662517.0	Matzek, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662517.0	So	14	14
2016	12380	2720	Colorado St.-Pueblo	18	1777584.0	McDonough, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777584.0	N/A	14	0
2016	12380	2720	Colorado St.-Pueblo	20	1777586.0	Millican, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777586.0	N/A	14	13
2016	12380	2720	Colorado St.-Pueblo	0	1662515.0	Modaffari, Jamil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662515.0	Sr	14	14
2016	12380	2720	Colorado St.-Pueblo	27	1777587.0	Mueller, Taze	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777587.0	N/A	5	0
2016	12380	2720	Colorado St.-Pueblo	7	1662521.0	Mueller, Kory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662521.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	24	1662536.0	Munson, Larry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662536.0	So	1	0
2016	12380	2720	Colorado St.-Pueblo	1	1662532.0	Palmer, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662532.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	12	1777767.0	Parazek, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777767.0	N/A	9	0
2016	12380	2720	Colorado St.-Pueblo	25	1662537.0	Pineda, Kurt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662537.0	Sr	0	0
2016	12380	2720	Colorado St.-Pueblo	16	1777583.0	Ramm, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777583.0	N/A	1	1
2016	12380	2720	Colorado St.-Pueblo	33	1662544.0	Rees, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662544.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	26	1662538.0	Richards, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662538.0	So	11	10
2016	12380	2720	Colorado St.-Pueblo	38	1662548.0	Rogers, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662548.0	So	2	0
2016	12380	2720	Colorado St.-Pueblo	18	1662530.0	Schwartz, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662530.0	So	0	0
2016	12380	2720	Colorado St.-Pueblo	13	1662526.0	Snyder, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662526.0	So	2	0
2016	12380	2720	Colorado St.-Pueblo	10		Taylor, Wes		So	0	0
2016	12380	2720	Colorado St.-Pueblo	30	1662541.0	Temple, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662541.0	So	1	0
2016	12380	2720	Colorado St.-Pueblo	8	1662522.0	Thompson, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662522.0	So	2	0
2016	12380	2720	Colorado St.-Pueblo	27		Valentine, Edgar		So	0	0
2016	12380	2720	Colorado St.-Pueblo	7	1777579.0	Wall, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777579.0	N/A	14	2
2016	12380	2720	Colorado St.-Pueblo	2	1662516.0	Welch, Chas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1662516.0	Jr	0	0
2016	12380	2720	Colorado St.-Pueblo	4		Welch, Chase		Jr	0	0
2016	12380	174	Davis & Elkins	4	1780541.0	Baumgardner, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780541.0	N/A	9	9
2016	12380	174	Davis & Elkins	10	1780545.0	Behrens, Samuel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780545.0	N/A	9	8
2016	12380	174	Davis & Elkins	35	1781465.0	Boswell, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781465.0	N/A	6	0
2016	12380	174	Davis & Elkins	3	1780540.0	Cotoni, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780540.0	N/A	9	9
2016	12380	174	Davis & Elkins	14	1780546.0	Mayer, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780546.0	N/A	6	0
2016	12380	174	Davis & Elkins	28	1780551.0	Meadows, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780551.0	N/A	8	2
2016	12380	174	Davis & Elkins	16	1780548.0	Metheny, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780548.0	N/A	8	8
2016	12380	174	Davis & Elkins	2	1780539.0	Nelson, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780539.0	N/A	8	8
2016	12380	174	Davis & Elkins	20	1780549.0	Norcross, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780549.0	N/A	9	7
2016	12380	174	Davis & Elkins	5	1780542.0	Robison, Sawyer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780542.0	N/A	9	8
2016	12380	174	Davis & Elkins	25	1780550.0	Schneck, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780550.0	N/A	7	6
2016	12380	174	Davis & Elkins	8	1780544.0	Scoggins, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780544.0	N/A	9	2
2016	12380	174	Davis & Elkins	1	1780538.0	Seago, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780538.0	N/A	9	6
2016	12380	174	Davis & Elkins	15	1780547.0	Williams, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780547.0	N/A	9	8
2016	12380	174	Davis & Elkins	7	1780543.0	Wittekind, Lee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780543.0	N/A	9	9
2016	12380	186	Dist. Columbia	9	1546243.0	Allen, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546243.0	Jr	0	0
2016	12380	186	Dist. Columbia	6	1666375.0	Celentano, Teilen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666375.0	Fr	12	11
2016	12380	186	Dist. Columbia	0	1546236.0	Frazer, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546236.0	Jr	12	11
2016	12380	186	Dist. Columbia	19	1546247.0	Gillespie, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546247.0	Sr	0	0
2016	12380	186	Dist. Columbia	3	1778284.0	Green, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778284.0	N/A	12	2
2016	12380	186	Dist. Columbia	7	1666376.0	Hawkins, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666376.0	Fr	12	10
2016	12380	186	Dist. Columbia	41	1778304.0	Hernandez, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778304.0	N/A	10	0
2016	12380	186	Dist. Columbia	2	1778283.0	Hinton, Laron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778283.0	N/A	11	0
2016	12380	186	Dist. Columbia	30	1778303.0	King, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778303.0	N/A	12	1
2016	12380	186	Dist. Columbia	9	1666377.0	Laurore, Louis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666377.0	Fr	11	8
2016	12380	186	Dist. Columbia	11	1546244.0	Lloyd, Russel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546244.0	Jr	3	2
2016	12380	186	Dist. Columbia	4	1546239.0	Lloyd, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546239.0	Jr	0	0
2016	12380	186	Dist. Columbia	23	1778301.0	Lumb, Braylon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778301.0	N/A	12	11
2016	12380	186	Dist. Columbia	22	1778300.0	Mace, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778300.0	N/A	12	3
2016	12380	186	Dist. Columbia	3	1546238.0	Machado, Louis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546238.0	Jr	0	0
2016	12380	186	Dist. Columbia	24	1778302.0	Marrett, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778302.0	N/A	11	11
2016	12380	186	Dist. Columbia	10	1778285.0	McCarthy, Nicoli	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778285.0	N/A	11	0
2016	12380	186	Dist. Columbia	14	1666378.0	Millard, Darien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666378.0	Fr	12	10
2016	12380	186	Dist. Columbia	21	1778299.0	Nash, Syrrus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778299.0	N/A	11	1
2016	12380	186	Dist. Columbia	12	1546245.0	Norton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546245.0	Jr	0	0
2016	12380	186	Dist. Columbia	32	1546255.0	Okang-Ato Ricks, Randy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546255.0	Sr	4	0
2016	12380	186	Dist. Columbia	4	1666374.0	Owens, Jhamed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666374.0	Fr	12	11
2016	12380	186	Dist. Columbia	5	1546240.0	Paven, Quinton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546240.0	Jr	0	0
2016	12380	186	Dist. Columbia	26	1546253.0	Payne, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546253.0	Sr	12	12
2016	12380	186	Dist. Columbia	19	1778298.0	Taylor, Edmund	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778298.0	N/A	12	4
2016	12380	186	Dist. Columbia	1	1546259.0	Thompson-Marshall, Brock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546259.0	Jr	12	12
2016	12380	186	Dist. Columbia	12	1778296.0	Thordsen, Malte	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778296.0	N/A	5	0
2016	12380	8956	Dominican (NY)	27	1764529.0	Arent, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764529.0	Fr	15	13
2016	12380	8956	Dominican (NY)	22	1655143.0	Augustin, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655143.0	So	8	0
2016	12380	8956	Dominican (NY)	13	1545916.0	Blickley, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545916.0	Sr	5	1
2016	12380	8956	Dominican (NY)	24	1764535.0	Burgess, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764535.0	Fr	6	0
2016	12380	8956	Dominican (NY)	17	1545914.0	Driscoll, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545914.0	Jr	11	7
2016	12380	8956	Dominican (NY)	21	1764527.0	Fabilli, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764527.0	Fr	13	11
2016	12380	8956	Dominican (NY)	35	1545918.0	Felix, Kessler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545918.0	Jr	15	0
2016	12380	8956	Dominican (NY)	41	1764532.0	George, Shawn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764532.0	So	9	1
2016	12380	8956	Dominican (NY)	23	1545920.0	Giddings, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545920.0	Jr	15	15
2016	12380	8956	Dominican (NY)	6	1655145.0	Heegan, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655145.0	So	14	2
2016	12380	8956	Dominican (NY)	29	1655150.0	Heegan, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655150.0	So	13	2
2016	12380	8956	Dominican (NY)	25	1764528.0	Israel, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764528.0	Fr	15	10
2016	12380	8956	Dominican (NY)	32	1655151.0	Kelly, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655151.0	So	12	0
2016	12380	8956	Dominican (NY)	19	1655147.0	Larrea, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655147.0	So	10	2
2016	12380	8956	Dominican (NY)	30	1764530.0	Maher, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764530.0	Fr	14	0
2016	12380	8956	Dominican (NY)	18	1655146.0	Mayer, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655146.0	So	14	13
2016	12380	8956	Dominican (NY)	42	1764533.0	Palmer, Shaun	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764533.0	Fr	6	1
2016	12380	8956	Dominican (NY)	16	1764526.0	Polanco, Cristopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764526.0	Fr	15	0
2016	12380	8956	Dominican (NY)	14	1764525.0	Pruchnick, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764525.0	Fr	10	0
2016	12380	8956	Dominican (NY)	8	1545912.0	Reeves, Conor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545912.0	Jr	15	14
2016	12380	8956	Dominican (NY)	2	1764522.0	Rivera, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764522.0	Fr	15	0
2016	12380	8956	Dominican (NY)	7	1655153.0	Rivera, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655153.0	Jr	1	0
2016	12380	8956	Dominican (NY)	40	1655156.0	Sandelier, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655156.0	So	7	1
2016	12380	8956	Dominican (NY)	34	1764531.0	Sciulli, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764531.0	Fr	13	0
2016	12380	8956	Dominican (NY)	37	1655154.0	Shields, Phil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655154.0	So	15	15
2016	12380	8956	Dominican (NY)	48	1764534.0	Souza, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764534.0	Fr	12	12
2016	12380	8956	Dominican (NY)	11	1545913.0	Villaman, Carlos	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545913.0	Jr	14	3
2016	12380	8956	Dominican (NY)	10	1764524.0	Ward, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764524.0	Fr	13	0
2016	12380	8956	Dominican (NY)	28	1655149.0	Wiberly, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655149.0	So	15	14
2016	12380	8956	Dominican (NY)	3	1764523.0	Yulfo, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764523.0	Fr	14	13
2016	12380	2692	Dowling	26	1776921.0	Albi, Dominic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776921.0	N/A	15	15
2016	12380	2692	Dowling	8	1776912.0	Anderson, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776912.0	N/A	15	15
2016	12380	2692	Dowling	44	1663530.0	Astologo, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663530.0	Fr	0	0
2016	12380	2692	Dowling	44	1666175.0	Astrologo, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666175.0	Fr	15	14
2016	12380	2692	Dowling	6	1777751.0	Badour, Carter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777751.0	N/A	8	1
2016	12380	2692	Dowling	34	1542095.0	Cespites, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542095.0	Jr	0	0
2016	12380	2692	Dowling	28	1777752.0	Clark, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777752.0	N/A	14	13
2016	12380	2692	Dowling	43	1663529.0	Conroy, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663529.0	Fr	0	0
2016	12380	2692	Dowling	21	1444669.0	Crough, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444669.0	Jr	0	0
2016	12380	2692	Dowling	20	1776919.0	Cummings, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776919.0	N/A	15	15
2016	12380	2692	Dowling	24	1780527.0	Deagan, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780527.0	N/A	9	0
2016	12380	2692	Dowling	16	1776916.0	DiMonti, Tony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776916.0	N/A	8	0
2016	12380	2692	Dowling	3	1542096.0	Drane, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542096.0	Sr	9	8
2016	12380	2692	Dowling	31	1776922.0	Ferrara, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776922.0	N/A	3	0
2016	12380	2692	Dowling	31	1447004.0	Fitzpatrick, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1447004.0	Jr	0	0
2016	12380	2692	Dowling	10	1671364.0	Fox, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671364.0	Fr	4	0
2016	12380	2692	Dowling	40	1781464.0	Gibbons, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781464.0	N/A	3	0
2016	12380	2692	Dowling	33	1666176.0	Gluchowski, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1666176.0	Fr	15	15
2016	12380	2692	Dowling	39	1542097.0	Harron, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542097.0	Jr	0	0
2016	12380	2692	Dowling	12	1663527.0	Hillkewicz, Eddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663527.0	Fr	15	0
2016	12380	2692	Dowling	11	1542098.0	Hin, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542098.0	Sr	0	0
2016	12380	2692	Dowling	1	1663523.0	Iaconetti, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663523.0	Fr	0	0
2016	12380	2692	Dowling	5	1776911.0	Keenan, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776911.0	N/A	7	0
2016	12380	2692	Dowling	21	1776920.0	Kinney, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776920.0	N/A	15	0
2016	12380	2692	Dowling	7	1542099.0	Kreuscher, Steve	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542099.0	Sr	13	8
2016	12380	2692	Dowling	8	1668261.0	Layton, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1668261.0	Fr	0	0
2016	12380	2692	Dowling	24	1445603.0	Lupia, Myles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445603.0	Jr	0	0
2016	12380	2692	Dowling	35	1449305.0	McDermott, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1449305.0	Jr	4	0
2016	12380	2692	Dowling	36	1447003.0	McMenamy, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1447003.0	Jr	14	7
2016	12380	2692	Dowling	27	1663528.0	Murray, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663528.0	Fr	15	0
2016	12380	2692	Dowling	15	1776915.0	Olivero, Victor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776915.0	N/A	4	0
2016	12380	2692	Dowling	5	1663525.0	Parker, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663525.0	Fr	10	0
2016	12380	2692	Dowling	14	1776914.0	Pereira, Elias	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776914.0	N/A	1	0
2016	12380	2692	Dowling	19	1776918.0	Ragland, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776918.0	N/A	2	0
