year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11580	929	Adams St.	-	TEAM	-	-	-	3	 	 	 	""	 	""	 	""	 	 	 	2	1	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	929	Adams St.	-	Totals	-	-	-	11	 	108	56	164	471	0.229	246	0.522	4	12	2	328	172	113	116	240	0.483	81	3,630	 	 	668:50	104	9.330	90	0.464	 	 	168	206	0.816
2014	11580	929	Adams St.	-	Opponent Totals	-	-	-	11	 	104	56	160	351	0.296	194	0.553	7	16	2	303	206	88	124	240	0.517	58	3,120	 	 	668:50	108	9.689	138	0.561	 	 	162	223	0.726
2014	11580	3	Adelphi	-	TEAM	-	-	-	8	 	1	 	""	 	""	1	""	 	 	 	 	7	 	 	""	""	1	30	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	3	Adelphi	-	Totals	-	-	-	19	 	253	119	372	919	0.275	513	0.558	17	27	2	726	306	144	310	472	0.657	86	4,260	 	 	1142:22	161	8.456	205	0.560	 	 	306	358	0.855
2014	11580	3	Adelphi	-	Opponent Totals	-	-	-	19	 	161	77	238	636	0.253	366	0.575	2	25	2	525	322	142	162	472	0.343	86	4,290	 	 	1142:22	253	13.288	260	0.507	 	 	337	405	0.832
2014	11580	934	Alderson Broaddus	-	TEAM	-	-	-	5	 	 	 	""	 	""	1	""	 	 	 	 	15	2	 	""	""	1	60	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	934	Alderson Broaddus	-	Totals	-	-	-	14	 	84	44	128	341	0.246	211	0.619	 	16	3	372	309	102	112	353	0.317	62	3,270	 	 	835:28	257	18.457	228	0.470	 	 	170	261	0.651
2014	11580	934	Alderson Broaddus	-	Opponent Totals	-	-	-	14	 	257	133	390	720	0.357	485	0.674	13	24	4	598	234	172	261	378	0.690	74	3,660	 	 	835:28	84	6.033	127	0.602	 	 	212	238	0.891
2014	11580	22	American Int'l	-	TEAM	-	-	-	10	 	 	 	""	 	""	 	""	 	 	 	1	2	 	 	""	""	2	60	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	22	American Int'l	-	Totals	-	-	-	16	 	141	88	229	500	0.282	326	0.652	2	22	1	475	337	111	185	393	0.471	95	5,190	 	 	960:00	207	12.938	236	0.533	 	 	232	304	0.763
2014	11580	22	American Int'l	-	Opponent Totals	-	-	-	16	 	207	132	339	676	0.306	443	0.655	14	27	2	547	284	138	208	393	0.529	68	3,510	 	 	960:00	141	8.812	185	0.567	 	 	236	281	0.840
2014	11580	36	Assumption	-	TEAM	-	-	-	7	 	 	 	""	 	""	 	""	 	 	 	 	9	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	36	Assumption	-	Totals	-	-	-	14	 	126	79	205	484	0.260	298	0.616	5	17	3	435	244	80	179	316	0.566	65	3,270	 	 	840:34	141	10.065	138	0.495	 	 	209	241	0.867
2014	11580	36	Assumption	-	Opponent Totals	-	-	-	14	 	141	74	215	468	0.301	279	0.596	9	19	 	405	228	95	137	316	0.434	69	3,480	 	 	840:34	126	8.994	172	0.577	 	 	213	276	0.772
2014	11580	2683	Belmont Abbey	-	TEAM	-	-	-	5	 	 	 	""	 	""	 	""	 	 	 	 	9	 	 	""	""	1	60	 	 	 	""	""	 	""	 	 	 	 	""
2014	11580	2683	Belmont Abbey	-	Totals	-	-	-	16	 	181	70	251	643	0.281	407	0.633	6	25	3	444	249	147	170	410	0.415	66	3,240	 	 	965:29	176	10.938	145	0.452	 	 	270	304	0.888
2014	11580	2683	Belmont Abbey	-	Opponent Totals	-	-	-	16	 	176	75	251	552	0.319	321	0.582	10	19	 	530	319	121	240	410	0.585	91	4,650	 	 	965:29	181	11.248	226	0.555	 	 	254	326	0.779
2014	11580	56	Bentley	-	TEAM	-	-	-	10	 	 	 	""	 	""	 	""	 	 	 	 	17	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
