year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2012	10860	1	721	Air Force	40	1095930	Boyle, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1095930	""	Sr	3	0
2012	10860	1	721	Air Force	0	1313067	Burgess, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313067	""	Fr	13	6
2012	10860	1	721	Air Force	28	1313068	Burke, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313068	""	Fr	10	0
2012	10860	1	721	Air Force	4	1194898	Cassady, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194898	""	So	13	13
2012	10860	1	721	Air Force	12	1194904	Crampton, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194904	""	So	13	13
2012	10860	1	721	Air Force	23	1194909	Curran, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194909	""	So	11	4
2012	10860	1	721	Air Force	32	1313069	De Pol, Ryland	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313069	""	Fr	13	2
2012	10860	1	721	Air Force	37	986058	DeBonis, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=986058	""	Sr	13	0
2012	10860	1	721	Air Force	34	1194917	Dolan, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194917	""	So	5	0
2012	10860	1	721	Air Force	21	1313070	Dreyer, Keith	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313070	""	Fr	13	13
2012	10860	1	721	Air Force	3	1085436	Fox, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1085436	""	Jr	13	13
2012	10860	1	721	Air Force	20	986051	Gilbreath, Dayton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=986051	""	Sr	13	13
2012	10860	1	721	Air Force	5	1313071	Gunter, Davis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313071	""	Fr	13	13
2012	10860	1	721	Air Force	33	1194913	Hachtel, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194913	""	So	0	0
2012	10860	1	721	Air Force	6	1194899	Hanley, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194899	""	So	13	0
2012	10860	1	721	Air Force	11	1194903	Harris, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194903	""	So	13	0
2012	10860	1	721	Air Force	51	1194925	Harrison, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194925	""	Jr	9	0
2012	10860	1	721	Air Force	19	1194908	Hewitson, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1194908	""	So	4	0
2012	10860	1	721	Air Force	47	1085452	Hogan, Conor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1085452	""	Jr	4	0
2012	10860	1	721	Air Force	18	1313072	Hruby, Nate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=10860&stats_player_seq=1313072	""	Fr	11	0
