year	year_id	team_id	team_name	position	player_id	player_name	player_url	class_year	gp	gs	g	gs2	goals	assists	points	shots	shot_pct	sog	sog_pct	gwg	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	fo_pct	pen	pen_time	ggp	ggs	g_min	goals_allowed	gaa	saves	save_pct	rc	yc	clears	att	clear_pct
2016	12380	451	Mt. St. Vincent	33	1438324	McHugh, Liam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1438324	Sr	13	13	13	13			0								19	10	15				2	120												
2016	12380	451	Mt. St. Vincent	42	1650260	DiStefano, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650260	So	12	3	12	3			0								3	4	4				2	90												
2016	12380	451	Mt. St. Vincent	21	1650268	McDonald, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650268	So	12	7	12	7		1	1								5	4	7				2	120												
2016	12380	451	Mt. St. Vincent	40	1781774	Mackey, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781774	Fr	12	5	12	5	2	1	3	7	0.286	4	0.571				3	13	2				1	30												
2016	12380	451	Mt. St. Vincent	23	1650269	Bakakos, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650269	So	11	2	11	2			0								3	6							11	2	13,133	56	15.351	40	0.417					
2016	12380	451	Mt. St. Vincent	6	1665133	Brown, Jamare	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1665133	So	10	0	10			1	1								1	3	3																	
2016	12380	451	Mt. St. Vincent	28	1650270	Beck, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650270	So	10	3	10	3			0								3	1	3				1	60												
2016	12380	451	Mt. St. Vincent	3	1650263	Sullivan, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650263	So	10	0	10		1	1	2	2	0.500	1	0.500				1	2																		
2016	12380	451	Mt. St. Vincent	22	1549144	Dellacroce, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1549144	Jr	8	1	8	1	4	1	5	42	0.095	18	0.429				10	8	4				2	90												
2016	12380	451	Mt. St. Vincent	5	1781501	Royal, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781501	So	7	0	7				0	1		1	1.000						2	1	2	0.500														
2016	12380	451	Mt. St. Vincent	14	1782646	Diakite, Assane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782646	Fr	7	0	7				0	5		1	0.200				3	2					1	60												
2016	12380	451	Mt. St. Vincent	12	1779168	McLean, Jarrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779168	Fr	5	0	5				0	2		1	0.500					2																		
2016	12380	451	Mt. St. Vincent	19	1650277	Smyth, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650277	So	5	0	5				0								1	2							1		372	3	29.032							
2016	12380	451	Mt. St. Vincent	20	1783637	Jones, Cadeem	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783637	N/A	3	1	3	1			0								10	6	2																	
2016	12380	451	Mt. St. Vincent	26	1783124	Oke, Julius	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783124	N/A	2	1	2	1			0																											
2016	12380	453	Muhlenberg	27	1661724	Moyer, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661724	So	15	0	15			1	1	1		1	1.000				18	7	6	14	43	0.326	6	300												
2016	12380	453	Muhlenberg	36	1661722	Lafond, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661722	So	15	0	15			1	1								8	5	5				2	90												
2016	12380	453	Muhlenberg	25	1661725	Solomon, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661725	So	15	1	15	1			0								46	6	1	96	208	0.462														
2016	12380	453	Muhlenberg	15	1661719	Hess, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661719	So	15	11	15	11	8	5	13	31	0.258	20	0.645				10	13	2																	
2016	12380	453	Muhlenberg	1	1661727	Walter, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661727	So	15	0	15		3	4	7	23	0.130	16	0.696				6	13	2																	
2016	12380	453	Muhlenberg	14	1661713	Del Moro, Niko	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661713	So	15	15	15	15	20	4	24	88	0.227	45	0.511		5		26	21	10				4	270												
2016	12380	453	Muhlenberg	7	1772627	Chenworth, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772627	Fr	15	0	15			1	1	3		1	0.333				18	8	4				2	90												
2016	12380	453	Muhlenberg	13	1661709	Bergenty, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661709	So	15	14	15	14			0								47	12	16				10	660												
2016	12380	453	Muhlenberg	42	1772593	Doreste, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772593	Fr	15	3	15	3		2	2	11		6	0.545				4	8	2				1	60												
2016	12380	453	Muhlenberg	4	1532599	D'Alessandro, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532599	Jr	15	15	15	15	29	11	40	99	0.293	59	0.596	1	4		21	28	1																	
2016	12380	453	Muhlenberg	24	1434265	Casella, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434265	Sr	15	14	15	14	13	6	19	92	0.141	47	0.511	1	4		21	23	4				3	120												
2016	12380	453	Muhlenberg	50	1434269	DeSenna, Jashon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434269	Sr	15	15	15	15			0								26	4	14				5	300												
2016	12380	453	Muhlenberg	6	1434270	Larkin, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434270	Sr	15	15	15	15			0								30	17	1						15	15	51,112	153	10.776	176	0.535					
2016	12380	453	Muhlenberg	43	1532596	Weisberg, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532596	Jr	15	5	15	5	3	1	4	17	0.176	9	0.529		3		3	5																		
2016	12380	453	Muhlenberg	44	1434268	Bellucci, Louie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434268	Sr	14	1	14	1			0								7	1	1				3	150												
2016	12380	453	Muhlenberg	40	1772591	O'Hara, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772591	Fr	14	0	14				0								8	5	7	1	9	0.111	6	270												
2016	12380	453	Muhlenberg	31	1434267	Zipf, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434267	Sr	14	14	14	14	10	2	12	25	0.400	17	0.680		2		16	12	2				2	90												
2016	12380	453	Muhlenberg	10	1661723	Malloy, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661723	So	14	3	14	3	7	1	8	19	0.368	16	0.842	1			8	7	3				2	90												
2016	12380	453	Muhlenberg	35	1772590	Robbins, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772590	Fr	13	12	13	12			0								13	4	6				6	300												
2016	12380	453	Muhlenberg	17	1772585	Miller, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772585	Fr	13	0	13		2		2	4	0.500	2	0.500				25	5	4	22	46	0.478	1	30												
2016	12380	453	Muhlenberg	22	1772586	Ku, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772586	Jr	13	8	13	8	3		3	15	0.200	8	0.533				5	17	1																	
2016	12380	453	Muhlenberg	19	1661711	Brennan, Timmy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661711	So	11	0	11		2	1	3	5	0.400	3	0.600				6	3	2				3	150												
2016	12380	453	Muhlenberg	3	1532598	Brennan, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532598	Jr	10	0	10		2		2	5	0.400	4	0.800				1	3					1	60												
2016	12380	453	Muhlenberg	26	1532605	Parker, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532605	Jr	9	3	9	3			0								9	3	2				2	90												
2016	12380	453	Muhlenberg	9	1661712	Clarke, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661712	So	9	0	9				0								4	6	2				1	30												
2016	12380	453	Muhlenberg	41	1772592	Quinn, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772592	Fr	6	0	6				0																											
2016	12380	453	Muhlenberg	11	1772584	Smith, Jalen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772584	Jr	5	0	5				0	5		2	0.400				2	2	1				1	60												
2016	12380	453	Muhlenberg	8	1661714	Delaney, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661714	So	5	1	5	1			0								3	4	2	1	4	0.250	1	30												
2016	12380	453	Muhlenberg	2	1661720	Hrycenko, C.R.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661720	So	4	0	4				0																											
2016	12380	453	Muhlenberg	29	1772588	Skolnick, Marc	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772588	Fr	3	0	3				0																											
2016	12380	453	Muhlenberg	28	1532606	Ventre, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532606	Jr	3	0	3				0								2																			
2016	12380	453	Muhlenberg	12	1532604	Holbrook, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532604	Jr	3	0	3				0																											
2016	12380	453	Muhlenberg	48	1772594	Markey, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772594	Fr	3	0	3				0								2								3		2,888	8	9.972	5	0.385					
2016	12380	453	Muhlenberg	46	1661710	Bohrod, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661710	So	2	0	2				0	3		2	0.667																							
2016	12380	453	Muhlenberg	16	1434264	Bohrod, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1434264	Sr	1	0	1				0																											
2016	12380	455	Muskingum	28	1779258	Stizza, PJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779258	N/A	14	1	14	1			0	2		1	0.500				12	5		30	136	0.221														
2016	12380	455	Muskingum	2	1667636	DeGood, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667636	Sr	14	12	14	12	19	10	29	56	0.339	30	0.536		2		24	39	3				7	330												
2016	12380	455	Muskingum	12	1667645	Kern, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667645	So	14	2	14	2	9	2	11	71	0.127	37	0.521		5		10	23					2	90												
2016	12380	455	Muskingum	17	1667649	Rudy, Ohlen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667649	So	14	13	14	13			0	3		1	0.333				27	10	16				4	180												
2016	12380	455	Muskingum	34	1667653	Piciacchia, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667653	Sr	14	14	14	14			0								22	27	8				5	270												
2016	12380	455	Muskingum	8	1667673	Dappen, Phillip	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667673	So	14	14	14	14			0	1							31	12	4						14	14	50,267	190	13.607	206	0.520					
2016	12380	455	Muskingum	23	1668867	McGougan, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1668867	So	14	11	14	11	24	6	30	79	0.304	48	0.608	2	6		20	26	2				3	150												
2016	12380	455	Muskingum	2	1779253	Mealick, Zavier	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779253	N/A	14	13	14	13		3	3	12		4	0.333				19	26	1				4	210												
2016	12380	455	Muskingum	22	1779256	Bartosiewicz, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779256	N/A	14	14	14	14			0	2		2	1.000				22	22	19				19	1,140												
2016	12380	455	Muskingum	16	1667674	Ward, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667674	So	13	12	13	12			0	4		2	0.500				26	14	6				12	900								1				
2016	12380	455	Muskingum	10	1667643	Phoung, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667643	So	13	2	13	2			0								5	4	7				1	60												
2016	12380	455	Muskingum	24	1779257	Stacey, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779257	N/A	13	0	13		3	2	5	9	0.333	5	0.556				6	9	1																	
2016	12380	455	Muskingum	7	1779255	Szabo, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779255	N/A	13	5	13	5	8	3	11	33	0.242	15	0.455		3		19	17	2				4	240												
2016	12380	455	Muskingum	21	1667651	Baker, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667651	Jr	12	9	12	9	1		1	13	0.077	4	0.308				20	43	1	3	7	0.429	10	480												
2016	12380	455	Muskingum	14	1667647	Evick, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667647	Sr	12	4	12	4			0	3							11	21	1				3	240												
2016	12380	455	Muskingum	6	1667641	Haas, Tucker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667641	So	12	12	12	12	16	4	20	76	0.211	43	0.566		1		65	34	7	78	165	0.473	17	840												
2016	12380	455	Muskingum	4	1779254	Stewart, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779254	N/A	12	0	12		1		1	9	0.111	4	0.444				14	8	2				5	360												
2016	12380	455	Muskingum	33	1779259	Leon, Eddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1779259	N/A	11	2	11	2			0								12	9	7				7	330												
2016	12380	455	Muskingum	11	1667644	Hammond, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667644	Sr	4	0	4			1	1	1							11	11	3				1	60												
2016	12380	455	Muskingum	40	1667655	Masterson, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667655	Jr	1	0	1				0	1																										
2016	12380	461	Nazareth	32	1443298	O'Neill, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443298	Jr	18	1	18	1	34	8	42	104	0.327	51	0.490	1	11		17	13	3				1	60												
2016	12380	461	Nazareth	9	1774974	Chapman, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774974	N/A	18	0	18		4	5	9	23	0.174	15	0.652				13	9					1	30												
2016	12380	461	Nazareth	7	1552201	Arnold, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1552201	So	18	0	18		12	1	13	40	0.300	26	0.650		3		3	10																		
2016	12380	461	Nazareth	44	1552207	Loscalzo, Vincent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1552207	So	18	18	18	18			0	2		1	0.500				13	3	9				12	630												
2016	12380	461	Nazareth	22	1556557	Defliese, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1556557	So	18	14	18	14			0	2		1	0.500				22	6	13				14	660												
2016	12380	461	Nazareth	10	1557973	Eiskant, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1557973	So	18	0	18		15	15	30	65	0.231	35	0.538	1	8		13	15	2																	
2016	12380	461	Nazareth	12	1667232	Gray, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667232	Fr	18	0	18		8	2	10	24	0.333	15	0.625	2			6	14	1				1	30												
2016	12380	461	Nazareth	43	1667234	Partridge, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667234	Fr	18	10	18	10	1	5	6	3	0.333	1	0.333				39	6	10				6	300												
2016	12380	461	Nazareth	15	1669044	Walter, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669044	Fr	18	17	18	17	31	3	34	53	0.585	46	0.868	4	1		10	3	3				6	180												
2016	12380	461	Nazareth	28	1443249	Haefele, Troy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443249	Jr	18	18	18	18	45	32	77	117	0.385	74	0.632		11		49	21	8				9	390												
2016	12380	461	Nazareth	4	1774973	DeLisle, Seth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774973	N/A	18	17	18	17	2		2	10	0.200	3	0.300				100	6	2	236	394	0.599	1	30												
2016	12380	461	Nazareth	18	1443247	O'Brien, Keanan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443247	Jr	18	18	18	18			0	1							30	8	18				5	270												
2016	12380	461	Nazareth	6	1443246	Wooters, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443246	Sr	18	18	18	18	49	61	110	134	0.366	95	0.709	1	6		30	37	12				6	270												
2016	12380	461	Nazareth	1	1443245	Brown, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443245	Jr	17	14	17	14			0	1							17	6	1				1	30	17	13	42,573	145	12.261	134	0.480					
2016	12380	461	Nazareth	41	1556558	Burdick, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1556558	So	17	0	17		14	10	24	58	0.241	25	0.431	2	4		21	17	3				2	60												
2016	12380	461	Nazareth	35	1552206	Longo, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1552206	So	17	17	17	17	10	10	20	24	0.417	19	0.792				76	10	15				3	120												
2016	12380	461	Nazareth	38	1774988	Cegielski, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774988	N/A	16	0	16				0	1		1	1.000				9	4	5				2	120												
2016	12380	461	Nazareth	11	1774976	Basile, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774976	N/A	15	0	15		13	3	16	26	0.500	19	0.731	1	1		10	7	3				2	90												
2016	12380	461	Nazareth	25	1669045	Murphy, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669045	Fr	15	1	15	1	2	2	4	12	0.167	7	0.583				8	6	2				1	30												
2016	12380	461	Nazareth	2	1667739	Fry, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1667739	Fr	15	0	15		5	1	6	21	0.238	13	0.619				7	3					1	30												
2016	12380	461	Nazareth	16	1671391	Shaner, Gavin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671391	Fr	14	0	14		1		1	2	0.500	2	1.000				31	3		62	106	0.585														
2016	12380	461	Nazareth	36	1556847	Cuciti, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1556847	So	11	4	11	4			0								6	3							11	4	14,863	43	10.415	42	0.494					
2016	12380	461	Nazareth	23	1774977	Gratz, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774977	N/A	11	1	11	1			0	2		2	1.000				19	2	1	21	33	0.636														
2016	12380	461	Nazareth	40	1774989	Crowley, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774989	N/A	11	2	11	2	9	3	12	19	0.474	15	0.789				2	2																		
2016	12380	461	Nazareth	21	1444311	McKercher, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444311	Sr	10	1	10	1	1	1	2	7	0.143	2	0.286					4					2	60												
2016	12380	461	Nazareth	19	1552205	Bond, Andre	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1552205	So	10	5	10	5		1	1	2							14	5	3				1	30												
2016	12380	461	Nazareth	8	1782466	Goldbourn, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782466	Fr	10	0	10				0	1		1	1.000				5	5	4																	
2016	12380	461	Nazareth	31	1774987	Loscalzo, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774987	N/A	9	0	9		3	2	5	18	0.167	9	0.500				9	5	2				4	150												
2016	12380	461	Nazareth	29	1782470	Deuley, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782470	N/A	9	0	9		2		2	4	0.500	2	0.500				7		3																	
2016	12380	461	Nazareth	39	1444312	Archung, Damond	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444312	Sr	8	4	8	4		1	1								3	3	2				3	180												
2016	12380	461	Nazareth	26	1669375	Bickford, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1669375	Fr	7	0	7		1		1	9	0.111	3	0.333					3	1																	
2016	12380	461	Nazareth	33	1671393	Rodin, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671393	Fr	7	0	7		6	3	9	9	0.667	7	0.778		1	1	3	2																		
2016	12380	461	Nazareth	16	1782469	Utz, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782469	N/A	7	0	7			2	2	1		1	1.000				5	1	1				1	30												
2016	12380	461	Nazareth	30	1782540	Annal, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782540	N/A	6	0	6		2	2	4	9	0.222	4	0.444				6	1																		
2016	12380	461	Nazareth	41	1782543	May, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782543	N/A	6	0	6		2		2	6	0.333	5	0.833				4	2					1	60												
2016	12380	461	Nazareth	13	1782467	Johnson, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782467	N/A	5	0	5		2	1	3	12	0.167	6	0.500				3	3					1	60												
2016	12380	461	Nazareth	35	1671395	Kronenwett, Rick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671395	Fr	5	0	5				0								1								5		2,372	5	7.589	7	0.583					
2016	12380	461	Nazareth	34	1782541	McCormick, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782541	N/A	5	0	5				0								3	1					1	30												
2016	12380	461	Nazareth	42	1782544	O'Toole, Robbie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782544	N/A	4	0	4				0								6								4		4,992	14	10.096	11	0.440					
2016	12380	461	Nazareth	46	1782545	May, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782545	N/A	4	0	4		2	3	5	9	0.222	5	0.556				2																			
2016	12380	461	Nazareth	14	1671390	Olbrich, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671390	Fr	4	0	4		2	1	3	3	0.667	3	1.000				2	1					1	60												
2016	12380	461	Nazareth	14	1782468	Riis, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782468	N/A	3	0	3				0										1																	
2016	12380	461	Nazareth	39	1782542	Gefell, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1782542	N/A	2	0	2				0								1																			
2016	12380	461	Nazareth	27	1783398	Miles, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783398	N/A	2	0	2				0																											
2016	12380	461	Nazareth	37	1783638	Manzella, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783638	N/A	1	0	1				0																											
2016	12380	461	Nazareth	45	1783639	Lewis, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783639	N/A	1	0	1				0																											
2016	12380	1254	Neumann	20	1663038	Montgomery, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663038	So	13	7	13	7			0								7	9	3																	
2016	12380	1254	Neumann	15	1440556	Betts, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440556	Sr	13	13	13	13		1	1	4		3	0.750				31	23	16				7	450												
2016	12380	1254	Neumann	12	1776407	Lee, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776407	Jr	13	13	13	13	12	7	19	62	0.194	37	0.597		7		16	52	3				12	600									1			
2016	12380	1254	Neumann	8	1776406	McClelland, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776406	Fr	13	2	13	2		1	1	1		1	1.000				15	6		7	32	0.219	2	60												
2016	12380	1254	Neumann	3	1663039	Martin, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663039	Jr	13	13	13	13			0	7		2	0.286				51	16	24	49	148	0.331	19	990												
2016	12380	1254	Neumann	1	1776410	Viscuse, Ricky	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776410	Sr	13	5	13	5	8	5	13	35	0.229	17	0.486		1		25	28	4				6	240												
2016	12380	1254	Neumann	22	1665896	Lassiter, Ron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1665896	Sr	13	1	13	1	9	1	10	55	0.164	26	0.473		2		12	9	1				4	210												
2016	12380	1254	Neumann	11	1663045	Gibson, Antonio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663045	So	13	13	13	13		1	1								81	25	2						13	12	46,800	209	16.077	194	0.481					
2016	12380	1254	Neumann	10	1545713	Schlimme, Tylar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545713	Sr	13	5	13	5	3	4	7	20	0.150	11	0.550		1		39	31	6				6	270												
2016	12380	1254	Neumann	14	1663033	Fagan, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1663033	So	13	10	13	10	13	1	14	51	0.255	33	0.647		1		21	16	4				2	60												
2016	12380	1254	Neumann	5	1776405	Glanzel, Xavier	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776405	Fr	13	13	13	13	1		1	6	0.167	4	0.667				55	23	15	36	135	0.267	6	300												
2016	12380	1254	Neumann	2	1776404	Neri, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776404	Sr	12	12	12	12	6	8	14	25	0.240	14	0.560				33	18	7				14	690												
2016	12380	1254	Neumann	26	1776409	Levik, Sergy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776409	So	12	0	12				0								2	15	2																	
