year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	3	4	Adrian	18	1781756	Bordeaux, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781756	""	Jr	6	2
2016	12380	3	4	Adrian	23	1321458	Boyd, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1321458	""	Sr	15	14
2016	12380	3	4	Adrian	26	1776750	Caldwell, Morgan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1776750	""	Fr	6	3
2016	12380	3	4	Adrian	3	1656297	Clark, Callum	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656297	""	So	11	11
2016	12380	3	4	Adrian	37	1656303	Desmadryl, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656303	""	So	15	13
2016	12380	3	4	Adrian	45	1656304	Dugan, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656304	""	So	6	1
2016	12380	3	4	Adrian	11	1781757	Duncan, Joel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781757	""	Sr	2	2
2016	12380	3	4	Adrian	35	1549599	Farrelly, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1549599	""	Sr	14	14
2016	12380	3	4	Adrian	13	1777564	Fischl, Zac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777564	""	Sr	10	1
2016	12380	3	4	Adrian	25	1781758	Guerra, Javier	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781758	""	Sr	9	6
2016	12380	3	4	Adrian	9	1781759	Hohl, Gerin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781759	""	So	2	0
2016	12380	3	4	Adrian	10	1777566	Hudson, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777566	""	Sr	15	14
2016	12380	3	4	Adrian	14	1777565	Neal, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777565	""	Sr	8	1
