year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2010	10301	721	Air Force	-	TEAM	-	-	-	11	""	0	0	0	0	""	0	""	0	0	0	1	15	0	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	721	Air Force	-	Totals	-	-	-	13	 	84	47	131	420	0.200	226	0.538	1	9	1	307	231	104	114	257	0.444	50	42:30	""	""	13:02	134	10.274	126	0.485	0	0
2010	10301	721	Air Force	-	Opponent Totals	-	-	-	13	 	134	90	224	448	0.299	260	0.580	12	19	0	384	235	99	143	257	0.556	48	38:00	0	0	13:02	84	6.440	142	0.628	0	0
2010	10301	14	Albany (NY)	-	TEAM	-	-	-	7	""	0	0	0	0	""	0	""	0	0	0	6	12	0	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	14	Albany (NY)	-	Totals	-	-	-	16	 	133	73	206	523	0.254	296	0.566	5	17	2	493	318	114	156	373	0.418	59	45:30	""	""	960:00	184	0.192	190	0.508	0	0
2010	10301	14	Albany (NY)	-	Opponent Totals	-	-	-	16	 	184	104	288	602	0.306	374	0.621	11	13	1	605	293	140	217	373	0.582	52	40:00	0	0	960:00	133	0.139	163	0.551	0	0
2010	10301	725	Army West Point	-	TEAM	-	-	-	13	""	0	0	0	0	""	0	""	0	0	0	0	27	0	""	0	""	1	1:00	""	""	""	""	""	""	""	0	0
2010	10301	725	Army West Point	-	Totals	-	-	-	17	 	151	106	257	534	0.283	323	0.605	11	24	2	475	272	143	155	372	0.417	77	62:00	""	""	1037:12	161	0.155	202	0.556	0	0
2010	10301	725	Army West Point	-	Opponent Totals	-	-	-	17	 	161	73	234	615	0.262	363	0.590	6	21	0	542	271	133	217	372	0.583	60	47:00	0	0	1037:12	151	0.146	172	0.533	1	0
2010	10301	52	Bellarmine	-	TEAM	-	-	-	13	""	0	0	0	0	""	0	""	0	0	0	5	20	1	""	0	""	1	0:30	""	""	""	""	""	""	""	0	0
2010	10301	52	Bellarmine	-	Totals	-	-	-	15	 	152	101	253	485	0.313	322	0.664	9	22	1	419	291	123	171	370	0.462	66	51:30	""	""	899:47	171	11.403	172	0.501	0	0
2010	10301	52	Bellarmine	-	Opponent Totals	-	-	-	15	 	171	99	270	545	0.314	343	0.629	6	29	1	464	293	126	199	370	0.538	59	51:30	0	0	899:47	152	10.136	170	0.528	0	0
2010	10301	62	Binghamton	-	TEAM	-	-	-	10	""	0	0	0	0	""	0	""	0	0	0	18	11	1	""	0	""	0	0:00	1	0	0:24	1	2.500	0	0.000	0	0
2010	10301	62	Binghamton	-	Totals	-	-	-	14	 	132	72	204	469	0.281	274	0.584	4	17	0	397	264	85	159	346	0.460	28	17:30	""	""	848:12	166	0.196	146	0.468	0	0
2010	10301	62	Binghamton	-	Opponent Totals	-	-	-	14	 	166	88	254	510	0.325	312	0.612	10	12	1	443	253	90	187	346	0.540	54	39:30	0	0	848:12	132	0.156	142	0.518	0	0
2010	10301	80	Brown	-	TEAM	-	-	-	8	""	0	0	0	0	""	0	""	0	0	0	6	10	0	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	80	Brown	-	Totals	-	-	-	14	 	160	98	258	513	0.312	309	0.602	7	24	1	373	184	71	149	345	0.432	60	46:00	""	""	50,606	143	0.170	156	0.522	0	0
2010	10301	80	Brown	-	Opponent Totals	-	-	-	14	 	143	67	210	498	0.287	298	0.598	6	18	1	392	191	76	195	344	0.567	61	47:00	0	0	50,606	160	0.190	152	0.487	0	0
2010	10301	81	Bryant	-	TEAM	-	-	-	8	""	0	0	0	0	""	0	""	0	0	0	3	13	0	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	81	Bryant	-	Totals	-	-	-	17	 	146	74	220	556	0.263	319	0.574	12	27	0	537	307	159	189	311	0.608	53	41:00	""	""	1025:13	112	0.109	159	0.587	0	0
2010	10301	81	Bryant	-	Opponent Totals	-	-	-	17	 	112	60	172	460	0.243	271	0.589	5	12	1	452	297	154	122	311	0.392	62	48:30	0	0	1025:13	146	0.142	173	0.542	0	0
2010	10301	83	Bucknell	-	TEAM	-	-	-	7	""	0	0	0	0	""	0	""	0	0	0	5	8	0	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	83	Bucknell	-	Totals	-	-	-	14	 	146	83	229	498	0.293	325	0.653	8	19	1	483	211	141	171	302	0.566	43	38:00	""	""	14:06	111	7.866	137	0.552	0	0
2010	10301	83	Bucknell	-	Opponent Totals	-	-	-	14	 	111	84	195	405	0.274	248	0.612	6	12	3	383	245	119	131	302	0.434	60	50:00	0	0	14:06	146	10.346	179	0.551	0	0
2010	10301	116	Canisius	-	TEAM	-	-	-	10	""	0	0	0	0	""	0	""	0	0	0	1	18	0	""	0	""	1	0:30	""	""	""	""	""	""	""	0	0
2010	10301	116	Canisius	-	Totals	-	-	-	13	 	101	49	150	363	0.278	228	0.628	6	16	0	339	241	104	128	278	0.460	54	43:00	""	""	789	131	9.957	109	0.454	0	0
2010	10301	116	Canisius	-	Opponent Totals	-	-	-	13	 	131	74	205	415	0.316	240	0.578	7	19	0	361	267	84	150	278	0.540	49	38:30	0	0	789	101	7.676	127	0.557	0	0
2010	10301	153	Colgate	-	TEAM	-	-	-	6	""	0	0	0	0	""	0	""	0	0	0	5	9	1	""	0	""	0	0:00	""	""	""	""	""	""	""	0	0
2010	10301	153	Colgate	-	Totals	-	-	-	13	 	115	70	185	448	0.257	267	0.596	3	12	1	360	193	92	167	289	0.578	34	21:30	""	""	47,111	126	9.628	139	0.525	0	0
