year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11380	929	Adams St.	-	TEAM	-	-	-	11	 	 	 	""	 	""	 	""	 	 	 	1	10	 	5	8	0.625	1	30	 	 	 	""	""	 	""	 	 
2013	11380	929	Adams St.	-	Totals	-	-	-	12	 	116	58	174	481	0.241	256	0.532	3	15	 	456	235	142	131	298	0.440	68	3,990	 	 	720:00	140	11.667	101	0.419	 	 
2013	11380	929	Adams St.	-	Opponent Totals	-	-	-	12	 	140	90	230	400	0.350	241	0.603	9	22	3	493	293	108	167	298	0.560	57	2,730	 	 	720:00	116	9.667	140	0.547	 	 
2013	11380	3	Adelphi	-	TEAM	-	-	-	8	 	 	 	""	 	""	 	""	 	 	 	 	13	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	3	Adelphi	-	Totals	-	-	-	17	 	208	115	323	708	0.294	436	0.616	14	22	4	618	310	129	260	388	0.670	75	3,570	 	 	1021:59	127	7.456	201	0.613	 	 
2013	11380	3	Adelphi	-	Opponent Totals	-	-	-	17	 	127	67	194	554	0.229	328	0.592	3	14	1	495	295	127	128	388	0.330	75	3,720	 	 	1021:59	208	12.212	228	0.523	 	 
2013	11380	934	Alderson Broaddus	-	TEAM	-	-	-	10	 	 	 	""	14	""	 	""	 	 	 	2	39	1	1	""	""	2	90	 	 	 	""	""	 	""	 	 
2013	11380	934	Alderson Broaddus	-	Totals	-	-	-	13	 	75	39	114	318	0.236	182	0.572	 	14	 	351	313	90	130	349	0.372	83	4,350	 	 	46,976	245	18.776	184	0.429	 	 
2013	11380	934	Alderson Broaddus	-	Opponent Totals	-	-	-	13	 	245	160	405	616	0.398	429	0.696	13	30	9	511	256	106	216	346	0.624	80	4,140	 	 	46,976	75	5.748	123	0.621	 	 
2013	11380	22	American Int'l	-	TEAM	-	-	-	12	 	 	 	""	 	""	 	""	 	 	 	1	14	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	22	American Int'l	-	Totals	-	-	-	15	 	105	58	163	438	0.240	260	0.594	1	18	2	454	363	122	139	364	0.382	107	5,430	 	 	900:36	212	14.124	224	0.514	 	 
2013	11380	22	American Int'l	-	Opponent Totals	-	-	-	15	 	212	129	341	752	0.282	436	0.580	14	37	4	578	314	159	225	364	0.618	83	3,900	 	 	900:36	105	6.995	155	0.596	 	 
2013	11380	36	Assumption	-	TEAM	-	-	-	4	 	 	 	""	 	""	 	""	 	 	 	 	4	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	36	Assumption	-	Totals	-	-	-	13	 	101	57	158	329	0.307	192	0.584	3	14	 	419	257	72	128	286	0.448	62	3,120	 	 	780:00	142	10.923	155	0.522	 	 
2013	11380	36	Assumption	-	Opponent Totals	-	-	-	13	 	142	103	245	504	0.282	297	0.589	10	24	 	485	212	117	158	286	0.552	63	2,940	 	 	780:00	101	7.769	91	0.474	 	 
2013	11380	2683	Belmont Abbey	-	TEAM	-	-	-	5	 	 	 	""	 	""	 	""	 	 	 	1	9	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	2683	Belmont Abbey	-	Totals	-	-	-	17	 	214	126	340	668	0.320	426	0.638	11	27	3	475	267	159	194	426	0.455	73	3,840	 	 	1025:09	160	9.364	165	0.508	 	 
2013	11380	2683	Belmont Abbey	-	Opponent Totals	-	-	-	17	 	160	81	241	552	0.290	325	0.589	6	14	1	527	336	119	232	428	0.542	84	4,650	 	 	1025:09	214	12.525	212	0.498	 	 
2013	11380	56	Bentley	-	TEAM	-	-	-	8	 	 	 	""	 	""	 	""	 	 	 	2	11	 	 	""	""	1	30	 	 	 	""	""	 	""	 	 
2013	11380	56	Bentley	-	Totals	-	-	-	11	 	83	48	131	381	0.218	231	0.606	4	15	 	345	231	89	140	222	0.631	46	2,040	 	 	677:20	98	8.681	106	0.520	 	 
2013	11380	56	Bentley	-	Opponent Totals	-	-	-	11	 	98	53	151	326	0.301	204	0.626	7	13	 	317	222	103	82	222	0.369	51	2,730	 	 	677:20	83	7.352	148	0.641	 	 
2013	11380	1001	Catawba	-	TEAM	-	-	-	3	 	 	 	""	 	""	 	""	 	 	 	 	2	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	1001	Catawba	-	Totals	-	-	-	17	 	200	99	299	711	0.281	433	0.609	9	22	1	555	292	98	229	464	0.494	89	4,260	 	 	1027:16	211	12.324	200	0.487	 	 
2013	11380	1001	Catawba	-	Opponent Totals	-	-	-	17	 	211	108	319	703	0.300	411	0.585	8	30	 	586	281	141	235	464	0.506	77	3,750	 	 	1027:16	200	11.681	233	0.538	 	 
2013	11380	21323	Chestnut Hill	-	TEAM	-	-	-	7	 	 	 	""	 	""	 	""	 	 	 	 	8	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 
2013	11380	21323	Chestnut Hill	-	Totals	-	-	-	13	 	138	89	227	422	0.327	278	0.659	7	23	3	334	196	90	126	307	0.410	74	3,450	 	 	779:39	132	10.158	156	0.542	 	 
2013	11380	21323	Chestnut Hill	-	Opponent Totals	-	-	-	13	 	132	71	203	451	0.293	288	0.639	6	22	 	382	202	88	181	307	0.590	69	3,600	 	 	779:39	138	10.620	140	0.504	 	 
2013	11380	1023	Coker	-	TEAM	-	-	-	9	 	 	 	""	 	""	 	""	 	 	 	1	11	 	 	""	""	1	30	 	 	 	""	""	 	""	 	 
2013	11380	1023	Coker	-	Totals	-	-	-	15	 	145	90	235	548	0.265	326	0.595	5	43	 	518	276	126	159	371	0.429	77	3,870	 	 	899:41	182	12.138	185	0.504	 	 
