year	year_id	team_id	team_name	position	player_id	player_name	player_url	class_year	gp	gs	g	gs2	goals	assists	points	shots	shot_pct	sog	sog_pct	gwg	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	fo_pct	pen	pen_time	ggp	ggs	g_min	goals_allowed	gaa	saves	save_pct	rc	yc	clears	att	clear_pct
2015	12121	233	Fla. Southern	35	1436061	Rivas, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1436061	Jr	1	0	1																				1		900	0	0.000	1	1.000					
2015	12121	230	Florida Tech	18	1533764	Wunder, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533764	So	16	11	16	11	1	1	2	4	0.250	2	0.500				107	8	1	224	359	0.624	5	210												
2015	12121	230	Florida Tech	22	1312624	Conley, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312624	Sr	16	6	16	6	24	15	39	99	0.242	48	0.485		6	1	19	28	2				5	270												
2015	12121	230	Florida Tech	4	1416954	Bacarella, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416954	Jr	16	6	16	6	14	4	18	65	0.215	36	0.554	1	5		12	16	2				2	60												
2015	12121	230	Florida Tech	12	1533763	Cherry, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533763	So	16	10	16	10				3		1	0.333				32	7	14				7	420												
2015	12121	230	Florida Tech	24	1533768	Zugelter, Austen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533768	So	16	0	16		9	4	13	62	0.145	40	0.645				15	6					1	60												
2015	12121	230	Florida Tech	44	1533777	Carlock, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533777	Sr	16	16	16	16	1	1	2	1	1.000	1	1.000				52	9	51				5	210												
2015	12121	230	Florida Tech	6	1648069	Terry, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1648069	Jr	16	14	16	14	37	4	41	140	0.264	80	0.571	2	6		23	18	5				4	210												
2015	12121	230	Florida Tech	23	1660298	Wynne, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1660298	N/A	16	16	16	16	27	27	54	75	0.360	51	0.680	3	3		35	38	5				3	150												
2015	12121	230	Florida Tech	42	1660300	Biller, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1660300	N/A	15	15	15	15	1			1	1.000	1	1.000				17	6	2						15	15	52,629	129	8.824	158	0.551					
2015	12121	230	Florida Tech	28	1533772	Filipow, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533772	So	15	11	15	11		1		1		1	1.000				28	5	9				2	120												
2015	12121	230	Florida Tech	10	1533762	Morrisette, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533762	So	15	8	15	8	19	8	27	52	0.365	30	0.577	3	6		20	23	1																	
2015	12121	230	Florida Tech	27	1312627	Schornagle, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312627	Sr	15	0	15		3	1	4	4	0.750	3	0.750				14	7	5				8	300												
2015	12121	230	Florida Tech	17	1312621	Nystrom, Stuart	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312621	Sr	15	14	15	14											9	6	6				4	210												
2015	12121	230	Florida Tech	20	1312623	Troese, Dominic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312623	Sr	15	2	15	2	1	1	2	1	1.000	1	1.000			1	15		9				3	180												
2015	12121	230	Florida Tech	34	1416953	Carlson, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416953	Jr	14	0	14		1	2	3	15	0.067	7	0.467				11	3	1																	
2015	12121	230	Florida Tech	15	1416947	Brown, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416947	Jr	14	0	14		1			2	0.500	2	1.000				25	4	5				1	60												
2015	12121	230	Florida Tech	21	1533766	Wynne, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533766	Jr	14	6	14	6	19	19	38	84	0.226	42	0.500		1		35	12					3	180												
2015	12121	230	Florida Tech	5	1648054	Hughes, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1648054	Fr	14	0	14		3	1	4	6	0.500	4	0.667		1		13	6	5				7	360												
2015	12121	230	Florida Tech	1	1312579	Marshner, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312579	Sr	13	0	13		1	3	4	6	0.167	5	0.833				5	4																		
2015	12121	230	Florida Tech	14	1312590	Isola, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312590	Sr	13	9	13	9	5	2	7	17	0.294	13	0.765				28	9	5				2	120												
2015	12121	230	Florida Tech	30	1416952	Cummins, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416952	Jr	12	0	12												5	3																		
2015	12121	230	Florida Tech	40	1533775	Abell, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533775	So	11	2	11	2	8			14	0.571	10	0.714	1			3	3					2	120												
2015	12121	230	Florida Tech	19	1648056	Dubios, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1648056	Fr	9	5	9	5											8	1	4																	
2015	12121	230	Florida Tech	16	1533779	Forrey, Ryen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533779	Jr	9	0	9		1	1	2	1	1.000	1	1.000				7		1	17	35	0.486														
2015	12121	230	Florida Tech	2	1312580	Bailey, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312580	Sr	8	1	8	1	1	2	3	5	0.200	2	0.400		1		6	5	1				1	30												
2015	12121	230	Florida Tech	9	1648055	Evans, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1648055	Fr	8	0	8			1		2		2	1.000				11	1	1																	
2015	12121	230	Florida Tech	3	1660297	Beason, Tate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1660297	N/A	7	0	7		2	2	4	4	0.500	3	0.750				3	1																		
2015	12121	230	Florida Tech	7	1662579	Errett, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1662579	N/A	7	7	7	7	19	6	25	52	0.365	34	0.654	1	3		17	18	3				2	120												
2015	12121	230	Florida Tech	37	1660299	Chase, Teddy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1660299	N/A	6	0	6												3						4	210												
2015	12121	230	Florida Tech	43	1533776	Zoll, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1533776	So	6	0	6												2																			
2015	12121	230	Florida Tech	11	1416946	McQuade, Conor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416946	Sr	6	0	6												1						2	60												
2015	12121	230	Florida Tech	13	1312589	Corbet, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1312589	Sr	4	0	4		1			1	1.000	1	1.000				2	1																		
2015	12121	230	Florida Tech	33	1648085	Koch, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1648085	Jr	4	1	4	1											4	2							3	1	4,971	18	13.036	10	0.357					
2015	12121	230	Florida Tech	45	1660301	Gillen, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1660301	N/A	3	0	3												1	1																		
2015	12121	230	Florida Tech	25	1416940	Patton, Asher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1416940	Jr	1	0	1					1																										
2015	12121	241	Franklin Pierce	19	1535603	Meyers, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535603	So	16	16	16	16	1	2	3	3	0.333	1	0.333				32	7	11				8	420												
2015	12121	241	Franklin Pierce	39	1665051	Lassow, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665051	Fr	16	0	16		5	2	7	32	0.156	18	0.562	1	2		3	3	3				2	120												
2015	12121	241	Franklin Pierce	6	1310481	Schorle, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310481	Sr	16	16	16	16											24	10	7				6	300												
2015	12121	241	Franklin Pierce	16	1310483	MacLellan, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310483	Sr	16	0	16		6			19	0.316	11	0.579				4	7					2	90												
2015	12121	241	Franklin Pierce	22	1310486	Denman, Don	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310486	Sr	16	16	16	16											31	21	1				2	120	16	16	55,769	133	8.585	192	0.591					
2015	12121	241	Franklin Pierce	26	1310487	Defemia, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310487	Sr	16	0	16		1			2	0.500	2	1.000				21	6	11	1	1	1.000	10	360												
2015	12121	241	Franklin Pierce	20	1665046	Morales, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665046	Fr	16	0	16												17	4	11				5	330												
2015	12121	241	Franklin Pierce	18	1665045	Chapdelaine, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665045	Fr	16	0	16		1	1	2	7	0.143	4	0.571				24	7	7	1	1	1.000	7	360												
2015	12121	241	Franklin Pierce	4	1427791	Burnett, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427791	Jr	16	16	16	16	35	10	45	97	0.361	60	0.619	4	3	1	26	46	5				6	300												
2015	12121	241	Franklin Pierce	27	1209003	Noonan, Eddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1209003	Sr	16	15	16	15	40	19	59	112	0.357	69	0.616	1	2	2	22	34	8				3	90												
2015	12121	241	Franklin Pierce	10	1427792	Caldeira, Brenden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427792	Jr	16	0	16		11	17	28	54	0.204	25	0.463	1	2		21	21	7				3	120												
2015	12121	241	Franklin Pierce	7	1665041	Delea, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665041	Fr	16	0	16		17	3	20	69	0.246	46	0.667	2	5		7	14	3																	
2015	12121	241	Franklin Pierce	1	1665040	Palumbo, Louis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665040	Fr	16	14	16	14	5	2	7	13	0.385	7	0.538	1			51	4	1	117	282	0.415	4	240												
2015	12121	241	Franklin Pierce	13	1427794	Kelly, Erik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427794	Sr	16	16	16	16	16	12	28	77	0.208	44	0.571		1		17	15	4				2	90												
2015	12121	241	Franklin Pierce	14	1427797	Leone, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427797	Jr	16	16	16	16	2	4	6	8	0.250	4	0.500				48	13	20	3	14	0.214	5	180												
2015	12121	241	Franklin Pierce	30	1427805	Sutton, Malcolm	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427805	Jr	16	16	16	16	2	2	4	3	0.667	3	1.000				39	10	17				3	240												
2015	12121	241	Franklin Pierce	11	1665043	Carney, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665043	Fr	15	8	15	8	9	10	19	24	0.375	16	0.667				20	16	8				2	120												
2015	12121	241	Franklin Pierce	12	1535601	Bradshaw, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535601	So	12	0	12					16		9	0.562				3	5	2																	
2015	12121	241	Franklin Pierce	32	1427799	Mallen, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427799	Jr	9	0	9												2																			
2015	12121	241	Franklin Pierce	2	1535599	DeLaura, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535599	So	8	0	8					1									1																	
2015	12121	241	Franklin Pierce	28	1535605	Moloney, Liam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535605	So	7	1	7	1				1								3																		
2015	12121	241	Franklin Pierce	24	1310484	Dargin, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310484	Sr	7	7	7	7	12	1	13	36	0.333	21	0.583	1	1	1	5	10	1				5	270												
2015	12121	241	Franklin Pierce	35	1665050	Mello, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665050	Fr	6	2	6	2											4	1	1	18	48	0.375														
2015	12121	241	Franklin Pierce	36	1427789	Burgio, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427789	So	5	0	5												1								5		767	0	0.000	1	1.000					
2015	12121	241	Franklin Pierce	8	1665053	Holmes, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665053	So	4	0	4												2						1	60												
2015	12121	241	Franklin Pierce	31	1665048	Massaro, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665048	Fr	4	0	4												5	3	1				1	60												
2015	12121	241	Franklin Pierce	21	1535604	D'Aprile, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535604	So	3	1	3	1	3	2	5	5	0.600	4	0.800	1			4	3	1																	
2015	12121	241	Franklin Pierce	41	1535609	Skinner, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535609	So	3	0	3					1		1	1.000																							
2015	12121	241	Franklin Pierce	5	1535600	LeClair, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535600	So	3	0	3														1	1	3	0.333														
2015	12121	241	Franklin Pierce	15	1665044	Wacksman, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665044	Fr	3	0	3																				3		836	2	8.612	8	0.800					
2015	12121	241	Franklin Pierce	33	1665049	Donlan, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665049	Fr	3	0	3												1						1	60												
2015	12121	241	Franklin Pierce	29	1535606	Chen, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535606	So	2	0	2												2																			
2015	12121	241	Franklin Pierce	17	1535602	Gallagher, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1535602	So	2	0	2					2								1																		
2015	12121	241	Franklin Pierce	25	1427798	Lockwood, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1427798	Jr	2	0	2					2		1	0.500					1					1	30												
2015	12121	241	Franklin Pierce	3	1310479	Stearns, Hilbert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1310479	Sr	2	0	2																															
2015	12121	241	Franklin Pierce	9	1665042	Lassow, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665042	Fr	2	0	2		1			1	1.000	1	1.000					1																		
2015	12121	241	Franklin Pierce	23	1665047	Pinto, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665047	Fr	2	0	2																				2		228	1	15.789							
2015	12121	241	Franklin Pierce	43	1665052	Nelson, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665052	Fr	1	0	1																															
2015	12121	362	LIU Post	35	1304730	Jeannotte, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304730	Sr	17	16	17	16	1	6	7	6	0.167	4	0.667				115	13	5	206	325	0.634	2	150												
2015	12121	362	LIU Post	1	1444619	Winne, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1444619	Jr	17	17	17	17											20	5	1						17	17	58,030	132	8.189	153	0.537					
2015	12121	362	LIU Post	14	1444613	Slane, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1444613	Jr	17	1	17	1	28	22	50	87	0.322	53	0.609	1	4		17	22	5				4	240												
2015	12121	362	LIU Post	16	1304717	Drost, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304717	Sr	17	1	17	1	27	27	54	91	0.297	48	0.527	2	2		18	15	5																	
2015	12121	362	LIU Post	29	1304724	Gruse, Steve	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304724	Sr	17	17	17	17											17	4	15				16	1,020												
2015	12121	362	LIU Post	40	1658785	Sweeney, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658785	So	17	12	17	12											10	6	7				3	120												
2015	12121	362	LIU Post	33	1542772	Caiazza, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542772	Sr	17	17	17	17	39	8	47	91	0.429	72	0.791		7		23	14	5				4	240												
2015	12121	362	LIU Post	44	1448398	Scalera, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1448398	Sr	17	9	17	9	2			3	0.667	2	0.667				67	7	24				6	330												
2015	12121	362	LIU Post	5	1444601	Berardis, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1444601	Jr	17	1	17	1	30	10	40	121	0.248	68	0.562	4	6		10	22	2																	
2015	12121	362	LIU Post	2	1658771	Bellando, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658771	Jr	17	17	17	17	44	14	58	110	0.400	72	0.655	3	5	3	32	22	9				2	90												
2015	12121	362	LIU Post	13	1444602	Beccaris, Matty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1444602	Jr	17	17	17	17	44	20	64	122	0.361	80	0.656	4	6	1	23	37	9				1	30												
2015	12121	362	LIU Post	31	1542771	Stern, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542771	So	16	15	16	15		1		1							27	5	9				5	270												
2015	12121	362	LIU Post	50	1658768	Alvarado, Kris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658768	Fr	16	1	16	1	4	2	6	11	0.364	8	0.727				15	10	5				4	120												
2015	12121	362	LIU Post	7	1658769	Ancona, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658769	So	16	3	16	3		1									16	5	6	1	4	0.250	5	300												
2015	12121	362	LIU Post	12	1304714	Woodley, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304714	Sr	15	14	15	14											13	2	12				13	660												
2015	12121	362	LIU Post	21	1304725	Chiocco, Robbie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304725	Sr	14	12	14	12		3		1		1	1.000				19	7	13				14	810												
2015	12121	362	LIU Post	22	1658779	Galeotafiore, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658779	So	13	0	13												13	2		20	45	0.444														
2015	12121	362	LIU Post	3	1658780	Harned, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658780	Fr	13	0	13		2	1	3	12	0.167	6	0.500				14	5																		
2015	12121	362	LIU Post	36	1542773	Mancuso, Jr., Richie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542773	So	12	0	12												7	3	2																	
2015	12121	362	LIU Post	54	1658774	Concannon, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658774	Fr	12	0	12												3	3	3				4	180												
2015	12121	362	LIU Post	15	1658772	Bisson, Eddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658772	Fr	10	0	10		2			5	0.400	4	0.800				3	3	1				1	30												
2015	12121	362	LIU Post	25	1658784	Roselle, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658784	Jr	9	0	9		4			6	0.667	5	0.833				5	6					1	30												
2015	12121	362	LIU Post	20	1663646	Liantonio, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1663646	So	9	0	9																															
2015	12121	362	LIU Post	18	1658778	Erickson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658778	Fr	8	0	8												5	2		20	39	0.513														
2015	12121	362	LIU Post	8	1542764	Faughnan, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542764	So	8	0	8					5		2	0.400					5																		
2015	12121	362	LIU Post	23	1542776	Rotondo, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542776	So	7	0	7													1	1																	
2015	12121	362	LIU Post	6	1658777	Donahoe, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658777	Fr	7	0	7												1	2	1																	
2015	12121	362	LIU Post	38	1663647	Gaghan, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1663647	So	6	0	6			1		2							1	5	1																	
2015	12121	362	LIU Post	47	1542777	Zebouni, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542777	So	6	0	6			1									1	1																		
2015	12121	362	LIU Post	37	1304727	Doherty, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1304727	Sr	6	0	6												2						1	30	6		3,110	14	16.206	16	0.533					
2015	12121	362	LIU Post	4	1658776	Denaro, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658776	Fr	6	0	6												1	1					2	60												
2015	12121	362	LIU Post	11	1658775	Curry, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658775	So	6	0	6					5		3	0.600				4	4																		
2015	12121	362	LIU Post	17	1658783	Robbins, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658783	Fr	5	0	5												1	3																		
2015	12121	362	LIU Post	26	1658787	Watson, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658787	Jr	5	0	5													1																		
2015	12121	362	LIU Post	30	1658786	Walters, Shyheim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658786	Fr	5	0	5												1	4																		
2015	12121	362	LIU Post	28	1658781	Marsh, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658781	Fr	5	0	5					1							4	1	2																	
2015	12121	362	LIU Post	41	1658770	Baker, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658770	Fr	4	0	4																															
2015	12121	362	LIU Post	45	1658773	Burke, Eamon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658773	Jr	3	0	3													1																		
2015	12121	362	LIU Post	10	1658782	Rebman, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1658782	Sr	3	0	3					2								1																		
2015	12121	362	LIU Post	99	1542778	Pristouris, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542778	Sr	3	0	3													2	1																	
2015	12121	362	LIU Post	43	1542775	Rodowicz, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1542775	Jr	2	0	2												1																			
2015	12121	362	LIU Post	48	1449089	Ricca, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1449089	Jr	2	0	2																															
2015	12121	362	LIU Post	46	1444620	Ardanis, Billy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1444620	Jr	1	0	1																															
2015	12121	2746	Lake Erie	40	1431160	Shafer, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1431160	Jr	18	17	18	17	27	20	47	77	0.351	45	0.584	2	3		21	19	8				2	60												
2015	12121	2746	Lake Erie	85	1431161	Robinson, Kole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1431161	Jr	18	16	18	16											20	4	12				6	270												
2015	12121	2746	Lake Erie	48	1664917	Black-Araujo, Courtland	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1664917	Jr	18	14	18	14	17	13	30	69	0.246	41	0.594	1			14	23	2				7	300												
2015	12121	2746	Lake Erie	11	1201302	Harding, Reagan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1201302	Sr	18	15	18	15	44	10	54	151	0.291	88	0.583	4	4		32	27	3	55	94	0.585	5	270												
2015	12121	2746	Lake Erie	14	1315041	Goodwin, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1315041	Sr	18	17	18	17	4	3	7	12	0.333	8	0.667				105	12	53	5	16	0.312	18	930												
2015	12121	2746	Lake Erie	45	1665244	Shafer, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1665244	N/A	18	16	18	16	39	20	59	107	0.364	71	0.664	2	4		33	26	14				5	150												
2015	12121	2746	Lake Erie	22	1315042	Redmond, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1315042	Sr	18	5	18	5	3			9	0.333	9	1.000				17	8	8				2	90												
2015	12121	2746	Lake Erie	4	1664910	Donohue, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1664910	Fr	18	1	18	1	1	2	3	1	1.000	1	1.000				30	5	25	1	7	0.143	2	60												
2015	12121	2746	Lake Erie	77	1431158	Bruening, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1431158	Jr	18	15	18	15											20	6	23				9	510												
2015	12121	2746	Lake Erie	36	1548538	Ryan, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1548538	Jr	18	1	18	1	4			6	0.667	4	0.667				24	5	8	24	104	0.231	7	300												
2015	12121	2746	Lake Erie	31	1548537	Pelkey, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1548537	Sr	18	1	18	1	12	4	16	48	0.250	27	0.562				18	18	1				1	60												
2015	12121	2746	Lake Erie	21	1548535	Bishop, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1548535	So	18	17	18	17	23	24	47	66	0.348	48	0.727	4	2		22	36	4				7	300												
2015	12121	2746	Lake Erie	2	1431153	Smoot, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12121&stats_player_seq=1431153	Jr	18	3	18	3											13	3	11	6	27	0.222	8	450												
