year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	1	721	Air Force	3	1778205	Abrams, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778205	""	N/A	1	0
2016	12380	1	721	Air Force	41	1538723	Accardi, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538723	""	Jr	1	0
2016	12380	1	721	Air Force	51	1538724	Albyn, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538724	""	Jr	1	0
2016	12380	1	721	Air Force	26	1428715	Allen, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428715	""	Sr	18	18
2016	12380	1	721	Air Force	41	1774454	Alvino, Ernie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774454	""	N/A	3	0
2016	12380	1	721	Air Force	19	1538725	Anigian, Barrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538725	""	Jr	8	0
2016	12380	1	721	Air Force	39	1778208	Baker, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778208	""	N/A	8	0
2016	12380	1	721	Air Force	22	1428714	Brown, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428714	""	Sr	16	14
2016	12380	1	721	Air Force	29	1538727	Carr, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538727	""	Jr	0	0
2016	12380	1	721	Air Force	35	1765668	Carter, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765668	A	N/A	18	16
2016	12380	1	721	Air Force	33	1428719	Coleman, Brenden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428719	""	Sr	0	0
2016	12380	1	721	Air Force	9	1428721	Collier, Shelton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428721	""	Sr	11	1
2016	12380	1	721	Air Force	50	1428728	Duenes, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428728	""	Sr	14	1
2016	12380	1	721	Air Force	38	1765669	Ekpenyong, Malik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765669	""	N/A	7	0
2016	12380	1	721	Air Force	17	1783762	Finley, Hanson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783762	""	N/A	1	0
2016	12380	1	721	Air Force	43	1781939	Flynn, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781939	""	N/A	4	0
2016	12380	1	721	Air Force	11	1656150	Forrest, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656150	""	So	7	0
2016	12380	1	721	Air Force	27	1781065	Gillund, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781065	""	N/A	4	0
2016	12380	1	721	Air Force	16	1656153	Goldstein, Chuck	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656153	""	So	4	0
2016	12380	1	721	Air Force	6	1428725	Gouchoe, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428725	""	Sr	18	18
2016	12380	1	721	Air Force	37	1656159	Gould, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656159	""	So	18	4
2016	12380	1	721	Air Force	21	1783763	Hahn, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783763	""	N/A	1	0
2016	12380	1	721	Air Force	33	1765667	Harper, Trent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765667	""	N/A	9	0
2016	12380	1	721	Air Force	0	1765666	Hemme, Jeremiah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765666	""	N/A	18	0
2016	12380	1	721	Air Force	4	1656148	Hruby, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656148	""	So	18	18
2016	12380	1	721	Air Force	45	1765670	Jones, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765670	D	N/A	18	18
2016	12380	1	721	Air Force	34	1656157	LaVine, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656157	""	So	18	17
2016	12380	1	721	Air Force	24	1656154	Larkin, Sheamus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656154	""	So	5	0
2016	12380	1	721	Air Force	23	1428724	Leathers, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428724	""	Sr	18	0
2016	12380	1	721	Air Force	46	1778209	Lee, Fitzhugh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778209	""	N/A	5	0
2016	12380	1	721	Air Force	48	1428726	Lindell, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428726	""	Sr	12	1
2016	12380	1	721	Air Force	7	1656149	Matarazzo, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656149	""	So	17	0
2016	12380	1	721	Air Force	27	1428716	Morgan, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428716	""	Sr	0	0
2016	12380	1	721	Air Force	37	1783580	Parker, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783580	""	N/A	1	0
2016	12380	1	721	Air Force	32	1538733	Payne, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538733	""	Jr	12	0
2016	12380	1	721	Air Force	18	1778217	Pung, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778217	""	N/A	7	0
2016	12380	1	721	Air Force	42	1656160	Radjenovich, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656160	""	So	18	0
2016	12380	1	721	Air Force	16	1778216	Redfearn, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778216	""	N/A	2	0
2016	12380	1	721	Air Force	15	1778206	Rohrbach, Roman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778206	""	N/A	5	0
2016	12380	1	721	Air Force	10	1538734	Rose, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538734	""	Jr	4	0
2016	12380	1	721	Air Force	46		Rothstein, Casey		""	So	0	0
2016	12380	1	721	Air Force	30	1656156	Siegel, Craig	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656156	""	So	5	0
2016	12380	1	721	Air Force	8	1538736	Smith, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538736	""	Jr	18	0
2016	12380	1	721	Air Force	35	1538737	Snyder, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538737	""	Jr	0	0
2016	12380	1	721	Air Force	23	1778207	Swartzman, Isaac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1778207	""	N/A	4	0
2016	12380	1	721	Air Force	40	1538738	Swartzman, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538738	""	Jr	2	0
2016	12380	1	721	Air Force	29	1781938	Taucher, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1781938	""	N/A	4	1
2016	12380	1	721	Air Force	36	1656158	Tien, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656158	""	So	17	17
2016	12380	1	721	Air Force	44	1538739	Toscano, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538739	""	Jr	0	0
2016	12380	1	721	Air Force	13	1656152	Valentine, Johnny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656152	""	So	0	0
2016	12380	1	721	Air Force	12	1656151	Walsch, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656151	""	So	18	18
2016	12380	1	721	Air Force	28	1538740	Ward, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1538740	""	Jr	18	0
2016	12380	1	721	Air Force	20	1428713	Warden, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1428713	""	Sr	18	18
2016	12380	1	721	Air Force	25	1656155	Warmolts, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656155	""	So	0	0
2016	12380	1	721	Air Force	49	1765671	Wheeler IV, Roland	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765671	""	N/A	18	0
2016	12380	1	14	Albany (NY)	44	1448962	Aycock, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1448962	""	Sr	2	0
2016	12380	1	14	Albany (NY)	15	1445575	Babcock, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445575	""	Sr	16	15
2016	12380	1	14	Albany (NY)	27	1448972	Berger, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1448972	""	Sr	2	0
2016	12380	1	14	Albany (NY)	35	1760841	Brown, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760841	""	Fr	1	0
2016	12380	1	14	Albany (NY)	50	1532261	Burdette, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532261	""	Jr	16	14
2016	12380	1	14	Albany (NY)	23	1760842	Burgmaster, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760842	""	Fr	13	0
2016	12380	1	14	Albany (NY)	31	1760852	Chetuck, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760852	""	Jr	0	0
2016	12380	1	14	Albany (NY)	9	1532262	Colarusso, JD	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532262	""	Jr	0	0
2016	12380	1	14	Albany (NY)	39	1643149	Cross, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643149	""	So	2	0
2016	12380	1	14	Albany (NY)	7	1532263	Cullen, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532263	""	Jr	16	0
2016	12380	1	14	Albany (NY)	37	1760843	Dluhy, Erik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760843	""	Fr	16	2
2016	12380	1	14	Albany (NY)	88	1532264	Drake, Bennett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532264	""	Jr	16	0
2016	12380	1	14	Albany (NY)	2	1643150	Dutkanych, Carson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643150	""	Fr	4	0
2016	12380	1	14	Albany (NY)	38	1760844	Eccles, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760844	""	Fr	14	0
2016	12380	1	14	Albany (NY)	8	1322915	Eccles, Derrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1322915	""	Sr	16	1
2016	12380	1	14	Albany (NY)	36	1643151	Eddinger, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643151	""	So	15	0
2016	12380	1	14	Albany (NY)	43	1643152	Egan, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643152	""	So	3	0
2016	12380	1	14	Albany (NY)	11	1445579	Erickson, Harry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1445579	""	Sr	15	0
