game_id	section_id	team_id	team_name	team_url	period_scores
4488259	0		Hendrix		[4, 1, 5, 1, 11]
4488259	1		Southwestern (TX)		[3, 3, 0, 3, 9]
4488663	0		Hampden-Sydney		[2, 2, 0, 3, 7]
4488663	1		Salisbury		[2, 2, 6, 6, 16]
4489233	0		Montreat		[3, 2, 1, 0, 6]
4489233	1		Brevard		[4, 6, 3, 2, 15]
4491341	0		Lynchburg		[3, 2, 1, 3, 9]
4491341	1		Salisbury		[5, 3, 1, 4, 13]
4492156	0		Ferrum		[0, 0, 1, 2, 3]
4492156	1		St. Mary's (MD)		[5, 2, 5, 2, 14]
4492313	0		York (PA)		[5, 3, 1, 1, 10]
4492313	1		Wash. & Lee		[0, 0, 2, 2, 4]
4492335	0		Piedmont		[1, 0, 2, 1, 4]
4492335	1		Centre		[1, 0, 2, 2, 5]
4493616	0		Huntingdon		[4, 2, 1, 3, 10]
4493616	1		Dallas		[1, 0, 1, 3, 5]
4493937	0		Wittenberg		[2, 4, 1, 1, 8]
4493937	1		Transylvania		[0, 4, 0, 1, 5]
4494553	0		Berry		[6, 2, 4, 3, 15]
4494553	1		Southwestern (TX)		[0, 2, 0, 2, 4]
4494565	0		Brevard		[3, 2, 1, 1, 7]
4494565	1		Birmingham-So.		[5, 5, 6, 3, 19]
4494573	0		Calvin		[0, 0, 0, 3, 3]
4494573	1		Carthage		[8, 5, 4, 4, 21]
4494621	0		Centre		[0, 0, 2, 1, 3]
4494621	1		Huntingdon		[3, 1, 2, 2, 8]
4494658	0		Emmanuel (GA)		[1, 3, 0, 1, 5]
4494658	1		Brevard		[5, 6, 1, 6, 18]
4495152	0		Wash. & Lee		[0, 0, 4, 3, 7]
4495152	1		Chris. Newport		[1, 5, 4, 2, 12]
4495291	0		Greensboro		[1, 1, 0, 0, 2]
4495291	1		Hampden-Sydney		[3, 2, 9, 2, 16]
4496233	0		Berry		[2, 4, 2, 1, 9]
4496233	1		Chris. Newport		[3, 2, 3, 2, 10]
4496292	0		Pfeiffer		[2, 6, 4, 5, 17]
4496292	1		Emmanuel (GA)		[1, 2, 0, 2, 5]
4496692	0		Colorado Col.		[1, 3, 1, 5, 10]
4496692	1		Roanoke		[2, 3, 7, 3, 15]
4496897	0		Ill. Wesleyan		[9, 10, 5, 5, 29]
4496897	1		Alma		[2, 4, 4, 2, 12]
4497018	0		Messiah		[3, 2, 2, 2, 9]
4497018	1		Gettysburg		[2, 1, 7, 2, 12]
4497050	0		Elizabethtown		[1, 2, 2, 2, 7]
4497050	1		DeSales		[1, 2, 0, 1, 4]
4497083	0		York (PA)		[2, 8, 4, 5, 19]
