year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2013	11380	1	721	Air Force	26	1428715	Allen, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428715	""	Fr	14	7
2013	11380	1	721	Air Force	16	1428712	Boh, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428712	""	Fr	1	0
2013	11380	1	721	Air Force	22	1428714	Brown, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428714	""	Fr	10	0
2013	11380	1	721	Air Force	0	1313067	Burgess, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1313067	""	So	11	0
2013	11380	1	721	Air Force	28	1313068	Burke, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1313068	""	So	14	0
2013	11380	1	721	Air Force	40	1428723	Carr, Colby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428723	""	Fr	1	0
2013	11380	1	721	Air Force	4	1194898	Cassady, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1194898	""	Jr	14	13
2013	11380	1	721	Air Force	33	1428719	Coleman, Brenden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428719	""	Fr	14	0
2013	11380	1	721	Air Force	37	1428721	Collier, Shelton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428721	""	Fr	3	0
2013	11380	1	721	Air Force	34	1428720	Corpus, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428720	""	Fr	3	0
2013	11380	1	721	Air Force	12	1194904	Crampton, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1194904	""	Jr	14	13
2013	11380	1	721	Air Force	23	1194909	Curran, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1194909	""	Jr	14	0
2013	11380	1	721	Air Force	31	1428718	Dadiego, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428718	""	Fr	1	0
2013	11380	1	721	Air Force	32	1313069	De Pol, Ryland	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1313069	""	So	10	1
2013	11380	1	721	Air Force	21	1313070	Dreyer, Keith	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1313070	""	So	14	13
2013	11380	1	721	Air Force	50	1428728	Duenes, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428728	""	Fr	0	0
2013	11380	1	721	Air Force	3	1085436	Fox, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1085436	""	Sr	14	13
2013	11380	1	721	Air Force	45	1428725	Gouchoe, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11380&stats_player_seq=1428725	""	Fr	3	1
