year	year_id	team_id	team_name	position	player_name	class_year	gp	gs	g	gs2	goals	assists	points	shots	shot_pct	sog	sog_pct	gwg	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	fo_pct	pen	pen_time	ggp	ggs	g_min	goals_allowed	gaa	saves	save_pct	rc	yc	clears	att	clear_pct
2015	12121	2683	Belmont Abbey	-	Totals	-	-	-	16		202	99	301	628	0.322	422	0.672	11	21		477	273	125	185	400	0.463	58	2,730			58,058	144	8.929	169	0.540			285	331	0.861
2015	12121	2683	Belmont Abbey	-	Opponent Totals	-	-	-	16		144	74	218	530	0.272	313	0.591	5	15		469	319	118	215	400	0.537	52	2,490			58,058	202	12.525	221	0.522			257	339	0.758
2015	12121	56	Bentley	-	TEAM	-	-	-	9												1	11	1																	
2015	12121	56	Bentley	-	Totals	-	-	-	13		118	51	169	518	0.228	292	0.564	6	16		323	201	84	173	281	0.616	51	2,520			46,882	126	9.675	133	0.514			192	227	0.846
2015	12121	56	Bentley	-	Opponent Totals	-	-	-	13		126	59	185	451	0.279	259	0.574	7	15		320	200	92	108	281	0.384	59	2,910			46,882	118	9.061	174	0.596			210	246	0.854
2015	12121	30094	Brevard	-	TEAM	-	-	-	11													24	2				1	30												
2015	12121	30094	Brevard	-	Totals	-	-	-	16		168	94	262	493	0.341	356	0.722	8	15	4	570	277	158	163	408	0.400	85	4,080			57,618	192	11.996	222	0.536			267	321	0.832
2015	12121	30094	Brevard	-	Opponent Totals	-	-	-	16		192	88	280	659	0.291	414	0.628	8	31		615	306	135	245	408	0.600	57	2,610			57,618	168	10.497	188	0.528			271	304	0.891
2015	12121	1001	Catawba	-	TEAM	-	-	-	4												1	3																		
2015	12121	1001	Catawba	-	Totals	-	-	-	15		142	78	220	540	0.263	307	0.569	5	21	2	474	266	64	238	359	0.663	66	3,330			54,071	170	11.318	155	0.477			250	299	0.836
2015	12121	1001	Catawba	-	Opponent Totals	-	-	-	15		170	94	264	526	0.323	325	0.618	10	26		443	203	123	122	359	0.340	52	2,340			54,071	142	9.454	165	0.537			292	327	0.893
2015	12121	21323	Chestnut Hill	-	TEAM	-	-	-	8													19					2	60												
2015	12121	21323	Chestnut Hill	-	Totals	-	-	-	13		125	62	187	455	0.275	273	0.600	6	25	1	338	212	84	114	300	0.380	67	3,240			46,800	133	10.231	153	0.535			205	257	0.798
2015	12121	21323	Chestnut Hill	-	Opponent Totals	-	-	-	13		133	76	209	474	0.281	286	0.603	7	22	1	435	220	86	186	300	0.620	68	3,330			46,800	125	9.615	148	0.542			204	255	0.800
2015	12121	1023	Coker	-	TEAM	-	-	-	8													24																		
2015	12121	1023	Coker	-	Totals	-	-	-	14		153	73	226	463	0.330	299	0.646	9	16	1	438	229	91	150	344	0.436	50	2,130			50,665	148	10.516	154	0.510			207	239	0.866
2015	12121	1023	Coker	-	Opponent Totals	-	-	-	14		148	72	220	474	0.312	302	0.637	5	20	1	418	211	104	194	344	0.564	66	2,940			50,665	153	10.871	146	0.488			190	220	0.864
2015	12121	11416	Colorado Mesa	-	TEAM	-	-	-	5													6																		
2015	12121	11416	Colorado Mesa	-	Totals	-	-	-	12		171	93	264	542	0.315	311	0.574	9	19	3	356	165	93	174	322	0.540	57	2,940			43,200	116	9.667	126	0.521			179	206	0.869
2015	12121	11416	Colorado Mesa	-	Opponent Totals	-	-	-	12		116	46	162	395	0.294	242	0.613	3	14	2	301	204	63	148	322	0.460	56	2,790			43,200	171	14.250	140	0.450			160	190	0.842
2015	12121	2720	Colorado St.-Pueblo	-	TEAM	-	-	-	8												1	18					1	30												
2015	12121	2720	Colorado St.-Pueblo	-	Totals	-	-	-	10		76	40	116	246	0.309	163	0.663		12	1	286	258	65	120	285	0.421	37	1,890			35,992	182	18.204	108	0.372			129	192	0.672
2015	12121	2720	Colorado St.-Pueblo	-	Opponent Totals	-	-	-	10		182	95	277	465	0.391	290	0.624	10	21	5	419	198	99	165	285	0.579	47	2,160			35,992	76	7.602	87	0.534			168	201	0.836
2015	12121	186	Dist. Columbia	-	TEAM	-	-	-	5													6					4	120												
2015	12121	186	Dist. Columbia	-	Totals	-	-	-	11		98	39	137	391	0.251	218	0.558	2	15	4	435	266	82	179	318	0.563	82	4,200			39,678	186	16.876	143	0.435			160	220	0.727
2015	12121	186	Dist. Columbia	-	Opponent Totals	-	-	-	11		186	111	297	498	0.373	329	0.661	9	32	2	370	207	111	139	318	4.803	60	3,120			39,678	98	97.788	120	6.115			204	254	8.836
2015	12121	8956	Dominican (NY)	-	TEAM	-	-	-	7													10																		
2015	12121	8956	Dominican (NY)	-	Totals	-	-	-	13		83	51	134	412	0.201	258	0.626	1	14	1	433	323	117	145	305	0.475	53	2,790			47,040	188	14.388	194	0.508			188	268	0.701
2015	12121	8956	Dominican (NY)	-	Opponent Totals	-	-	-	13		188	107	295	600	0.313	382	0.637	12	19	5	527	233	176	160	305	0.525	69	3,750			47,040	83	6.352	175	0.678			230	270	0.852
2015	12121	2692	Dowling	-	TEAM	-	-	-	5													12							1			0		1	1.000					
2015	12121	2692	Dowling	-	Totals	-	-	-	13		125	45	170	434	0.288	269	0.620	5	18	4	373	223	90	166	306	0.542	83	4,530			46,800	142	10.923	140	0.496			182	221	0.824
2015	12121	2692	Dowling	-	Opponent Totals	-	-	-	13		142	72	214	455	0.312	282	0.620	8	27		389	227	101	140	306	0.458	54	2,970			46,800	125	9.615	144	0.535			195	239	0.816
2015	12121	30193	Emmanuel (GA)	-	TEAM	-	-	-	8												1	5	3				1	30												
2015	12121	30193	Emmanuel (GA)	-	Totals	-	-	-	13		85	41	126	419	0.203	234	0.558	3	4		284	188	90	94	311	0.302	50	2,370			46,907	196	15.043	199	0.504			211	266	0.793
2015	12121	30193	Emmanuel (GA)	-	Opponent Totals	-	-	-	13		196	97	293	570	0.344	395	0.693	10	16	1	455	163	121	226	331	0.683	50	2,430			46,907	89	6.831	157	0.638			203	234	0.868
2015	12121	233	Fla. Southern	-	TEAM	-	-	-	7												2	26					1	30												
2015	12121	233	Fla. Southern	-	Totals	-	-	-	14		179	104	283	664	0.270	377	0.568	6	31	1	525	237	116	224	402	0.557	66	3,240			50,400	176	12.571	169	0.490			210	257	0.817
2015	12121	233	Fla. Southern	-	Opponent Totals	-	-	-	14		176	88	264	554	0.318	345	0.623	8	33	1	451	242	127	178	402	0.443	73	3,600			50,400	179	12.786	198	0.525			235	296	0.794
2015	12121	230	Florida Tech	-	TEAM	-	-	-	14												8	30					1	30												
2015	12121	230	Florida Tech	-	Totals	-	-	-	16		199	106	305	718	0.277	421	0.586	11	32	2	596	281	138	241	395	0.610	74	3,690			57,600	147	9.188	168	0.533			254	291	0.873
2015	12121	230	Florida Tech	-	Opponent Totals	-	-	-	16		147	70	217	521	0.282	315	0.605	4	17		443	276	135	154	395	0.390	86	4,140			57,600	199	12.438	222	0.527			278	321	0.866
2015	12121	241	Franklin Pierce	-	TEAM	-	-	-	9													13																		
2015	12121	241	Franklin Pierce	-	Totals	-	-	-	16		167	87	254	585	0.285	347	0.593	12	16	4	436	279	132	141	349	0.404	79	3,960			57,600	136	8.500	201	0.596			266	325	0.818
2015	12121	241	Franklin Pierce	-	Opponent Totals	-	-	-	16		136	58	194	548	0.248	337	0.615	4	16		471	329	100	208	349	0.596	74	4,200			57,600	167	10.438	180	0.519			244	331	0.737
2015	12121	362	LIU Post	-	TEAM	-	-	-	8													15							1			0								
2015	12121	362	LIU Post	-	Totals	-	-	-	17		227	117	344	682	0.333	428	0.628	14	30	4	509	267	144	247	418	0.591	88	4,710			61,140	146	8.597	169	0.537			234	283	0.827
2015	12121	362	LIU Post	-	Opponent Totals	-	-	-	17		146	78	224	526	0.278	315	0.599	3	26	2	430	296	110	171	418	0.409	77	3,600			61,140	227	13.366	201	0.470			219	295	0.742
2015	12121	2746	Lake Erie	-	TEAM	-	-	-	11													9																		
2015	12121	2746	Lake Erie	-	Totals	-	-	-	18		201	109	310	626	0.321	397	0.634	15	13		473	248	201	139	392	0.355	94	4,680			65,226	132	7.285	160	0.548			289	328	0.881
2015	12121	2746	Lake Erie	-	Opponent Totals	-	-	-	18		132	73	205	485	0.272	291	0.600	3	29	2	501	364	112	253	392	0.645	47	2,460			65,226	201	11.094	196	0.494			234	299	0.783
2015	12121	349	Le Moyne	-	TEAM	-	-	-	9													7					4	120												
2015	12121	349	Le Moyne	-	Totals	-	-	-	19		270	136	406	809	0.334	511	0.632	16	35	1	607	288	137	224	456	0.491	68	3,060			68,769	127	6.648	249	0.662			304	360	0.844
2015	12121	349	Le Moyne	-	Opponent Totals	-	-	-	19		127	41	168	657	0.193	376	0.572	3	12	1	499	319	115	232	456	0.509	83	4,590			68,769	270	14.134	241	0.472			286	342	0.836
2015	12121	13302	Lees-McRae	-	TEAM	-	-	-	8												1	8	1				2	90												
2015	12121	13302	Lees-McRae	-	Totals	-	-	-	16		119	71	190	437	0.272	250	0.572	2	10		423	293	97	160	458	0.349	46	2,250			57,600	291	18.188	205	0.413			219	298	0.735
2015	12121	13302	Lees-McRae	-	Opponent Totals	-	-	-	16		291	191	482	789	0.369	496	0.629	14	15	2	640	265	125	290	448	0.647	77	3,690			57,600	119	7.438	131	0.524			241	266	0.906
2015	12121	1170	Lenoir-Rhyne	-	TEAM	-	-	-	8													20							1			0								
2015	12121	1170	Lenoir-Rhyne	-	Totals	-	-	-	16		205	107	312	658	0.312	383	0.582	9	18		544	247	175	209	416	0.502	63	3,150			57,828	156	9.712	131	0.456			282	319	0.884
2015	12121	1170	Lenoir-Rhyne	-	Opponent Totals	-	-	-	16		156	89	245	463	0.337	287	0.620	7	24		473	329	81	207	416	0.498	74	3,840			57,828	205	12.762	178	0.465			244	324	0.753
2015	12121	1174	Limestone	-	TEAM	-	-	-	6													6	1						1			0		1	1.000					
2015	12121	1174	Limestone	-	Totals	-	-	-	21		358	194	552	965	0.371	619	0.641	20	42		866	349	190	417	582	0.716	80	4,290			74,751	157	7.561	182	0.537			343	383	0.896
2015	12121	1174	Limestone	-	Opponent Totals	-	-	-	21		157	70	227	588	0.267	339	0.577	1	20		525	375	153	165	582	0.284	99	5,490			73,851	358	17.451	261	0.422			299	378	0.791
2015	12121	1176	Lincoln Memorial	-	TEAM	-	-	-	9		1					1					1	8																		
2015	12121	1176	Lincoln Memorial	-	Totals	-	-	-	14		121	63	184	470	0.257	298	0.634	4	10		451	267	129	137	299	0.458	47	2,370			50,744	130	9.223	168	0.564			225	277	0.812
2015	12121	1176	Lincoln Memorial	-	Opponent Totals	-	-	-	14		130	79	209	452	0.288	298	0.659	10	10		523	292	120	162	299	0.542	62	3,030			50,744	121	8.584	177	0.594			207	280	0.739
2015	12121	30136	Lindenwood (MO)	-	TEAM	-	-	-	10													19					1	30												
2015	12121	30136	Lindenwood (MO)	-	Totals	-	-	-	18		238	120	358	702	0.339	434	0.618	14	22	1	595	312	135	284	442	0.643	64	2,970			65,041	145	8.026	144	0.498			252	302	0.834
2015	12121	30136	Lindenwood (MO)	-	Opponent Totals	-	-	-	18		145	73	218	512	0.283	289	0.564	4	19		381	316	130	158	442	0.357	59	2,610			65,041	238	13.173	196	0.452			278	351	0.792
2015	12121	20794	Lynn	-	TEAM	-	-	-	8													11	1																	
2015	12121	20794	Lynn	-	Totals	-	-	-	14		153	88	241	489	0.313	304	0.622	7	14	2	452	197	110	184	342	0.538	69	3,660			50,377	144	10.290	140	0.493			228	262	0.870
2015	12121	20794	Lynn	-	Opponent Totals	-	-	-	14		142	68	210	452	0.314	277	0.613	7	27		405	207	87	156	340	0.459	35	1,800			50,377	153	10.934	151	0.497			215	264	0.814
2015	12121	1199	Mars Hill	-	TEAM	-	-	-	11												2	13					1	30	2			0		1	1.000					
2015	12121	1199	Mars Hill	-	Totals	-	-	-	16		225	126	351	544	0.414	360	0.662	10	16	2	507	253	106	202	416	0.486	64	3,030			57,651	145	9.054	208	0.589			259	304	0.852
2015	12121	1199	Mars Hill	-	Opponent Totals	-	-	-	16		145	77	222	560	0.259	353	0.630	6	11	1	473	249	95	215	416	0.517	46	2,220			57,651	225	14.050	135	0.375			202	238	0.849
2015	12121	407	Mercy	-	TEAM	-	-	-	11													11	1				2	90												
2015	12121	407	Mercy	-	Totals	-	-	-	17		198	114	312	655	0.302	408	0.623	10	34		572	263	133	235	417	0.564	55	2,670			61,239	165	9.700	154	0.483			272	318	0.855
2015	12121	407	Mercy	-	Opponent Totals	-	-	-	17		165	72	237	538	0.307	319	0.593	7	23	1	532	273	130	182	417	0.436	78	3,930			61,239	198	11.640	210	0.515			268	324	0.827
2015	12121	408	Mercyhurst	-	TEAM	-	-	-	5												1	9																		
2015	12121	408	Mercyhurst	-	Totals	-	-	-	14		147	90	237	477	0.308	289	0.606	8	17	1	357	224	88	163	294	0.554	52	2,520			50,400	100	7.143	131	0.567			253	290	0.872
2015	12121	408	Mercyhurst	-	Opponent Totals	-	-	-	14		100	52	152	408	0.245	231	0.566	6	11		343	236	97	131	294	0.446	50	2,460			51,300	147	10.316	142	0.491			239	290	0.824
2015	12121	410	Merrimack	-	TEAM	-	-	-	6													9																		
2015	12121	410	Merrimack	-	Totals	-	-	-	16		209	110	319	728	0.287	434	0.596	13	28	1	514	227	119	178	378	0.471	64	3,210			57,940	120	7.456	179	0.599			249	284	0.877
2015	12121	410	Merrimack	-	Opponent Totals	-	-	-	16		120	64	184	513	0.234	299	0.583	3	21	2	434	298	91	200	378	0.529	95	4,740			57,940	209	12.986	225	0.518			197	268	0.735
2015	12121	437	Molloy	-	TEAM	-	-	-	4													5																		
2015	12121	437	Molloy	-	Totals	-	-	-	15		193	109	302	621	0.311	367	0.591	11	26	1	459	198	111	193	381	0.507	75	3,780			54,000	145	9.667	154	0.515			234	274	0.854
2015	12121	437	Molloy	-	Opponent Totals	-	-	-	15		145	76	221	512	0.283	299	0.584	4	27	4	422	252	76	188	381	0.493	86	4,170			54,000	193	12.867	174	0.474			211	254	0.831
2015	12121	1245	Mount Olive	-	TEAM	-	-	-	5													3																		
2015	12121	1245	Mount Olive	-	Totals	-	-	-	16		185	91	276	571	0.324	294	0.515	11	13	3	514	255	108	206	373	0.552	72	3,360			58,628	144	8.842	178	0.553			234	274	0.854
2015	12121	1245	Mount Olive	-	Opponent Totals	-	-	-	16		144	75	219	499	0.289	262	0.525	5	23	1	450	236	119	167	372	0.449	55	2,520			58,628	185	11.360	168	0.476			226	269	0.840
2015	12121	477	NYIT	-	TEAM	-	-	-	14													22	1				3	90												
2015	12121	477	NYIT	-	Totals	-	-	-	16		214	137	351	595	0.360	369	0.620	12	31	3	459	241	170	176	389	0.452	73	4,080			55,740	128	8.267	141	0.524			269	322	0.835
2015	12121	477	NYIT	-	Opponent Totals	-	-	-	16		128	53	181	476	0.269	269	0.565	4	12		420	292	117	213	389	0.548	65	3,570			56,640	214	13.602	155	0.420			223	281	0.794
2015	12121	9223	North Greenville	-	TEAM	-	-	-	10												1	8					2	120												
2015	12121	9223	North Greenville	-	Totals	-	-	-	15		114	61	175	344	0.331	227	0.660	1	17	1	397	291	60	150	400	0.375	75	3,450			53,912	239	15.959	221	0.480			305	367	0.831
2015	12121	9223	North Greenville	-	Opponent Totals	-	-	-	15		238	100	338	664	0.358	457	0.688	14	28	4	501	227	80	250	400	0.625	69	3,210			53,912	114	7.612	113	0.498			364	406	0.897
2015	12121	30056	Notre Dame de Namur	-	TEAM	-	-	-	4													2																		
2015	12121	30056	Notre Dame de Namur	-	Totals	-	-	-	9		64	23	87	287	0.223	179	0.624	1	11		252	220	72	100	219	0.457	33	1,680			32,640	124	13.676	119	0.490			113	177	0.638
2015	12121	30056	Notre Dame de Namur	-	Opponent Totals	-	-	-	9		124	77	201	390	0.318	243	0.623	8	9	3	332	186	96	119	219	0.543	48	2,340			32,640	64	7.059	115	0.642			155	194	0.799
2015	12121	15207	Ohio Valley	-	TEAM	-	-	-	4													4					1	30												
2015	12121	15207	Ohio Valley	-	Totals	-	-	-	15		102	53	155	380	0.268	238	0.626		11	2	344	351	102	141	403	0.350	50	2,460			53,987	236	15.737	210	0.471		1	225	302	0.745
2015	12121	15207	Ohio Valley	-	Opponent Totals	-	-	-	15		255	153	408	729	0.350	432	0.593	14	20	2	584	242	155	275	407	0.676	70	3,510			50,387	100	7.145	137	0.578			260	284	0.915
2015	12121	533	Pace	-	TEAM	-	-	-	6				0									3																		
2015	12121	533	Pace	-	Totals	-	-	-	16		189	103	292	597	0.317	383	0.642	9	29	2	566	307	152	212	405	0.523	84	4,170			57,600	168	10.500	199	0.542			292	352	0.830
2015	12121	533	Pace	-	Opponent Totals	-	-	-	16		168	91	259	599	0.280	367	0.613	7	24	3	544	295	142	193	405	0.477	95	4,740			57,600	189	11.812	194	0.507			304	366	0.831
2015	12121	542	Pfeiffer	-	TEAM	-	-	-	4													1																		
2015	12121	542	Pfeiffer	-	Totals	-	-	-	15		211	122	333	621	0.340	365	0.588	10	30	4	478	227	142	194	401	0.484	93	4,410			54,509	152	10.039	157	0.508			276	317	0.871
2015	12121	542	Pfeiffer	-	Opponent Totals	-	-	-	15		152	87	239	546	0.278	288	0.527	5	25	1	485	288	103	207	401	0.516	48	2,280			54,509	211	13.935	182	0.463			256	309	0.828
2015	12121	1318	Post	-	TEAM	-	-	-	9				0									6					4	270												
2015	12121	1318	Post	-	Totals	-	-	-	14		137	58	195	496	0.276	313	0.631	6	11	1	419	266	112	121	324	0.373	74	3,990			50,400	150	10.714	180	0.545			241	299	0.806
2015	12121	1318	Post	-	Opponent Totals	-	-	-	14		150	64	214	498	0.301	330	0.663	8	26	4	488	297	116	203	324	0.627	70	3,840			50,400	137	9.786	176	0.562			232	275	0.844
2015	12121	11504	Queens (NC)	-	TEAM	-	-	-	10													13					1	30												
2015	12121	11504	Queens (NC)	-	Totals	-	-	-	17		171	95	266	509	0.336	335	0.658	9	37	1	479	334	94	258	418	0.617	62	2,880			61,385	194	11.377	190	0.495			235	298	0.789
2015	12121	11504	Queens (NC)	-	Opponent Totals	-	-	-	17		194	116	310	629	0.308	384	0.610	8	18	2	440	251	141	160	418	0.383	65	3,600			61,385	171	10.029	164	0.490			294	334	0.880
2015	12121	30150	Roberts Wesleyan	-	TEAM	-	-	-	7													15																		
2015	12121	30150	Roberts Wesleyan	-	Totals	-	-	-	15		132	78	210	498	0.265	307	0.616	4	26	2	471	302	130	189	358	0.528	74	4,020			54,225	179	11.884	191	0.516			219	275	0.796
2015	12121	30150	Roberts Wesleyan	-	Opponent Totals	-	-	-	15		179	105	284	564	0.317	370	0.656	11	23	3	482	267	140	169	358	0.472	89	4,770			54,225	132	8.763	175	0.570			245	289	0.848
2015	12121	1328	Rockhurst	-	TEAM	-	-	-	9				0									14					3	90												
2015	12121	1328	Rockhurst	-	Totals	-	-	-	12		159	84	243	578	0.275	293	0.507	7	19	5	370	206	80	180	308	0.584	75	3,870			43,200	117	9.750	109	0.482			170	190	0.895
2015	12121	1328	Rockhurst	-	Opponent Totals	-	-	-	12		117	53	170	395	0.296	226	0.572	5	14	4	251	215	70	128	308	0.416	73	3,600			43,200	159	13.250	134	0.457			157	177	0.887
2015	12121	584	Rollins	-	TEAM	-	-	-	8													31																		
2015	12121	584	Rollins	-	Totals	-	-	-	16		141	74	215	552	0.255	308	0.558	6	19	2	465	274	117	162	360	0.450	74	3,570			58,130	164	10.157	188	0.534			288	336	0.857
2015	12121	584	Rollins	-	Opponent Totals	-	-	-	16		164	94	258	607	0.270	352	0.580	10	24	2	501	286	126	198	360	0.550	62	3,240			58,130	141	8.732	167	0.542			281	326	0.862
2015	12121	608	Saint Leo	-	TEAM	-	-	-	7				0									19	1																	
2015	12121	608	Saint Leo	-	Totals	-	-	-	14		153	75	228	553	0.277	344	0.622	7	21		452	188	101	201	329	0.611	40	1,920			50,400	132	9.429	173	0.567			183	211	0.867
2015	12121	608	Saint Leo	-	Opponent Totals	-	-	-	14		132	56	188	488	0.270	305	0.625	7	13	2	358	188	115	128	329	0.389	60	3,060			50,400	153	10.929	191	0.555			196	230	0.852
2015	12121	613	Saint Michael's	-	TEAM	-	-	-	11												2	14					3	90												
2015	12121	613	Saint Michael's	-	Totals	-	-	-	14		133	74	207	531	0.250	312	0.588	7	20	3	461	305	170	140	343	0.408	75	3,900			50,584	173	12.312	199	0.535			286	354	0.808
2015	12121	613	Saint Michael's	-	Opponent Totals	-	-	-	14		173	95	268	578	0.299	372	0.644	7	29	4	519	312	124	203	343	0.592	63	3,210			50,584	133	9.465	179	0.574			284	349	0.814
2015	12121	1347	Saint Rose	-	TEAM	-	-	-	8		1		1			1					2	7																		
2015	12121	1347	Saint Rose	-	Totals	-	-	-	14		112	62	174	446	0.251	251	0.563	4	14	5	393	249	98	130	304	0.428	74	4,410			51,103	144	10.144	201	0.583			240	283	0.848
2015	12121	1347	Saint Rose	-	Opponent Totals	-	-	-	14		144	91	235	578	0.249	345	0.597	10	25		468	235	142	174	304	0.572	57	2,730			51,103	112	7.890	139	0.554			224	262	0.855
2015	12121	30063	Seton Hill	-	TEAM	-	-	-	6													10																		
2015	12121	30063	Seton Hill	-	Totals	-	-	-	14		165	64	229	467	0.353	271	0.580	8	15	1	383	191	84	208	322	0.646	42	1,950			47,773	109	8.214	133	0.550			200	223	0.897
2015	12121	30063	Seton Hill	-	Opponent Totals	-	-	-	14		111	55	166	408	5.521	243	0.596	5	11		324	187	85	114	319	0.357	61	3,000			50,473	146	10.413	139	0.488			193	225	0.858
2015	12121	30151	Shorter	-	TEAM	-	-	-	13				0								2	40					1	30												
2015	12121	30151	Shorter	-	Totals	-	-	-	14		143	60	203	452	0.316	287	0.635	7	18	2	371	243	97	148	318	0.465	60	3,330			50,400	130	9.286	145	0.527			208	243	0.856
2015	12121	30151	Shorter	-	Opponent Totals	-	-	-	14		130	64	194	473	0.275	275	0.581	7	13		448	257	108	170	318	0.535	57	2,910			50,400	143	10.214	144	0.502			207	231	0.896
2015	12121	468	Southern N.H.	-	TEAM	-	-	-	6												3	10	1				1	30												
2015	12121	468	Southern N.H.	-	Totals	-	-	-	15		131	77	208	541	0.242	315	0.582	2	17	3	456	265	111	148	352	0.420	85	4,830			54,388	177	11.716	164	0.481			229	270	0.848
2015	12121	468	Southern N.H.	-	Opponent Totals	-	-	-	15		177	91	268	592	0.299	330	0.557	13	22		544	275	119	204	352	0.580	64	3,090			54,388	131	8.671	196	0.599			246	296	0.831
2015	12121	593	St. Anselm	-	TEAM	-	-	-	9												1	12					3	90												
2015	12121	593	St. Anselm	-	Totals	-	-	-	13		107	54	161	471	0.227	263	0.558	2	13		394	236	92	162	323	0.502	58	2,580			47,429	183	13.890	141	0.435			192	232	0.828
2015	12121	593	St. Anselm	-	Opponent Totals	-	-	-	13		183	110	293	561	0.326	324	0.578	11	18	2	384	220	103	161	323	0.498	57	2,820			47,429	107	8.122	156	0.593			217	250	0.868
2015	12121	689	Tampa	-	TEAM	-	-	-	14													27		1	1	1.000														
2015	12121	689	Tampa	-	Totals	-	-	-	19		238	121	359	765	0.311	463	0.605	15	30	1	522	260	149	273	455	0.600	74	3,510			69,340	157	8.151	173	0.524			297	334	0.889
2015	12121	689	Tampa	-	Opponent Totals	-	-	-	19		157	91	248	625	0.251	330	0.528	4	19		442	276	120	182	455	0.400	82	3,900			68,440	238	12.519	225	0.486			289	337	0.858
2015	12121	12830	Tusculum	-	TEAM	-	-	-	11												2	12					1	60												
2015	12121	12830	Tusculum	-	Totals	-	-	-	13		129	75	204	467	0.276	281	0.602	5	19		404	221	82	142	309	0.460	41	2,040			47,278	139	10.584	144	0.509			210	247	0.850
2015	12121	12830	Tusculum	-	Opponent Totals	-	-	-	13		139	76	215	450	0.309	283	0.629	8	9	1	429	226	82	167	309	0.540	49	2,520			47,278	129	9.823	152	0.541			212	253	0.838
2015	12121	30141	Walsh	-	TEAM	-	-	-	11													4																		
2015	12121	30141	Walsh	-	Totals	-	-	-	13		100	72	172	361	0.277	223	0.618	3	12		346	213	144	121	286	0.423	51	2,760			46,800	145	11.154	139	0.489			190	238	0.798
2015	12121	30141	Walsh	-	Opponent Totals	-	-	-	13		145	77	222	465	0.312	284	0.611	10	17	3	339	249	128	167	287	0.582	59	3,120			46,800	100	7.692	123	0.552			188	238	0.790
2015	12121	12799	Wheeling Jesuit	-	TEAM	-	-	-	7													8					2	150												
2015	12121	12799	Wheeling Jesuit	-	Totals	-	-	-	14		178	78	256	536	0.332	334	0.623	8	16	1	426	216	116	204	347	0.588	62	3,060			50,396	125	8.929	149	0.544			254	270	0.941
2015	12121	12799	Wheeling Jesuit	-	Opponent Totals	-	-	-	14		125	56	181	420	0.298	274	0.652	5	12		336	231	81	143	347	0.412	53	2,730			50,396	178	12.715	156	0.467			220	245	0.898
2015	12121	1462	Wingate	-	TEAM	-	-	-	12							1						65																		
2015	12121	1462	Wingate	-	Totals	-	-	-	16		174	104	278	556	0.313	367	0.660	6	32	1	600	260	78	229	410	0.559	73	3,870			57,600	192	12.000	187	0.493			234	278	0.842
