year	year_id	division_id	team_id	team_name	player_id	player_name	player_url	position	goals	assists	points	shots	sog	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	pen	pen_time	g_min	goals_allowed	saves	w	l	t	rc	yc	clears	att	clear_pct
2017	12561	721	Air Force	-	TEAM	-	-	-	-	13	""	""	""	0	""	""	""	""	""	""	""	2	15	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12561	721	Air Force	-	Totals	-	-	-	-	18	""	197	106	303	685	0.288	389	0.568	12	19	""	478	219	116	221	406	0.544	49	2,220	""	""	65,033	147	8.137	124	0.458	""	""	248	282	0.879
2017	12561	721	Air Force	-	Opponent Totals	-	-	-	-	18	""	147	83	230	458	0.321	271	0.592	6	17	2	412	245	110	185	406	0.456	56	2,460	""	""	65,033	197	10.905	192	0.494	""	""	239	287	0.833
2017	12561	14	Albany (NY)	-	TEAM	-	-	-	-	7	""	""	""	0	""	""	""	""	""	""	""	""	5	""	""	""	""	3	120	""	""	""	""	""	""	""	""	""	""	""	""
2017	12561	14	Albany (NY)	-	Totals	-	-	-	-	18	""	277	171	448	806	0.344	488	0.605	15	19	2	599	246	109	349	509	0.686	50	2,160	""	""	64,769	171	9.505	192	0.529	""	""	296	332	0.892
2017	12561	14	Albany (NY)	-	Opponent Totals	-	-	-	-	18	""	171	70	241	638	0.268	363	0.569	3	7	""	439	234	130	160	509	0.314	62	2,940	""	""	64,769	277	15.396	211	0.432	""	""	308	370	0.832
2017	12561	725	Army West Point	-	TEAM	-	-	-	-	9	""	""	""	0	""	""	""	""	""	""	""	""	12	1	""	""	""	1	30	1	""	""	0	""	1	1.000	""	""	""	""	""
2017	12561	725	Army West Point	-	Totals	-	-	-	-	16	""	170	87	257	624	0.272	381	0.611	12	14	""	536	195	114	216	352	0.614	40	1,800	""	""	57,654	131	8.180	141	0.518	""	""	215	245	0.878
2017	12561	725	Army West Point	-	Opponent Totals	-	-	-	-	16	""	131	64	195	479	0.273	272	0.568	4	13	""	426	214	116	136	352	0.386	50	2,310	""	""	57,654	170	10.615	211	0.554	""	""	246	290	0.848
2017	12561	52	Bellarmine	-	TEAM	-	-	-	-	10	""	""	""	0	""	""	""	""	""	""	""	""	16	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12561	52	Bellarmine	-	Totals	-	-	-	-	13	""	112	61	173	424	0.264	236	0.557	4	15	1	260	178	74	126	329	0.383	68	3,210	""	""	46,800	174	13.385	145	0.455	""	""	176	210	0.838
2017	12561	52	Bellarmine	-	Opponent Totals	-	-	-	-	13	""	174	127	301	541	0.322	319	0.590	9	26	""	343	161	83	203	329	0.617	53	2,520	""	""	46,800	112	8.615	124	0.525	""	""	181	213	0.850
2017	12561	62	Binghamton	-	TEAM	-	-	-	-	8	""	""	""	0	""	""	""	""	""	""	""	""	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12561	62	Binghamton	-	Totals	-	-	-	-	16	""	153	88	241	485	0.315	292	0.602	11	16	""	363	187	98	162	338	0.479	40	1,890	""	""	57,605	131	8.187	145	0.525	""	""	252	279	0.903
