year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12121	3	4	Adrian	23	1321458	Boyd, Doug	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1321458	Jr	16	15	16	15	29	24	53	65	0.446	46	0.708	2	1	 	40	37	9	 	""	""	4	210	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	35	1549599	Farrelly, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549599	Jr	16	16	16	16	 	 	""	 	""	 	""	 	 	 	28	9	 	 	""	""	 	 	16	16	57,600	174	10.875	150	0.463	 	 	 	 	""
2015	12121	3	4	Adrian	6	1321455	Smith, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1321455	Sr	16	16	16	16	19	27	46	65	0.292	37	0.569	 	3	 	54	29	10	26	77	0.338	12	540	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	17	1448039	Byrne, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1448039	Sr	16	16	16	16	 	 	""	 	""	 	""	 	 	 	43	7	19	97	177	0.548	6	330	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	12	1549595	Maguire, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549595	So	16	0	16	 	12	4	16	39	0.308	26	0.667	2	 	 	42	26	7	 	""	""	6	240	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	4	1549591	Schmitt, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549591	So	16	15	16	15	5	4	9	11	0.455	10	0.909	 	 	 	60	14	32	64	167	0.383	19	900	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	18	1549597	Groves, Max	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549597	So	15	15	15	15	1	 	""	1	1.000	1	1.000	1	 	 	44	11	23	 	""	""	9	450	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	44	1549600	Scherer, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549600	So	15	0	15	 	6	1	7	17	0.353	10	0.588	 	 	 	5	10	4	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	11	1656299	Findlay, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656299	Jr	15	8	15	8	6	2	8	21	0.286	14	0.667	 	 	 	32	24	7	1	7	0.143	12	630	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	7	1656298	Bill, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656298	Fr	15	11	15	11	17	8	25	47	0.362	34	0.723	1	2	1	9	16	2	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	19	1321461	Parnham, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1321461	Sr	14	14	14	14	 	 	""	1	""	 	""	 	 	 	35	6	7	 	""	""	6	300	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	27	1321464	Burgin, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1321464	Sr	14	13	14	13	35	14	49	75	0.467	52	0.693	2	6	 	24	20	2	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	9	1549594	Findlay, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549594	So	13	1	13	1	28	7	35	91	0.308	51	0.560	1	3	 	33	21	1	1	2	0.500	8	390	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	2	1549589	Karapas, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549589	So	13	10	13	10	16	22	38	70	0.229	39	0.557	2	3	 	24	19	2	 	""	""	3	180	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	5	1549592	Fannell, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1549592	So	9	7	9	7	31	12	43	53	0.585	40	0.755	 	6	 	19	18	6	 	""	""	5	180	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	32	1448870	Waldrup, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1448870	Jr	7	0	7	 	1	1	2	5	0.200	4	0.800	 	 	 	3	5	1	 	""	""	1	30	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	37	1656303	Desmadryl, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656303	Fr	6	0	6	 	 	 	""	 	""	 	""	 	 	 	3	1	2	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	33	1656302	Stewart, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656302	Fr	5	1	5	1	 	 	""	 	""	 	""	 	 	 	1	1	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	22	1656301	Turner, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656301	Fr	4	2	4	2	3	 	""	3	1.000	3	1.000	 	 	 	2	6	1	 	""	""	1	30	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	3	1656297	Clark, Callum	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656297	Fr	1	0	1	 	 	 	""	1	""	1	1.000	 	 	 	 	1	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	4	Adrian	16	1656300	Sadie, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1656300	So	1	0	1	 	 	 	""	 	""	 	""	 	 	 	 	 	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	3	1665252	Shawinski, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665252	Fr	14	14	14	14	1	2	3	4	0.250	3	0.750	 	 	 	105	29	5	175	341	0.513	5	270	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	16	1665251	Sargent, Dalton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665251	So	14	14	14	14	22	9	31	63	0.349	40	0.635	 	4	 	25	23	5	 	""	""	4	210	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	1	1552447	Bennet, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552447	So	14	14	14	14	14	11	25	57	0.246	31	0.544	 	2	3	50	58	9	9	33	0.273	2	90	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	11	1552456	Choiniere, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552456	Jr	14	14	14	14	52	23	75	116	0.448	78	0.672	1	11	 	44	39	4	 	""	""	2	120	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	20	1552460	Earl, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552460	Jr	14	14	14	14	5	4	9	18	0.278	13	0.722	 	 	 	43	26	21	 	""	""	25	1,740	1	 	152	0	0.000	1	1.000	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	21	1552461	Gravius, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552461	So	14	14	14	14	 	 	""	 	""	 	""	 	 	 	19	13	10	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	23	1552463	Dombrowski, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552463	Jr	14	7	14	7	 	 	""	1	""	1	1.000	 	 	 	7	1	3	 	""	""	1	30	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	32	1665247	Kerner, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665247	Fr	14	14	14	14	 	 	""	 	""	 	""	 	 	 	37	25	4	 	""	""	 	 	14	13	50,233	189	13.545	243	0.562	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	15	1665248	Kozak, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665248	Fr	14	0	14	 	5	2	7	26	0.192	14	0.538	1	 	 	17	25	7	 	""	""	5	240	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	2	1665249	Mirmina, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665249	Fr	14	2	14	2	10	5	15	33	0.303	22	0.667	 	2	 	30	26	7	 	""	""	4	210	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	28	1665250	Oliver, Liam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1665250	Fr	13	0	13	 	1	 	""	2	0.500	1	0.500	 	 	 	4	5	2	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	34	1552467	Croteau, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552467	So	12	5	12	5	 	 	""	 	""	 	""	 	 	 	3	5	2	 	""	""	3	150	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	17	1552459	Buck, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552459	So	12	12	12	12	29	14	43	94	0.309	59	0.628	1	2	 	21	18	6	 	""	""	2	90	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	31	1552466	Johns, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552466	So	10	0	10	 	1	1	2	4	0.250	2	0.500	 	 	 	1	1	 	 	""	""	5	300	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	6	1552452	Mueller, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552452	So	10	5	10	5	 	 	""	 	""	 	""	 	 	 	15	12	3	 	""	""	2	90	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	5	1552453	Ciarleglio, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552453	So	10	10	10	10	 	 	""	1	""	 	""	 	 	 	17	14	7	 	""	""	6	240	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	9	1552454	Grant, Kaleib	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552454	Jr	8	1	8	1	 	 	""	 	""	 	""	 	 	 	 	 	1	 	""	""	1	30	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	10	1552455	Jean-Francois, Castel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552455	Jr	6	0	6	 	 	 	""	 	""	 	""	 	 	 	1	 	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	2798	Albertus Magnus	22	1552462	Mandell, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1552462	Jr	3	0	3	 	 	 	""	 	""	 	""	 	 	 	 	2	 	 	""	""	 	 	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	15	Albion	7	1638201	Lowes, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1638201	Fr	18	18	18	18	 	 	""	 	""	 	""	 	 	 	20	7	10	 	""	""	4	480	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	15	Albion	13	1302387	Braley, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1302387	Sr	18	18	18	18	20	5	25	45	0.444	31	0.689	 	 	 	15	25	3	 	""	""	2	210	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	15	Albion	19	1302390	Hedemark, Joel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1302390	Sr	18	6	18	6	15	12	27	56	0.268	29	0.518	1	 	 	24	20	6	 	""	""	2	120	 	 	 	""	""	 	""	 	 	 	 	""
2015	12121	3	15	Albion	31	1302393	Spinney, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12121&stats_player_seq=1302393	Sr	18	18	18	18	 	 	""	 	""	 	""	 	 	 	20	3	9	 	""	""	9	660	 	 	 	""	""	 	""	 	 	 	 	""
